^SAMPLE = GSM40935
!Sample_title = 2M11 Cy3
!Sample_geo_accession = GSM40935
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 02 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	-0.041	3766	3892	1321	355	376	160	52	340	3730	3613	1099	221	229	75	52	340
G000001-2	4	20	1	-0.01	3944	3975	883	359	373	158	52	420	3829	3716	1101	219	228	74	52	420
G000001-3	4	21	1	0.059	4510	4486	1124	385	411	186	52	340	4184	4240	1058	227	241	90	52	340
G000002-1	12	19	1	-0.031	16140	16397	2325	509	559	286	52	340	16298	16349	2379	330	350	129	52	340
G000002-2	12	20	1	0.027	15759	15400	2148	505	551	293	52	420	15277	14996	2529	306	323	104	52	420
G000002-3	12	21	1	-0.01	16364	16135	2409	479	501	174	52	420	16309	16033	2420	306	319	88	52	420
G000003-1	20	19	1	-0.086	8570	8759	1962	511	546	257	52	340	8880	8946	2121	329	341	100	52	340
G000003-2	20	20	1	-0.094	8769	8660	1958	513	597	728	52	340	9135	8882	2376	322	349	169	52	340
G000003-3	20	21	1	-0.085	8822	8586	2692	500	570	630	52	420	9150	8965	2419	325	588	3391	52	420
G000004-1	28	19	1	-0.112	18023	16990	4113	565	622	335	52	420	19235	18131	3703	369	385	134	52	420
G000004-2	28	20	1	-0.069	16715	16401	3331	536	579	303	52	420	17324	17000	3435	352	376	196	52	420
G000004-3	28	21	1	-0.053	17731	16335	3893	502	719	1659	52	340	18191	16541	4469	326	367	393	52	340
G000005-1	36	19	1	0.141	24779	22718	7444	517	568	455	52	340	22363	20923	6967	358	388	200	52	340
G000005-2	36	20	1	0.158	32998	31175	10100	501	546	510	52	340	29441	28783	8752	326	365	258	52	340
G000005-3	36	21	1	0.16	27049	25355	7408	511	560	533	52	340	24084	23502	6330	317	341	228	52	340
G000006-1	44	19	1	-0.125	17173	17151	4216	485	543	491	52	340	18502	18536	3950	309	330	195	52	340
G000006-2	44	20	1	-0.141	17554	17109	3588	466	503	321	52	340	19139	18351	3688	309	317	100	52	340
G000006-3	44	21	1	-0.141	15137	15518	4477	464	481	152	52	420	16471	16047	4963	295	310	84	52	420
G000007-1	4	16	1	-0.019	8523	8458	1541	316	342	185	52	420	8526	8383	1609	213	220	71	52	420
G000007-2	4	17	1	0.007	8005	7847	1497	323	342	131	52	340	7855	7662	1465	208	217	75	52	340
!sample_table_end
