^SAMPLE = GSM40591
!Sample_title = M28 Cy5
!Sample_geo_accession = GSM40591
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 01 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	0.072	5932	5729	839	204	210	56	52	385	5666	5530	712	217	220	51	52	385
G000001-2	29	2	1	0.043	5507	5256	954	208	217	65	52	363	5364	4988	1101	221	225	66	52	363
G000001-3	29	3	1	0.127	4629	4410	1336	202	209	58	52	370	4267	4275	1238	212	222	67	52	370
G000002-1	21	1	1	0.012	10670	10709	2527	205	208	52	52	385	10590	10615	2594	214	216	48	52	385
G000002-2	21	2	1	0.009	14861	14259	2254	203	213	71	52	353	14774	13829	2847	207	214	62	52	353
G000002-3	21	3	1	0.025	12287	11657	3562	208	217	73	52	372	12085	11595	3220	210	215	63	52	372
G000003-1	13	1	1	-0.024	7187	6788	3232	206	209	52	80	464	7300	7034	3105	202	206	46	80	464
G000003-2	13	2	1	-0.023	7937	8032	2085	203	205	51	52	342	8054	7889	2276	197	199	47	52	342
G000003-3	13	3	1	-0.026	8551	8611	1951	195	203	62	52	361	8708	8465	2083	200	212	103	52	361
G000004-1	5	1	1	-0.113	9768	9751	3763	204	207	53	80	450	10550	10431	3922	210	214	50	80	450
G000004-2	5	2	1	-0.07	10816	9587	3992	198	200	47	80	400	11353	10216	4258	206	209	48	80	400
G000004-3	5	3	1	-0.055	8704	8210	3116	200	202	53	80	400	9038	8898	3496	204	208	49	80	400
G000005-1	29	4	1	-0.097	24083	24148	5696	209	213	56	52	370	25753	24975	6606	216	221	58	52	370
G000005-2	29	5	1	-0.064	19344	19713	7145	212	215	57	52	371	20223	20582	8035	220	222	52	52	371
G000005-3	29	6	1	-0.242	17557	18990	7345	215	234	158	52	380	20727	20986	8184	221	227	74	52	380
G000006-1	21	4	1	-0.061	14669	14861	2213	208	209	54	52	353	15292	15304	2898	210	217	70	52	353
G000006-2	21	5	1	-0.157	12483	12709	2742	196	202	50	52	352	13913	13325	3600	213	217	49	52	352
G000006-3	21	6	1	-0.107	15216	14942	2676	206	213	53	52	361	16380	15733	3275	209	213	51	52	361
G000007-1	13	4	1	0.015	11528	11038	2675	193	200	56	52	363	11421	11130	3021	201	210	84	52	363
G000007-2	13	5	1	-0.005	10271	9903	2494	193	202	54	52	353	10311	10063	2767	201	206	53	52	353
!sample_table_end
