^SAMPLE = GSM40976
!Sample_title = 2M21 Cy3
!Sample_geo_accession = GSM40976
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Feb 03 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	0.166	3331	3470	1416	312	315	87	52	340	2882	3035	1218	191	194	50	52	340
G000001-2	4	20	1	0.036	3732	3886	1288	321	332	147	52	340	3516	3256	1193	190	192	55	52	340
G000001-3	4	21	1	0.166	2859	2780	1016	330	399	739	52	340	2453	2419	870	199	215	176	52	340
G000002-1	12	19	1	0.057	17543	17066	3072	297	307	88	52	420	16768	16442	2755	190	197	69	52	420
G000002-2	12	20	1	0.075	13577	12938	2771	297	300	83	52	420	12791	12234	2856	185	194	69	52	420
G000002-3	12	21	1	0.168	12819	12258	1898	289	295	84	52	420	11340	11258	1717	189	191	50	52	420
G000003-1	20	19	1	-0.072	10634	10422	3149	316	324	86	52	340	11041	10507	2905	198	202	53	52	340
G000003-2	20	20	1	-0.082	10195	9550	3075	307	312	90	52	420	10666	10230	2629	197	204	53	52	420
G000003-3	20	21	1	-0.006	9367	8911	2186	301	319	207	52	340	9301	9039	1859	198	201	56	52	340
G000004-1	28	19	1	0.137	16843	16441	3475	299	305	88	52	420	15243	15237	2883	193	198	60	52	420
G000004-2	28	20	1	0.012	16415	16256	3190	293	299	86	52	420	16172	15463	3669	185	190	58	52	420
G000004-3	28	21	1	0.105	13611	13046	3374	277	287	95	52	420	12583	12168	2396	185	193	62	52	420
G000005-1	36	19	1	-0.158	25961	24367	4973	281	290	100	52	340	28840	27271	6789	179	195	134	52	340
G000005-2	36	20	1	-0.172	27625	27133	7003	256	264	75	52	340	31014	30651	6317	171	171	41	52	340
G000005-3	36	21	1	-0.249	22278	21873	4415	248	258	90	52	340	26352	25271	5781	172	176	54	52	340
G000006-1	44	19	1	0.034	20324	19470	3593	271	283	83	52	340	19770	18403	3716	185	189	49	52	340
G000006-2	44	20	1	0.037	20149	19305	4322	271	279	77	52	340	19556	18531	4951	181	184	50	52	340
G000006-3	44	21	1	-0.06	19067	18304	4058	242	250	72	52	420	19789	18381	5409	164	170	43	52	420
G000007-1	4	16	1	0.162	9910	9458	2790	299	316	128	52	340	8785	8771	2614	193	196	54	52	340
G000007-2	4	17	1	0.133	10104	9561	3066	306	313	85	52	420	9126	8529	2826	192	195	48	52	420
!sample_table_end
