^SAMPLE = GSM40105
!Sample_title = M10 Cy5
!Sample_geo_accession = GSM40105
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 28 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	29	1	1	-0.097	4518	4411	459	109	120	53	52	328	4930	4880	547	214	228	134	52	328
G000001-2	29	2	1	-0.098	5052	4984	439	98	103	39	52	307	5491	5521	535	190	195	50	52	307
G000001-3	29	3	1	-0.102	4959	4708	695	95	101	36	52	320	5408	5133	955	187	192	53	52	320
G000002-1	21	1	1	-0.118	10828	10374	1557	110	114	45	52	394	11821	11118	2289	189	194	65	52	394
G000002-2	21	2	1	-0.028	10991	10208	2173	105	113	48	52	381	11290	10936	2031	191	200	92	52	381
G000002-3	21	3	1	-0.168	10730	10557	1279	103	108	50	52	314	12122	11619	1391	183	189	72	52	314
G000003-1	13	1	1	-0.157	7240	6600	1779	102	108	44	52	320	8136	7288	2411	179	189	114	52	320
G000003-2	13	2	1	-0.119	7156	6976	1293	103	109	41	52	316	7855	7666	1865	193	200	140	52	316
G000003-3	13	3	1	-0.041	7538	7346	632	103	109	43	32	236	7826	7816	884	175	179	59	32	236
G000004-1	5	1	1	-0.217	7994	7848	1018	108	113	42	52	393	9356	9368	1454	188	192	56	52	393
G000004-2	5	2	1	-0.259	8303	8037	1153	99	103	39	52	370	10007	9785	1777	190	193	54	52	370
G000004-3	5	3	1	-0.282	8163	8080	1101	98	103	38	52	322	9987	9538	1898	181	185	49	52	322
G000005-1	29	4	1	-0.181	17965	17746	1821	98	106	40	52	320	20443	20254	1665	188	192	55	52	320
G000005-2	29	5	1	-0.081	16927	16531	1864	101	108	40	52	314	17980	17255	2730	185	189	51	52	314
G000005-3	29	6	1	-0.22	16986	16985	2174	94	100	37	52	322	19851	19526	2572	175	176	56	52	322
G000006-1	21	4	1	-0.164	10717	10341	2057	100	108	49	52	314	12082	11482	2703	183	192	73	52	314
G000006-2	21	5	1	-0.222	11541	10874	2095	104	109	40	52	315	13517	12800	2082	174	178	48	52	315
G000006-3	21	6	1	-0.188	11669	11537	1112	103	110	43	52	309	13349	13361	1353	174	184	77	52	309
G000007-1	13	4	1	-0.181	7571	6848	2364	101	105	40	52	316	8643	7590	2607	173	176	51	52	316
G000007-2	13	5	1	-0.184	8704	8456	969	109	120	102	32	231	9943	9316	1405	182	201	202	32	231
!sample_table_end
