^SAMPLE = GSM38673
!Sample_title = 2M1 Cy5
!Sample_geo_accession = GSM38673
!Sample_status = Public on Nov 30 2005
!Sample_submission_date = Jan 10 2005
!Sample_last_update_date = Oct 06 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Isolated tumor DNA, derived from cerebellar medulloblastoma.
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = Pooled reference DNA from either 4 healthy males or females of the opposite sex compared to the sample.
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Comparison of normal versus tumor DNA (medulloblastoma). Whole-genome screening of DNA-copy number changes by array-based or matrix comparative genomic hybridization (matrix-CGH). Every experiment was performed as dye-swap.
!Sample_platform_id = GPL1432
!Sample_contact_name = Frank,,Mendrzyk
!Sample_contact_email = f.mendrzyk@dkfz.de
!Sample_contact_phone = 49-6221-424676
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address =  
!Sample_contact_city = Heidelberg
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2139
!Sample_data_row_count = 19311
#ID_REF =  
#Block = In which block a single spot is localized. The block count starts from the left top to the right hand side and ends at the right bottom of the slide.
#Column = In which column a single spot is localized. The count starts from the left top downwards and ends at the right bottom of a single block (Y-direction).
#Row = In which row a single spot is localized. The count starts from the left top to the right hand side and ends at the right bottom of a single block (X-direction).
#VALUE = Raw log ratio (Cy5/Cy3).
#CH1_RAW = Raw median signal intensity in Cy5-channel (635nm).
#CH1_MEAN = Raw mean signal intensity in Cy5-channel (635nm).
#CH1_SD = Signal intensity standard deviation in Cy5-channel (635nm).
#CH1_BKD_RAW = Raw median background intensity in Cy5-channel (635nm).
#CH1_BKD_MEAN = Raw mean background intensity in Cy5-channel (635nm).
#CH1_BKD_SD = Background intensity standard deviation in Cy5-channel (635nm).
#CH1_AREA = Signal area in Cy5-channel (635nm).
#CH1_BKD_AREA = Background area in Cy5-channel (635nm).
#CH2_RAW = Raw median signal intensity in Cy3-channel (532nm).
#CH2_MEAN = Raw mean signal intensity in Cy3-channel (532nm).
#CH2_SD = Signal intensity standard deviation in Cy3-channel (532nm).
#CH2_BKD_RAW = Raw median background intensity in Cy3-channel (532nm).
#CH2_BKD_MEAN = Raw mean background intensity in Cy3-channel (532nm).
#CH2_BKD_SD = Background intensity standard deviation in Cy3-channel (532nm).
#CH2_AREA = Signal area in Cy3-channel (532nm).
#CH2_BKD_AREA = Background area in Cy3-channel (532nm).
!sample_table_begin
ID_REF	Block	Column	Row	VALUE	CH1_RAW	CH1_MEAN	CH1_SD	CH1_BKD_RAW	CH1_BKD_MEAN	CH1_BKD_SD	CH1_AREA	CH1_BKD_AREA	CH2_RAW	CH2_MEAN	CH2_SD	CH2_BKD_RAW	CH2_BKD_MEAN	CH2_BKD_SD	CH2_AREA	CH2_BKD_AREA
G000001-1	4	19	1	0.428	6622	6861	1426	365	454	585	32	236	4893	5000	1207	241	267	158	32	236
G000001-2	4	20	1	0.506	5803	5286	2599	376	435	716	52	420	4071	3668	1972	250	280	422	52	420
G000001-3	4	21	1	0.377	6595	6396	3874	421	638	2043	52	420	5017	4207	2366	264	297	285	52	420
G000002-1	12	19	1	0.237	18159	17743	4924	342	350	102	52	340	15371	15329	3341	248	253	61	52	340
G000002-2	12	20	1	0.26	18021	17533	4246	332	340	66	52	340	15015	14791	3796	241	246	54	52	340
G000002-3	12	21	1	0.231	17416	16334	5859	332	342	136	52	420	14786	13632	5092	234	242	59	52	420
G000003-1	20	19	1	0.189	9732	9873	3599	325	330	73	52	340	8497	8228	3280	245	251	60	52	340
G000003-2	20	20	1	0.187	9790	9798	3563	322	331	98	52	340	8565	8193	2982	246	249	52	52	340
G000003-3	20	21	1	0.273	10803	10666	3940	323	338	125	52	340	8912	8729	3330	241	246	59	52	340
G000004-1	28	19	1	0.162	17793	16484	4641	318	344	226	52	340	15856	15372	3326	233	240	54	52	340
G000004-2	28	20	1	0.176	17656	16556	4893	305	323	196	52	420	15586	14233	5213	225	228	51	52	420
G000004-3	28	21	1	0.085	17688	16361	5356	285	290	70	52	340	16615	15424	5054	210	215	46	52	340
G000005-1	36	19	1	0.368	33361	30510	10059	308	315	96	52	340	25827	24177	7112	224	225	53	52	340
G000005-2	36	20	1	0.358	31358	28867	11395	288	305	137	52	340	24454	22696	8278	208	219	81	52	340
G000005-3	36	21	1	0.355	29885	27336	10971	280	316	520	52	340	23348	22523	8548	205	213	121	52	340
G000006-1	44	19	1	0.324	18725	16706	8211	276	287	93	52	420	14946	12944	7323	204	209	53	52	420
G000006-2	44	20	1	0.35	19374	18097	7214	272	281	86	52	340	15189	14629	5558	203	209	60	52	340
G000006-3	44	21	1	0.335	18746	17998	6122	280	286	73	52	340	14847	14474	4765	208	213	52	52	340
G000007-1	4	16	1	0.339	11205	10892	3828	335	373	351	52	340	8835	8846	2980	239	251	105	52	340
G000007-2	4	17	1	0.308	13094	12485	3968	351	438	906	52	340	10532	9776	3462	241	252	100	52	340
!sample_table_end
