^SAMPLE = GSM157014
!Sample_title = PMBCL15
!Sample_geo_accession = GSM157014
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL15
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Male pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Male pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	4113.88	4875.17	760	1920	3353.88	2955.168	145.9528	126.6357	0.9954156	1.004562	-0.006629103	-0.001994535
2	2904.91	3843.86	780	1938	2124.91	1905.856	12.36207	28.26721	0.9778883	1.022568	-0.03225844	-0.004477924
3	4547.46	5077.13	1112	2025	3435.46	3052.133	26.25017	66.509	0.987233	1.012888	-0.01853759	0.0086112
4	4432.75	5055.37	1102.5	2028	3330.25	3027.369	113.4489	96.2095	0.9648281	1.036409	-0.05165621	-0.027581549
5	3685.28	4396.89	1083	2019	2602.276	2377.885	74.1134	79.2425	0.9598452	1.04179	-0.05912622	-0.036246096
6	3118.788	3763.82	1045	2015	2073.788	1748.825	16.80639	39.7441	1.040056	0.9614452	0.05666121	0.080032939
7	3234.52	3940	753.5	1938	2481.015	2002	20.71208	44.4853	1.086936	0.9199772	0.1202675	0.14485661
8	3249.97	4099.68	737	1936	2512.973	2163.676	101.4803	58.7296	1.018672	0.9816278	0.02668974	0.051735417
9	3494.71	4335.78	725.5	1918.5	2769.209	2417.277	113.8648	66.5945	1.004773	0.9952064	0.006870052	0.030868325
10	3451.63	4366.13	721	1899	2730.634	2467.129	34.8153	38.871	0.9707566	1.03008	-0.04281842	-0.021202358
11	4186.12	4950.01	725.5	1889	3460.62	3061.01	47.3704	44.9106	0.9915811	1.008447	-0.01219731	0.012630393
12	3460.92	4295.71	734	1892	2726.919	2403.707	90.1062	52.7983	0.9950148	1.004967	-0.007210159	0.014543325
13	4656.47	5341.6	734	1880.5	3922.47	3461.1	145.9206	91.076	0.9939965	1.005996	-0.008687312	0.02160136
14	2749.174	3728.81	742.5	1885.5	2006.674	1843.306	81.3028	59.6826	0.9548125	1.047281	-0.06671078	-0.039119069
15	3183.19	4050.69	771	1917	2412.185	2133.685	0.9799115	12.42439	0.9915602	1.008468	-0.01222771	0.020338596
16	8612.57	5391.2	5157	2292	3455.57	3099.202	2.342952	15.13893	0.9779322	1.022522	-0.03219365	0.00029453
17	8880.84	5231.03	5456	2323	3424.84	2908.03	9.84489	48.2501	1.032951	0.9680583	0.0467718	0.083874983
18	9091.24	5036.92	6049	2371	3042.243	2665.919	7.26964	40.1624	1.000889	0.9990689	0.001281521	-0.114448923
19	8660.71	4313.16	6222	2376	2438.706	1937.165	1.567227	8.58515	1.104159	0.9056273	0.1429483	0.172482258
20	2753.529	3714.67	798.5	1914	1955.029	1800.671	1.008497	4.52022	0.9522648	1.050083	-0.07056514	-0.039176206
!sample_table_end
