^SAMPLE = GSM156956
!Sample_title = PMBCL5
!Sample_geo_accession = GSM156956
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL5
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Female pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Female pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	4109.64	5391.35	779	2061	3330.64	3330.35	30.70646	35.1496	0.9499778	1.052618	-0.0740343	-0.051179366
2	2585.155	3963.32	802	2066	1783.155	1897.322	36.9338	39.241	0.8927395	1.120107	-0.1636888	-0.130754932
3	3673.93	4993.59	795	2071	2878.927	2922.585	73.3846	56.0352	0.9357074	1.068672	-0.09587067	-0.071504871
4	5095.37	6310.08	821	2104	4274.37	4206.08	9.51609	39.7259	0.9653189	1.03589	-0.05092254	-0.028155399
5	3748.25	4443.93	985.5	2221	2762.753	2222.928	5.95023	23.22897	1.180574	0.8470149	0.239489	0.264960626
6	3286.37	3779.96	897	2132.5	2389.369	1647.464	5.9778	16.12811	1.377666	0.7258394	0.4622259	0.484642219
7	3083.678	4706.71	775.5	2043	2308.178	2663.714	15.9319	37.5198	0.8231109	1.214859	-0.2808411	-0.259467119
8	1910.376	3205.22	723.5	2007.5	1186.876	1197.724	23.47308	20.44544	0.9412946	1.062329	-0.08728182	-0.047678032
9	3112.89	4447.83	721.5	1985.5	2391.39	2462.329	59.546	31.51446	0.922531	1.083935	-0.1163306	-0.104397777
10	3446.76	4538.43	716.5	1975.5	2730.262	2562.929	69.2492	30.20376	1.011916	0.9881889	0.01708948	0.02337046
11	3660.06	4807.26	730	2000	2930.06	2807.262	92.995	48.8326	0.9914486	1.008589	-0.01239013	-0.00814621
12	2423.119	3746.8	727	2021.5	1696.119	1725.298	68.8768	41.8442	0.9338325	1.070817	-0.09876428	-0.094751419
13	4221.75	5641.57	735	2016	3486.75	3625.57	127.3579	74.3252	0.9135246	1.094622	-0.1304845	-0.133007092
14	2418.878	3758.18	732	2020	1686.878	1738.183	52.0561	40.3616	0.9218597	1.084725	-0.1173808	-0.111386376
15	3442.36	4129.11	739	2031	2703.357	2098.107	97.7556	54.5908	1.223918	0.8170186	0.2915074	0.298025562
16	6055.16	6501.85	744.5	2040.5	5310.66	4461.35	218.5491	85.9814	1.130729	0.8843537	0.1772528	0.171756781
17	4364.7	5678.66	728	2010	3636.7	3668.66	99.649	50.8765	0.9416212	1.06196	-0.08678136	-0.085093171
18	3640.78	4896.84	727	1957	2913.783	2939.843	50.0012	31.7058	0.941477	1.062123	-0.08700226	-0.141775472
19	3780.63	5472.34	779	2017	3001.626	3455.34	36.6576	33.0567	0.8251688	1.21183	-0.2772387	-0.246568809
20	2829.893	4107.86	790.5	2044.5	2039.393	2063.357	37.2185	29.1032	0.9388651	1.065078	-0.09101027	-0.042256883
!sample_table_end
