^SAMPLE = GSM156953
!Sample_title = PMBCL2
!Sample_geo_accession = GSM156953
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL2
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Male pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Male pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	8225.44	10945	6981	10128	1244.436	817	3.94749	1.786244	0.9643373	1.036793	-0.05239028	-0.182558724
2	8020.63	11309.29	7336	10831	684.631	478.286	2.127147	1.160965	0.9062485	1.103249	-0.1420214	-0.261778491
3	8935.24	12060.35	7629	11318.5	1306.241	741.85	5.89609	2.692539	1.114772	0.8968809	0.1567489	0.028495195
4	9957.63	13091.25	7758	11753	2199.631	1338.25	6.67889	4.11385	1.040618	0.9607928	0.05743998	-0.065762848
5	9187.59	12950.78	8178	12207	1009.588	743.776	2.57547	1.912683	0.8593704	1.163431	-0.2186481	-0.377780993
6	8867.66	12644.76	7838.5	11720.5	1029.163	924.259	2.228451	1.409638	0.7049677	1.418246	-0.5043709	-0.632713265
7	8393.65	11397.52	7130	10589	1263.65	808.519	2.475147	1.052388	0.9894994	1.010428	-0.01522917	-0.136700588
8	7973.29	10195.75	6361	9177.5	1612.289	1018.247	4.97068	1.515566	1.002463	0.9973614	0.003548976	-0.119164692
9	7690.88	9127.95	5806	8000	1884.878	1127.951	8.2231	2.520505	1.057966	0.9450381	0.08129268	-0.037687386
10	7428.02	8706.98	5879	7863.5	1549.024	843.477	7.95331	5.63898	1.162689	0.8599183	0.2174658	0.116487676
11	8002.7	9182.11	6264	8322	1738.699	860.108	7.30893	3.144428	1.279823	0.781216	0.3559438	0.245036108
12	7827.29	9471.57	6623	8714	1204.289	757.566	4.69456	3.119402	1.006442	0.9934185	0.009263691	-0.086417276
13	9509.32	10592.95	7048	9053	2461.322	1539.954	7.82372	5.84506	1.011904	0.9880561	0.01707244	-0.050814724
14	8445.38	9775.72	7330	9144	1115.377	631.718	3.50274	1.706148	1.117834	0.8944246	0.1607055	0.087768662
15	8832.52	9732.98	7407	8910	1425.523	822.977	3.52847	2.361575	1.096644	0.9117072	0.1330947	0.058378649
16	9377.12	9742.81	7297	8652	2080.124	1090.809	4.9649	3.100745	1.207311	0.8281359	0.2717978	0.201350914
17	8868.49	9211.64	7147	8320.5	1721.488	891.143	5.20637	2.376512	1.223025	0.8174956	0.2904544	0.218085541
18	7990.61	8532.14	7014	8110	976.607	422.143	2.558257	1.359186	1.464668	0.6826242	0.5505739	-0.312187388
19	7913.07	8300.09	6779	7932	1134.071	368.094	2.916237	1.248626	1.950565	0.5125787	0.9638917	0.859656396
20	7826.95	8419.81	6782.5	8018.5	1044.453	401.312	3.83807	1.486435	1.64773	0.6067852	0.7204795	0.615051388
!sample_table_end
