^SAMPLE = GSM156961
!Sample_title = PMBCL10
!Sample_geo_accession = GSM156961
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL10
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Male pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Male pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	8061.75	7676.53	919.5	2100.5	7142.25	5576.03	229.7912	127.9717	1.050007	0.9523255	0.07039957	0.006640724
2	4549.58	5188.8	918	2110.5	3631.58	3078.295	125.0597	83.0217	0.9670907	1.033976	-0.04827685	-0.107677283
3	6786.1	6762.2	932	2101	5854.1	4661.2	137.75	115.7783	1.029541	0.9712566	0.04200182	-0.033028976
4	7172.19	6926.46	930	2114	6242.19	4812.46	175.2965	113.8238	1.063291	0.9404286	0.08853589	0.014494168
5	6676.87	6616.6	939.5	2130	5737.37	4486.6	172.8155	106.8027	1.04828	0.953895	0.06802382	-0.005148843
6	4980.5	5240.13	931	2109	4049.5	3131.131	136.1946	73.6532	1.060187	0.9431819	0.08431821	0.022804208
7	6322.44	6206.29	926	2113	5396.44	4093.29	165.2623	88.4059	1.080731	0.9252526	0.112007	0.04330396
8	6498.63	6671.26	931	2135	5567.63	4536.26	159.1489	83.3261	1.006133	0.9938539	0.008820665	-0.063405333
9	7274.4	7092.45	943	2169	6331.4	4923.45	186.9751	90.309	1.054174	0.9485611	0.07611363	0.004241287
10	6998.16	7237.37	940.5	2152	6057.66	5085.37	145.9793	89.3367	0.9764813	1.024033	-0.03433569	-0.112086079
11	5705.74	5872.62	944	2127.5	4761.74	3745.12	112.3579	107.2933	1.042274	0.9593919	0.05973412	-0.009702487
12	6388.39	6574.87	962	2142	5426.39	4432.87	133.2897	144.8207	1.003478	0.9964827	0.005009514	-0.070846512
13	10040.96	10411.35	963	2147	9077.96	8264.35	240.2094	220.3158	0.9004545	1.110494	-0.1512747	-0.208543083
14	5083.55	5450.13	955.5	2132.5	4128.05	3317.63	106.5512	90.1699	1.019997	0.9803451	0.02856456	-0.035513529
15	5803.14	5575.77	946	2136	4857.14	3439.77	137.7456	95.694	1.157534	0.8638616	0.2110541	0.14618371
16	8403.15	8176.04	965	2148.5	7438.15	6027.54	196.0649	159.449	1.011597	0.9884855	0.01663463	-0.056899014
17	7222.05	7211.59	978	2150	6244.05	5061.59	148.5782	124.146	1.011257	0.988818	0.01614938	-0.058569274
18	5898.8	7023.02	984	2159	4914.8	4864.02	100.1282	90.9896	0.8283085	1.207218	-0.27176	-0.700085841
19	7040.62	6818.29	1038	2212	6002.62	4606.29	133.5715	95.6918	1.068248	0.9360647	0.09524621	0.021648335
20	5894.6	6226.12	1133.5	2276.5	4761.1	3949.62	44.7519	45.1128	0.9881759	1.011914	-0.01716016	-0.088354835
!sample_table_end
