^SAMPLE = GSM156959
!Sample_title = PMBCL8
!Sample_geo_accession = GSM156959
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL8
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Male pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Male pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	2738.294	3379.66	1068	1693	1670.294	1686.659	31.46812	47.7818	0.9426551	1.06083	-0.08519801	-0.045967173
2	2228.476	2975.762	1060	1676.5	1168.476	1299.262	25.36123	29.22178	0.8560719	1.168123	-0.2241961	-0.189084601
3	4405.64	5282.29	1062	1683	3343.64	3599.29	62.3857	62.8125	0.8842799	1.13086	-0.177425	-0.185605948
4	4940.75	5131.15	1060.5	1697	3880.25	3434.15	55.6783	58.2503	1.075541	0.9297617	0.1050626	0.092706656
5	2597.686	3192.3	1013.5	1679	1584.186	1513.302	19.48156	25.50739	0.9964778	1.003531	-0.005090367	0.019955901
6	1760.964	2359.75	987.5	1673.5	773.464	686.25	9.94234	12.87272	1.072865	0.9320809	0.1014684	0.149549395
7	2208.44	2821.738	977.5	1651.5	1230.94	1170.238	14.78294	20.43479	1.001267	0.9987313	0.001826961	0.033836047
8	2302.024	3019.822	957	1651	1345.024	1368.822	43.1332	37.2249	0.9353418	1.069125	-0.0964345	-0.065369218
9	2498.345	3147.976	948	1658	1550.345	1489.976	38.5998	32.8911	0.9904584	1.00963	-0.01383164	0.008862756
10	2688.831	3492.47	935	1654	1753.831	1838.47	40.7207	41.7891	0.9080681	1.101236	-0.1391276	-0.111730957
11	2704.718	3450.82	912	1634	1792.718	1816.823	50.1407	49.133	0.939261	1.064663	-0.09040204	-0.061527082
12	2131.738	2879.19	892	1616	1239.738	1263.19	35.1841	35.595	0.934218	1.070411	-0.09816881	-0.056906108
13	3180.87	4108.17	901	1608	2279.867	2500.168	36.5519	45.0904	0.8680155	1.15205	-0.2042073	-0.179554038
14	1854.847	2636.894	897	1637	957.847	999.894	16.66993	20.12351	0.9118624	1.096653	-0.1331119	-0.082158741
15	2260.357	3080.393	898	1625.5	1362.357	1454.893	37.3378	35.3059	0.8913476	1.121893	-0.1659399	-0.122320492
16	2615.54	3257.11	906	1619	1709.54	1638.115	52.12	43.8832	0.9933953	1.006645	-0.009560186	0.020021123
17	2796.464	3660.7	931	1632	1865.464	2028.702	34.2137	60.3492	0.8752977	1.142465	-0.1921544	-0.159371296
18	2173.084	2933.205	876	1612	1297.084	1321.205	27.92115	33.2157	0.9345126	1.070073	-0.09771395	0
19	1988.036	2789.41	842	1600.5	1146.036	1188.91	36.1691	33.4569	0.9175645	1.089838	-0.1241185	-0.077414184
20	1857.954	2644.598	832	1606	1025.954	1038.598	34.546	27.37243	0.9403027	1.063484	-0.08880283	-0.03401437
!sample_table_end
