^SAMPLE = GSM156952
!Sample_title = PMBCL1
!Sample_geo_accession = GSM156952
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL1
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Male pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Male pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2043
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	13917.4	10008.18	919	2679	12998.4	7329.18	143.0783	120.1193	1.103837	0.9059232	0.1425275	0.066066265
2	7460.05	6225.3	948.5	2671	6511.55	3554.3	49.0817	57.9974	1.140252	0.8769924	0.1893521	-0.097018279
3	15354.76	10933.1	949	2677.5	14405.76	8255.6	101.2481	117.7616	1.086071	0.9207428	0.1191182	0.048327657
4	16965.16	12474.43	950	2679.5	16015.16	9794.93	156.5206	126.6977	1.017655	0.9826431	0.02524886	-0.056082237
5	11139.01	8592	902.5	2659	10236.51	5933	69.5631	73.7623	1.073861	0.9312113	0.1028079	-0.008334347
6	9572.99	7863.05	845	2649.5	8727.99	5213.55	107.6242	112.9946	1.041961	0.9597213	0.05930081	-0.069408364
7	13214.6	9820.35	842	2646	12372.6	7174.35	161.6456	116.6601	1.073369	0.9316383	0.1021464	0.003109105
8	11095.93	8411.34	822.5	2607	10273.43	5804.34	165.7861	70.8871	1.101623	0.9077442	0.1396305	0.025426836
9	8039.46	6693.88	835.5	2626	7203.96	4067.88	120.6673	78.6299	1.102235	0.9072402	0.1404319	-0.101986449
10	8669.31	7269.06	827	2621	7842.31	4648.06	113.6639	64.6675	1.050129	0.9522562	0.07056662	-0.115559083
11	8701.45	7149.52	853	2641	7848.45	4508.52	128.5161	48.4381	1.083478	0.922946	0.1156701	-0.08636719
12	17088.65	12494.47	860.5	2651	16228.15	9843.47	212.334	135.4473	1.026104	0.974552	0.03717712	-0.079175448
13	11247.2	9043.39	853	2617.5	10394.2	6425.89	91.725	63.9145	1.006765	0.9932722	0.009727153	-0.135131578
14	21367.45	15042.67	828.5	2570	20538.95	12472.67	195.1488	98.3591	1.024919	0.9756792	0.0355095	-0.073159246
15	14949.5	11161.57	829	2559	14120.5	8602.57	158.2328	58.5345	1.021627	0.9788228	0.03086874	-0.094616675
16	21114.73	14951.26	828.5	2538.5	20286.23	12412.76	271.3483	81.6281	1.017193	0.9830892	0.02459404	-0.083691536
17	12556.56	9446.96	815	2542	11741.56	6904.96	152.4904	65.0762	1.058364	0.9448472	0.08183542	-0.045054512
18	12510.69	9169.76	807	2570	11703.69	6599.76	172.2876	76.0564	1.103735	0.9060072	0.142394	0
19	13146.83	9633.5	821	2610	12325.83	7023.5	202.3145	96.2052	1.092278	0.9155105	0.12734	0.030864001
20	13436.4	10443.36	857.5	2610	12578.9	7833.36	222.2292	108.279	0.9994601	1.000532	-0.00077906	-0.101049784
!sample_table_end
