^SAMPLE = GSM157011
!Sample_title = PMBCL12
!Sample_geo_accession = GSM157011
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL12
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Female pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Female pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	5837.22	5705.72	1500	2279	4337.22	3426.72	56.1744	74.9792	0.9959359	1.004042	-0.005875183	-0.047462894
2	4401.68	4593.07	1500	2242.5	2901.679	2350.571	29.1397	38.9372	0.9713486	1.029456	-0.04193886	-0.094391613
3	6153.58	5859.59	1421.5	2208	4732.08	3651.59	44.6544	65.4432	1.019692	0.9806499	0.02813377	-0.023746154
4	6165.28	5859.13	1261	2140	4904.28	3719.13	40.2957	51.3187	1.037608	0.9637175	0.05326186	0.002413619
5	5786.01	4969.63	1080	2042	4706.01	2927.631	40.5807	49.1532	1.264841	0.7905825	0.3389561	0.284105033
6	3469.58	3884.04	935.5	1976.5	2534.083	1907.536	38.7962	42.0576	1.045316	0.9566116	0.06393872	0.008838407
7	4691.95	4644.46	1017	1959.5	3674.95	2684.964	32.0712	72.746	1.076992	0.928476	0.1070073	0.050396941
8	4977.2	4785.63	1097	1949.5	3880.2	2836.126	32.9168	54.0456	1.076535	0.9288698	0.1063956	0.049703896
9	5010.46	5089.51	1086	1946	3924.46	3143.506	33.6671	54.8783	0.9823464	1.017931	-0.02569623	-0.083562839
10	4913.33	5051.6	1028	1936	3885.33	3115.603	55.0484	93.8054	0.9812611	1.019057	-0.02729104	-0.094300466
11	5940.65	5718.31	823	1915.5	5117.65	3802.81	47.2126	102.1117	1.058926	0.9443167	0.0826012	0.02780011
12	3984.16	4309.61	788	1906	3196.16	2403.614	116.6122	67.3249	1.046315	0.9556978	0.06531759	0.007776069
13	7144.21	6489.72	845	1936	6299.21	4553.72	78.7373	103.087	1.088477	0.9186791	0.1223111	0.086739963
14	3646.9	4091.2	862.5	1954	2784.405	2137.202	34.0134	45.7387	1.025147	0.9754324	0.03583021	0.004343667
15	4482.39	4853.28	792	1902	3690.39	2951.282	5.24517	11.19935	0.9839218	1.016302	-0.02338449	-0.042572175
16	4862.75	5371.21	773.5	1916	4089.25	3455.21	88.9547	75.3333	0.9312549	1.073778	-0.1027521	-0.123384175
17	4704.9	5150.16	801	1924	3903.9	3226.16	99.2081	76.911	0.9521666	1.050196	-0.07071422	-0.085591395
18	4317	4769	795.5	1928	3521.5	2841	72.8271	47.8318	0.9753392	1.025244	-0.03602396	-0.362709264
19	5661.92	5407.14	799	1920	4862.92	3487.14	132.146	71.9592	1.097302	0.9112911	0.1339602	0.152538086
20	3676.46	4385.76	753.5	1896	2922.958	2489.759	69.5622	66.6489	0.9237713	1.082477	-0.1143925	-0.08799595
!sample_table_end
