^SAMPLE = GSM156957
!Sample_title = PMBCL6
!Sample_geo_accession = GSM156957
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 18 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL6
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Female pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Female pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA.  Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette.  Wash: 4X 0.1% SDS/0.1X SSC at 45C.  Rinse: 4X 0.1X SSC, room temp.  Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision.  Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274).  
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	2989.828	3201.86	786	1800	2203.828	1401.862	30.14176	29.37967	1.123972	0.8896529	0.1686066	0.180536638
2	2230.5	2802.25	769	1791	1461.5	1011.25	23.93436	22.54719	1.033293	0.9677265	0.04724973	0.024922531
3	3055.143	3442.43	752	1785	2303.143	1657.428	78.7592	61.8789	0.9935035	1.006484	-0.009403144	-0.017923149
4	2671.443	3120.602	757	1779	1914.443	1341.602	83.6322	35.5698	1.020239	0.9801087	0.02890729	0.014465651
5	3712.14	3757.82	770	1774	2942.145	1983.819	35.9733	55.3588	1.06034	0.943042	0.08452707	0.074747701
6	2201.464	2705.798	810	1810	1391.464	895.798	7.57655	16.58858	1.110569	0.9003901	0.1512988	0.128136078
7	1734.735	2485.12	808	1810	926.735	675.12	16.70719	14.50086	0.9814262	1.01887	-0.0270483	-0.052776423
8	3472.19	3701.5	787	1804	2685.19	1897.5	53.2962	46.1111	1.011758	0.9883246	0.01686412	0.017136558
9	2800.94	3187.86	778	1798.5	2022.94	1389.355	77.8088	41.4782	1.041005	0.9605575	0.05797714	0.052253264
10	3388.18	3652.99	784	1805	2604.181	1847.988	77.4218	48.617	1.007524	0.9924781	0.01081371	0.014843694
11	4165.59	4139.62	799	1811	3366.59	2328.624	37.4306	46.6548	1.033651	0.9673913	0.04774952	0.058099905
12	3723.14	3888.22	986.5	1876	2736.645	2012.217	59.1288	46.2685	0.9723597	1.02837	-0.04043812	-0.032680652
13	3403.62	3483.59	996	1877	2407.622	1606.585	61.5829	46.9181	1.07144	0.9332725	0.09955084	0.10544083
14	4020.27	4047.51	1008	1872	3012.274	2175.512	53.0885	58.1721	0.9899569	1.01009	-0.0145624	-0.001888614
15	3010.831	3353.16	828	1810	2182.831	1543.157	19.81817	28.74844	1.011331	0.9887416	0.01625561	0.026568729
16	3569.92	3942.29	856	1799	2713.917	2143.286	56.6819	57.208	0.9053151	1.104527	-0.1435081	-0.117236152
17	3293.34	3523.46	931	1824	2362.337	1699.458	56.5546	46.5748	0.9938363	1.006147	-0.008919899	0.01452616
18	2948.226	3317.07	948	1819	2000.226	1498.072	54.1486	44.6836	0.9546185	1.047482	-0.06700385	0
19	3550.58	3687.74	924	1820	2626.583	1867.738	83.3206	60.9746	1.005445	0.9945296	0.007834787	0
20	3536.99	3585.61	897	1821	2639.988	1764.612	79.2715	60.9979	1.069636	0.9348461	0.09712028	0
!sample_table_end
