^SAMPLE = GSM157141
!Sample_title = PMBCL19
!Sample_geo_accession = GSM157141
!Sample_status = Public on Aug 15 2007
!Sample_submission_date = Jan 19 2007
!Sample_last_update_date = Aug 15 2007
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = PMBCL19
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = PMBCL tumor DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_label_protocol_ch1 = Random prime reaction
!Sample_source_name_ch2 = Female pooled genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Female pooled genomic reference DNA
!Sample_biomaterial_provider_ch2 = Novagen
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 5
!Sample_label_protocol_ch2 = Random prime reaction
!Sample_hyb_protocol = Hybridization solution: 80% DIG-easy, 10% sheared herring sperm DNA, 10% yeast tRNA. Probe was blocked using 100ug human CoT-1 DNA and hybridized to the slide at 45C for ~36 hours under a 24x60mm coverslip in a hybrization cassette. Wash: 4X 0.1% SDS/0.1X SSC at 45C. Rinse: 4X 0.1X SSC, room temp. Dried with an oil-free air stream.
!Sample_scan_protocol = Scanned at 10um resolution on a Applied Precision Instruments AutoE CCD-based scanner.
!Sample_description = tumor DNA (cy3) hybridized against normal male pooled reference DNA (cy5)
!Sample_data_processing = Data was obtained from the scanned image files generated using SoftWoRx Tracker software from Applied Precision. Obtained data was normalized using a three-step normalization procedure; (Khojasteh et al BMC Bioinformatics 2005;6:274). 
!Sample_platform_id = GPL2735
!Sample_contact_name = Lindsey,,Kimm
!Sample_contact_email = lkimm@bccrc.ca
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics
!Sample_contact_institute = BC Cancer Research Centre
!Sample_contact_address = 675 W10th Ave
!Sample_contact_city = Vancouver
!Sample_contact_state = British Columbia
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = NONE
!Sample_series_id = GSE7383
!Sample_data_row_count = 98208
#ID_REF = 
#Spot Mean Intensity (Cy3) = Mean spot pixel intensity - cy3 channel
#Spot Mean Intensity (Cy5) = mean spot pixel intensity - cy5 channel
#Background Median Intensity (Cy3) = median background pixel intensity - cy3 channel
#Background Median Intensity (Cy5) = median background pixel intensity - cy5 channel
#Spot Normalized Intensity (Cy3) = spot mean with background subtracted - cy3 channel
#Spot Normalized Intensity (Cy5) = spot mean with background subtracted - cy5 channel
#Spot SNR (Cy3) = signal to noise ratio - cy3 channel
#Spot SNR (Cy5) = signal to noise ratio - cy5 channel
#Spot Ratio (Cy3) = Cy3/Cy5 ratio
#Spot Ratio (Cy5) = Cy5/Cy3 ratio
#Spot Log2 Ratio (Cy3) = Log2 ratio (Cy3/Cy5) - global mean set to 0
#VALUE = normalized log2 ratio (Cy3/Cy5)
!sample_table_begin
ID_REF	Spot Mean Intensity (Cy3)	Spot Mean Intensity (Cy5)	Background Median Intensity (Cy3)	Background Median Intensity (Cy5)	Spot Normalized Intensity (Cy3)	Spot Normalized Intensity (Cy5)	Spot SNR (Cy3)	Spot SNR (Cy5)	Spot Ratio (Cy3)	Spot Ratio (Cy5)	Spot Log2 Ratio (Cy3)	VALUE
1	3519.08	5534.06	682	2085	2837.082	3449.06	69.0001	45.3413	0.9167494	1.090794	-0.1254008	-0.111865155
2	2487.675	4325.33	689.5	2096	1798.175	2229.325	61.64	32.5639	0.8989545	1.112386	-0.15368	-0.158076466
3	3270.68	5170.18	708	2113	2562.678	3057.179	56.0571	47.0594	0.9342273	1.070387	-0.09815457	-0.144258033
4	3537.23	5595.74	723	2121	2814.232	3474.74	93.2659	69.5451	0.9026435	1.10784	-0.1477718	-0.196847613
5	3347.48	4634.87	721.5	2113	2625.976	2521.869	94.7039	55.9488	1.160506	0.8616797	0.2147542	0.170234197
6	2222.226	3367.54	693	2089	1529.226	1278.536	72.0816	30.05186	1.333024	0.7501623	0.4147032	0.412943427
7	2294.675	3825.27	698	2097	1596.675	1728.265	59.7295	42.5467	1.02964	0.9711984	0.04213978	0.026144609
8	3033.095	4675.08	695	2101.5	2338.095	2573.583	75.5678	62.7805	1.012519	0.9876207	0.01794893	-0.033437511
9	2991.476	4772.25	693.5	2100	2297.976	2672.25	79.4741	56.3919	0.9584019	1.043388	-0.06129738	-0.114459918
10	2568.512	4312.98	690	2102.5	1878.512	2210.476	68.4591	47.8786	0.9471252	1.05581	-0.07837298	-0.110620555
11	3011.953	4528.35	705.5	2109.5	2306.453	2418.849	84.0114	59.9464	1.062711	0.940975	0.08774947	0.046225414
12	2485.286	4202.37	713	2118	1772.286	2084.369	77.1136	55.5391	0.947629	1.055249	-0.07760582	-0.10625085
13	5318.12	6375.38	720	2091	4598.12	4284.38	184.2304	115.5257	1.196111	0.8360301	0.2583509	0.179442276
14	2176.301	3932.8	704	2084	1472.301	1848.795	56.6504	47.2282	0.8875383	1.126695	-0.1721187	-0.193343073
15	2587.512	4135.62	700.5	2093	1887.012	2042.619	98.8976	55.0535	1.029595	0.9712406	0.04207717	0.013716627
16	3149.096	4864.9	701	2087	2448.096	2777.904	107.7007	75.124	0.9821788	1.018129	-0.02594243	-0.073604726
17	2458.917	3853.96	692	2086	1766.917	1767.964	58.604	46.1942	1.113837	0.8977833	0.1555387	0.147207616
18	2783.326	4512.83	698	2082	2085.326	2430.826	106.085	74.8418	0.9560912	1.045909	-0.06477989	0.023442125
19	3123.313	4622.36	706	2092.5	2417.313	2529.861	101.3808	75.3363	1.064916	0.9390266	0.09073995	0.061440373
20	2417.012	4078.87	716.5	2103	1700.512	1975.867	71.5118	51.3348	0.9591822	1.042539	-0.06012317	-0.063517459
!sample_table_end
