^SAMPLE = GSM350537
!Sample_title = Shgu158|SUM102vsXX
!Sample_geo_accession = GSM350537
!Sample_status = Public on Jul 10 2009
!Sample_submission_date = Dec 11 2008
!Sample_last_update_date = Jul 10 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Normal human female genomic DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Normal human female genomic DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = not provided
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = not provided
!Sample_source_name_ch2 = Breast Tumor Cell Line SUM102 genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Breast Tumor Cell Line SUM102 genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = not provided
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = not provided
!Sample_hyb_protocol = not provided
!Sample_scan_protocol = Feature Extraction; Software and parameters for feature extraction.; Protocol Type = Feature Extraction; Parameter Datafile type = GenePix Results 3; Parameter Image Origin = 2240, 5760; Software: type: feature extraction; Performer: Jessica,,Kao
!Sample_scan_protocol = Scanning parameters - Channel 1; Parameters for laser scanning of a hybridized array in channel 1.; Protocol Type = Scanning parameters; Parameter Scan Date = 2006-03-10; Parameter Scanning software = AxImageIO; Parameter Pixel Size = 10; Parameter Scanning software version = 2.0.3.1; Parameter Scan Power = 100; Parameter PMT Volts = 590; Parameter Laser on time = 74821; Parameter Laser Power = 3.66; Parameter Scan Time = 14:50:13; Parameter Scanner Make = Axon Instruments (V1.00); Parameter Scanner Model = GenePix 4000B [94858]; Parameter Focus Position = 0; Parameter Scan Temperature = 28.98; Performer: Jessica,,Kao
!Sample_scan_protocol = Scanning parameters - Channel 2; Parameters for laser scanning of a hybridized array in channel 2.; Protocol Type = Scanning parameters; Parameter Scan Date = 2006-03-10; Parameter Scanning software = AxImageIO; Parameter Scanning software version = 2.0.3.1; Parameter Pixel Size = 10; Parameter PMT Volts = 670; Parameter Scan Power = 100; Parameter Laser on time = 74865; Parameter Laser Power = 3.41; Parameter Scan Time = 14:50:13; Parameter Scanner Make = Axon Instruments (V1.00); Parameter Scanner Model = GenePix 4000B [94858]; Parameter Focus Position = 0; Parameter Scan Temperature = 28.98; Performer: Jessica,,Kao
!Sample_description = Simple annotation: Breast, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2006-04/68164.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL7780
!Sample_contact_name = Jonathan,,Pollack
!Sample_contact_email = pollack1@stanford.edu
!Sample_contact_phone = 650-736-1987
!Sample_contact_laboratory = Pollack Lab
!Sample_contact_department = Pathology
!Sample_contact_institute = Stanford University
!Sample_contact_address = 269 Campus Drive, CCSR3245A
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305-5176
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE13914
!Sample_series_id = GSE15376
!Sample_data_row_count = 41472
#ID_REF = ID_REF
#CH1I_MEAN = Mean feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEAN = Mean feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEDIAN = The median feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_MEDIAN = The median feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH1D_MEAN = The mean feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = .The mean feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1I_MEDIAN = Median feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEDIAN = Median feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEAN = The mean feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = The mean feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Background
#CH1D_MEDIAN = The median feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH2D_MEDIAN = The median feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH1_PER_SAT = The percentage of feature pixels at wavelength 532 nm that are saturated.; Type: integer; Scale: linear_scale
#CH2_PER_SAT = The percentage of feature pixels at wavelength 635 nm that are saturated.; Type: integer; Scale: linear_scale
#CH1I_SD = The standard deviation of the feature intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_SD = The standard deviation of the feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_SD = The standard deviation of the feature background intensity at wavelength 532 nm.; Type: float; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_SD = The standard deviation of the feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PERGTBCH1I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#SUM_MEAN = The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#SUM_MEDIAN = The sum of the median intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#RAT1_MEAN = Ratio of the arithmetic mean intensities of each spot for each wavelength, with the median background subtracted. Channel 1/Channel 2 ratio, (CH1I_MEAN - CH1B_MEDIAN)/(CH2I_MEAN - CH2B_MEDIAN) or Green/Red ratio.; Type: float; Scale: linear_scale
#RAT2_MEAN = The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_MEDIAN = The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEAN = The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEDIAN = The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_SD = The geometric standard deviation of the pixel intensity ratios.; Type: float; Scale: linear_scale
#TOT_SPIX = The total number of feature pixels.; Type: integer; Scale: linear_scale
#TOT_BPIX = The total number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#DIAMETER = The diameter in um of the feature-indicator.; Type: integer; Scale: linear_scale
#X_COORD = X-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#Y_COORD = Y-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = The type of flag associated with a feature: -100 = user-flagged null spot; -50 = software-flagged null spot; 0 = spot valid.; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#CH2IN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity (CH2I_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale
#CH2DN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEDIAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#RAT2N_MEDIAN = Channel 2/Channel 1 ratio normalized, RAT2_MEDIAN/Normalization factor or Red/Green median ratio normalized.; Type: float; Scale: linear_scale
#LOG_RAT2N_MEAN = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
#VALUE = Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEDIAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1I_MEDIAN	CH2I_MEDIAN	CH1B_MEAN	CH2B_MEAN	CH1D_MEDIAN	CH2D_MEDIAN	CH1_PER_SAT	CH2_PER_SAT	CH1I_SD	CH2I_SD	CH1B_SD	CH2B_SD	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PERGTBCH1I_2SD	PERGTBCH2I_2SD	SUM_MEAN	SUM_MEDIAN	RAT1_MEAN	RAT2_MEAN	RAT2_MEDIAN	PIX_RAT2_MEAN	PIX_RAT2_MEDIAN	RAT2_SD	TOT_SPIX	TOT_BPIX	REGR	CORR	DIAMETER	X_COORD	Y_COORD	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	CH2IN_MEDIAN	CH2DN_MEDIAN	RAT1N_MEAN	RAT2N_MEDIAN	LOG_RAT2N_MEAN	VALUE
1	4283	3604	524	855	3759	2749	4330	3685	535	934	3806	2830	0	0	795	1234	199	541	100	99	100	94	6508	6636	1.367	.731	.744	.75	.7	.35	97	336	.86	.98	110	2360	5900	8	19	6	17	0	2718	645	2073	.552	2779	2134	1.813	.561	-.858	-.834
2	5071	6229	531	905	4540	5324	5166	6081	552	951	4635	5176	0	0	1373	2407	198	540	100	99	100	99	9864	9811	.853	1.173	1.117	1.18	1.12	.52	80	234	1.24	.98	100	2510	5910	10	20	22	32	0	4698	683	4016	.884	4586	3904	1.131	.842	-.177	-.248
3	5833	6209	520	874	5313	5335	5835	5795	553	947	5315	4921	0	0	1217	1976	203	570	100	100	100	100	10648	10236	.996	1.004	.926	1.05	.96	.5	97	273	1.06	.98	110	2650	5910	9	20	35	46	0	4683	659	4024	.757	4371	3712	1.32	.698	-.401	-.518
4	4265	4158	533	865	3732	3293	4258	4044	550	960	3725	3179	0	0	1396	1787	199	580	100	99	100	88	7025	6904	1.133	.882	.853	.92	.86	.45	69	329	.99	.98	90	2800	5910	10	19	51	60	0	3136	652	2484	.666	3050	2398	1.503	.644	-.587	-.636
5	4219	3338	534	894	3685	2444	4226	3265	552	1001	3692	2371	0	0	775	1170	200	584	100	94	100	85	6129	6063	1.508	.663	.642	.69	.7	.31	80	315	.82	.98	100	2950	5910	10	20	66	76	0	2518	674	1843	.5	2463	1788	1.999	.484	-.999	-1.046
6	4298	4477	542	919	3756	3558	4180	4114	572	1028	3638	3195	0	0	1271	1869	235	602	100	100	100	91	7314	6833	1.056	.947	.878	.97	.83	.47	44	331	1.05	.98	70	3100	5910	11	18	82	89	0	3377	693	2684	.714	3103	2410	1.4	.662	-.485	-.594
7	4511	5266	589	1014	3922	4252	4347	5013	596	1063	3758	3999	0	0	939	1581	231	591	100	100	100	100	8174	7757	.922	1.084	1.064	1.11	1.03	.43	136	227	1.16	.98	130	3250	5910	8	21	94	107	0	3972	765	3207	.818	3781	3016	1.223	.803	-.29	-.317
8	3540	4209	553	1001	2987	3208	3496	4224	577	1090	2943	3223	0	0	736	1345	200	582	100	99	100	95	6195	6166	.931	1.074	1.095	1.12	1.1	.51	104	221	1.19	.98	110	3390	5910	9	20	109	120	0	3175	755	2420	.81	3186	2431	1.235	.826	-.304	-.276
9	3299	3684	543	980	2756	2704	3373	3621	546	1080	2830	2641	0	0	763	1280	168	574	100	96	100	90	5460	5471	1.019	.981	.933	1.03	.9	.58	97	259	1.13	.97	110	3530	5910	9	20	123	134	0	2779	739	2039	.74	2731	1992	1.351	.704	-.434	-.507
10	4465	4518	535	1026	3930	3492	4450	4020	538	1098	3915	2994	0	0	1146	1830	175	596	100	100	100	94	7422	6909	1.125	.889	.765	.9	.84	.45	70	270	1	.97	90	3680	5910	10	19	139	148	0	3408	774	2634	.67	3032	2258	1.492	.577	-.577	-.794
11	2548	2722	537	955	2011	1767	2505	2480	542	1024	1968	1525	0	0	886	1328	192	543	100	85	100	68	3778	3493	1.138	.879	.775	1	.77	.76	104	294	1.1	.94	110	3820	5910	9	20	152	163	0	2053	720	1333	.663	1870	1150	1.509	.584	-.594	-.775
12	2439	2704	523	856	1916	1848	2418	2512	532	913	1895	1656	0	0	730	1319	188	547	100	88	100	69	3764	3551	1.037	.965	.874	.98	.82	.61	52	316	1.14	.96	80	3980	5910	11	19	170	178	0	2039	646	1394	.727	1895	1249	1.375	.659	-.459	-.601
13	3415	4537	500	754	2915	3783	3357	4185	520	828	2857	3431	0	0	748	1789	188	522	100	100	100	97	6698	6288	.771	1.298	1.201	1.31	1.28	.55	97	301	1.33	.97	110	4110	5910	9	20	181	192	0	3422	569	2853	.979	3156	2588	1.022	.906	-.031	-.143
14	4115	4434	501	748	3614	3686	4107	4464	514	824	3606	3716	0	0	930	1629	188	515	100	98	100	95	7300	7322	.98	1.02	1.031	1.03	1	.46	97	266	1.11	.98	110	4260	5910	9	20	196	207	0	3344	564	2780	.769	3367	2803	1.3	.777	-.378	-.364
15	2325	2870	488	837	1837	2033	2302	2733	514	874	1814	1896	0	0	573	1143	181	577	99	93	99	76	3870	3710	.904	1.107	1.045	1.27	1.09	.97	146	199	1.26	.95	130	4410	5910	8	21	210	223	0	2165	631	1533	.835	2061	1430	1.198	.788	-.261	-.343
16	9703	10331	522	754	9181	9577	9523	10136	528	917	9001	9382	0	0	1831	2885	182	643	100	99	100	99	18758	18383	.959	1.043	1.042	1.05	1.06	.3	140	211	1.07	.99	130	4560	5910	8	21	225	238	0	7792	569	7223	.787	7645	7076	1.271	.786	-.346	-.347
17	3760	4380	549	729	3211	3651	3731	4210	550	851	3182	3481	0	0	846	1547	191	562	100	99	100	98	6862	6663	.879	1.137	1.094	1.17	1.16	.48	80	234	1.18	.97	100	4710	5920	11	21	242	252	0	3304	550	2754	.858	3175	2625	1.166	.825	-.222	-.277
18	4601	6627	520	745	4081	5882	4627	6590	530	817	4107	5845	0	0	1070	2005	187	511	100	100	100	100	9963	9952	.694	1.441	1.423	1.48	1.37	.53	70	301	1.44	.99	90	4850	5910	10	19	256	265	0	4998	562	4436	1.087	4970	4408	.92	1.073	.12	.102
19	8308	10543	499	772	7809	9771	8508	10510	510	867	8009	9738	0	0	1928	2885	178	584	100	100	100	100	17580	17747	.799	1.251	1.216	1.31	1.27	.54	86	297	1.26	.99	100	5000	5910	10	20	271	281	0	7952	582	7370	.944	7927	7345	1.06	.917	-.084	-.125
20	2910	2891	511	773	2399	2118	2950	2843	529	844	2439	2070	0	0	904	1207	190	573	100	91	99	78	4517	4509	1.133	.883	.849	1.04	1.01	.86	69	354	.99	.96	90	5140	5910	10	19	285	294	0	2180	583	1597	.666	2144	1561	1.502	.64	-.587	-.644
!sample_table_end
