^SAMPLE = GSM197878
!Sample_title = Carcinoma component of a progressed adenoma (P3C2_s18_b14)
!Sample_geo_accession = GSM197878
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Carcinoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3441
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	16297	1245.5	19770	456	-0.36	0	-0.2161	-0.2161
2	16037.5	956	20401.5	420	-0.41	0	-0.2161	-0.2161
3	15566.5	721	21294.5	441.5	-0.49	0	-0.2161	-0.2161
4	12216.5	695	13301	379	-0.17	0	-0.0146	-0.0146
5	10804	789.5	12510	420.5	-0.27	0	-0.0146	-0.0146
6	11861	670.5	12739	436	-0.14	0	-0.0146	-0.0146
7	18754.5	851	21231	481.5	-0.21	0	-0.011	-0.011
8	17670	1031.5	19533	471.5	-0.2	0	-0.011	-0.011
9	18603	1457	18093	592	-0.03	0	-0.011	-0.011
10	13788	1150	13939	609.5	-0.08	0	-0.0353	-0.0353
11	13953	909	13876	599	-0.03	0	-0.0353	-0.0353
12	14006	1056	13346	521	0.01	0	-0.0353	-0.0353
13	22210	928.5	22913	559.5	-0.07	0	0.1542	0.1542
14	22763.5	1488	20196.5	514.5	0.11	0	0.1542	0.1542
15	22266.5	1080.5	21495	471.5	0.01	0	0.1542	0.1542
16	20622	1130.5	23037	561	-0.21	0	-0.0112	-0.0112
17	22958.5	1101.5	21943	514	0.03	0	-0.0112	-0.0112
18	19934	906	23732	418	-0.29	0	-0.0112	-0.0112
19	36384	906	33293.5	411.5	0.11	0	0.1542	0.1542
20	36517	1143	30599.5	490	0.23	0	0.1542	0.1542
!sample_table_end
