^SAMPLE = GSM197687
!Sample_title = Carcinoma (F28C_s16_b16)
!Sample_geo_accession = GSM197687
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 04 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = protocol available on www.vumc.nl/microarrays
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = male Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer frmo poor prinitng and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	11626	798.5	13825	450.5	-0.3	1		
2	21520	249.5	22126	371	-0.03	0		
3	21923.5	271	21877.5	395	0.01	0		
4	25539.5	278	24981	385	0.04	0	-0.0346	-0.0346
5	25784	326.5	25678	446.5	0.01	0	-0.0346	-0.0346
6	25066.5	94.5	24836.5	376	0.03	0	-0.0346	-0.0346
7	20630	190.5	20426	307	0.02	0		
8	19548	166.5	20410	290	-0.05	0		
9	21053	103.5	19793.5	300.5	0.1	0		
10	9161.5	160	11207.5	350.5	-0.27	0	-0.0346	-0.0346
11	9466	230	10760.5	417	-0.16	0	-0.0346	-0.0346
12	8542.5	364	10524	380.5	-0.31	0	-0.0346	-0.0346
13	22217	279	19025	410.5	0.24	0		
14	22316	243	18409	298	0.29	0		
15	21746	98	18629	260	0.24	0		
16	12287	349.5	14502	211.5	-0.26	0	-0.0346	-0.0346
17	12155	200.5	14679	256.5	-0.27	0	-0.0346	-0.0346
18	12630	139.5	14414	258.5	-0.18	0	-0.0346	-0.0346
19	9318	760	8801	447.5	0.03	1		
20	22165	292.5	19518	487	0.2	0		
!sample_table_end
