^SAMPLE = GSM197689
!Sample_title = Carcinoma (F25C_s25_b14)
!Sample_geo_accession = GSM197689
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 04 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Carcinoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = protocol available on www.vumc.nl/microarrays
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = Female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3441
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer frmo poor prinitng and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	15940.5	215.5	17152.5	387	-0.09	0	0.0062	0.0062
2	16337	167	19183	246	-0.23	0	0.0062	0.0062
3	15940	145.5	20533	300.5	-0.36	0	0.0062	0.0062
4	9972	95	12394	179	-0.31	0	0.02	0.02
5	9711	136	11877	180	-0.29	0	0.02	0.02
6	9221	41	11089	198.5	-0.25	0	0.02	0.02
7	14574	24.5	16846	220	-0.19	0	-0.0252	-0.0252
8	14745	105	16446	204.5	-0.15	0	-0.0252	-0.0252
9	14535.5	127	16033	193.5	-0.14	0	-0.0252	-0.0252
10	10818	1.5	11176	233	-0.02	0	0.0185	0.0185
11	10791	141	10831	208.5	0	0	0.0185	0.0185
12	9787	117	10215	131.5	-0.06	0	0.0185	0.0185
13	15500	48.5	16206	125.5	-0.06	0	0.0203	0.0203
14	14038	61.5	15262	155	-0.11	0	0.0203	0.0203
15	13210	83	15925	156.5	-0.26	0	0.0203	0.0203
16	12833	58.5	14434	127.5	-0.16	0	0.0563	0.0563
17	12861	27	15117	146.5	-0.22	0	0.0563	0.0563
18	13325	19	14309	131.5	-0.09	0	0.0563	0.0563
19	24269	238	28918	370	-0.25	0	0.0203	0.0203
20	25782	109.5	33565	297	-0.37	0	0.0203	0.0203
!sample_table_end
