^SAMPLE = GSM197911
!Sample_title = Adenoma component of a progressed adenoma (P19A1_s19_b17)
!Sample_geo_accession = GSM197911
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = female Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	15924	129	26480	202	-0.73	0		
2	15971	105	27849	195	-0.8	0		
3	16701	117.5	27459	218	-0.72	0		
4	20435	186.5	30724	251	-0.59	0	-6e-04	-6e-04
5	18711	118	31226	223	-0.74	0	-6e-04	-6e-04
6	19878	142	32222	244	-0.7	0	-6e-04	-6e-04
7	14968	126	25787	199.5	-0.79	0		
8	15542	135	25942	222	-0.74	0		
9	16393	137	26853	197	-0.71	0		
10	9415	157	14759	199	-0.65	0	-6e-04	-6e-04
11	9506.5	154.5	13993.5	215.5	-0.56	0	-6e-04	-6e-04
12	8889	164.5	14077	208	-0.67	0	-6e-04	-6e-04
13	14783	111	24698.5	216	-0.74	0		
14	14867	98.5	25135	177	-0.76	0		
15	15183.5	131	22614	228.5	-0.57	0		
16	12462	193	18615	203.5	-0.59	0	-6e-04	-6e-04
17	11252	127.5	17730.5	183	-0.66	0	-6e-04	-6e-04
18	11063	204	16132	258	-0.55	0	-6e-04	-6e-04
19	13636	135.5	18247.5	160.5	-0.42	0		
20	14210	122	23748.5	201	-0.74	0		
!sample_table_end
