^SAMPLE = GSM197894
!Sample_title = Adenoma component of a progressed adenoma (P11A2_s26_b16)
!Sample_geo_accession = GSM197894
!Sample_status = Public on Oct 15 2008
!Sample_submission_date = Jun 05 2007
!Sample_last_update_date = Oct 15 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = colon
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Adenoma component of a progressed adenoma
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = as described in Weiss et al, Mol Pathol. 1999 Oct;52(5):243-51.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_source_name_ch2 = male Reference DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = A pool of ten normal individuals
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = DNAzol (Invitrogen) according to manufacturer's protocol
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = as described by Snijders et al, Nat Genetics, volume 29, p 263-4
!Sample_hyb_protocol = as described by Carvalho et al, Cell Oncol. 2006;28(5-6):283-94.
!Sample_scan_protocol = Microarray Scanner G2505B (Agilent Technologies), default settings
!Sample_description = n/a
!Sample_data_processing = Spots were quantified in ImaGene 5.6.1 software using default settings. BAC clones were positioned along the genome according to the July 2003 freeze. After exclusion of flagged spots, the average of the triplicate spots was calculated for each BAC clone and 2log ratios (tumour/normal reference signal) were normalised by subtraction of the mode value of BAC clones on chromosome 1-22. BAC clones with flagged spots were excluded from analysis.
!Sample_platform_id = GPL3442
!Sample_contact_name = Daoud,,Sie
!Sample_contact_email = d.sie@vumc.nl
!Sample_contact_phone = +31 20 4442428
!Sample_contact_laboratory = Microarray Core Facility
!Sample_contact_department = Pathology
!Sample_contact_institute = Vrije Universiteit Medical Center
!Sample_contact_address = De Boelelaan 1117
!Sample_contact_city = Amsterdam
!Sample_contact_zip/postal_code = 1081 HV
!Sample_contact_country = Netherlands
!Sample_supplementary_file = NONE
!Sample_series_id = GSE8067
!Sample_data_row_count = 15528
#ID_REF = 
#Signal Median CH1 = spot signal channel 1 (Cy3)
#Background Median CH1 = background signal of channel 1 (Cy3)
#Signal Median CH2 = spot signal channel 2 (Cy5)
#Background Median CH2 = background signal of channel 1 (Cy5)
#Log2ratio = 
#Flag = A flag to highlight spots that suffer from poor printing and other experimental artefacts (0 acceptable; 1-4 not acceptable)
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Normalized value of the log2ratio. Flagged features are excluded. Values where also deleted if the each triplicate had a Standard Deviation higher than 0.2.
!sample_table_begin
ID_REF	Signal Median CH1	Background Median CH1	Signal Median CH2	Background Median CH2	Log2ratio	Flag	VALUE	UNF_VALUE
1	9745	239.5	23754	168.5	-1.31	0		
2	10735.5	165.5	24186	128.5	-1.19	0		
3	11063	216.5	25644	169	-1.23	0		
4	28018	233	31556	234	-0.17	0	0.4591	0.4591
5	29229	288	31857	201	-0.13	0	0.4591	0.4591
6	29453	220.5	31625	155.5	-0.11	0	0.4591	0.4591
7	9798	194.5	24527	156	-1.34	0		
8	9865	199.5	24599	106	-1.34	0		
9	9628.5	207.5	24284.5	88.5	-1.36	0		
10	10769	374	14160	123.5	-0.43	0	0.3109	0.3109
11	10553	377	14011	125	-0.45	0	0.3109	0.3109
12	10235	374	13741	122.5	-0.47	0	0.3109	0.3109
13	9756	282	27262	116.5	-1.52	0		
14	10381	265.5	27180.5	93.5	-1.42	0		
15	10480	230.5	26634	157	-1.37	0		
16	15622	270	18416.5	104	-0.25	0	0.4915	0.4915
17	15410.5	174.5	18823	124	-0.3	0	0.4915	0.4915
18	15029	332.5	18703.5	132	-0.34	0	0.4915	0.4915
19	8787	187.5	23150	133.5	-1.42	0		
20	8716	231	23461	155	-1.46	0		
!sample_table_end
