^SAMPLE = GSM62334
!Sample_title = HCC193
!Sample_geo_accession = GSM62334
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 28 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC193 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC193
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE REFERENCE GENOMIC DNA
!Sample_characteristics_ch2 = 
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample cy 3= reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy3/Cy5
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy3/Cy5) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	18735.02	9645.58	1064	2432	17671.02	7213.58	504.314	201.1562	0.8072954	1.238694	-0.3088315	0.3088196
2	14467.72	6200.98	1101	2443	13366.72	3757.98	348.112	120.7421	1.172175	0.853108	0.2291879	-0.2291998
3	24394.84	12993.58	1148.5	2445	23246.34	10548.58	318.411	220.1826	0.7262431	1.376938	-0.4614753	0.4614634
4	17803.2	9604.88	1157	2443	16646.2	7161.88	182.8344	143.5929	0.7659662	1.30553	-0.3846475	0.3846355
5	14570.69	7041.19	1122	2418	13448.69	4623.19	133.9421	85.6513	0.9586492	1.043126	-0.06092511	0.06091317
6	23488.02	8967.1	1129	2427	22359.02	6540.1	215.2957	130.1832	1.126653	0.8875773	0.1720433	-0.1720553
7	23079.49	10383.02	1121	2418	21958.49	7965.02	640.794	294.2376	0.908525	1.100676	-0.1384017	0.1383898
8	17639.79	11236.39	1130.5	2443	16509.29	8793.39	543.652	215.7356	0.6187196	1.616228	-0.6926423	0.6926304
9	18292.46	8696.3	1156	2470	17136.46	6226.3	443.778	187.7692	0.9070104	1.102514	-0.1408089	0.140797
10	20694.78	12232.69	1171	2478	19523.78	9754.69	452.312	270.5344	0.6595871	1.516088	-0.6003649	0.6003529
11	20198.84	11519.1	1178	2477	19020.84	9042.1	457.639	252.7736	0.6932375	1.442495	-0.5285785	0.5285665
12	20262.98	10278.67	1164	2491	19098.98	7787.67	453.611	188.9352	0.8082095	1.237293	-0.3071986	0.3071867
13	31265.72	11388.14	1181	2479.5	30084.72	8908.64	951.476	209.0676	1.112899	0.8985465	0.154323	-0.1543349
14	20440.24	9239.88	1164	2458	19276.24	6781.88	490.788	266.3165	0.9366859	1.067585	-0.09436272	0.09435079
15	22763.97	8647.6	1127	2459.5	21636.97	6188.1	407.784	234.4419	1.152286	0.8678328	0.2044991	-0.2045111
16	11777.04	10740.53	1103	2440.5	10674.04	8300.03	65.0191	154.3613	0.4238093	2.359532	-1.238513	1.238501
17	18960.07	9331.29	1103	2415	17857.07	6916.29	412.402	149.9449	0.850861	1.17527	-0.2330047	0.2329927
18	29307.9	14114.54	1127.5	2416	28180.4	11698.54	518.065	343.69	0.7938477	1.259677	-0.3330658	0.3330539
19	14824.69	6956.28	1119.5	2409.5	13705.19	4546.78	285.668	149.2617	0.9933506	1.006686	-0.00962506	0.009613123
20	23514.85	11325.57	1129	2414	22385.85	8911.57	394.996	258.9288	0.8278292	1.207969	-0.272595	0.2725831
!sample_table_end
