^SAMPLE = GSM63352
!Sample_title = SW-900
!Sample_geo_accession = GSM63352
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jul 10 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = SW-900 Squamous Cell Carcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATCC catalogue number HTB59
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 5
!Sample_source_name_ch2 = Male genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cyanine 3
!Sample_description = cyanine 5 = sample
!Sample_description = cyanine 3 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	6926.11	5133.91	1828.5	3017.5	5097.61	2116.415	95.1123	43.5659	1.00394	0.9960315	0.005673361	-0.005736795
2	5518.48	4264.45	1867	3007	3651.48	1257.446	44.537	29.74283	1.21038	0.8261502	0.2754605	-0.275524
3	8012.72	5143.49	1977	3040.5	6035.72	2102.988	111.1728	57.6648	1.196284	0.8358851	0.25856	-0.2586235
4	7629.65	5281.8	2069.5	3001.5	5560.15	2280.302	80.4127	51.0687	1.016334	0.9838853	0.02337451	-0.02343795
5	5893.06	4494	2113	3013	3780.06	1481	73.6259	33.7507	1.063863	0.9399296	0.08931191	-0.08937535
6	8234.43	5275.48	2134	3020	6100.43	2255.482	117.5969	55.1183	1.127362	0.8869876	0.1729507	-0.1730141
7	8729.83	5618.82	2092	3015.5	6637.83	2603.317	116.0474	78.1184	1.062774	0.9408923	0.08783515	-0.08789858
8	6045.84	5089.53	2058.5	3005	3987.34	2084.531	93.6442	54.4655	0.797291	1.254192	-0.3268216	0.3267582
9	5595.99	4153.94	2024	2989	3571.99	1164.942	45.0376	25.00463	1.27805	0.7824078	0.353944	-0.3540075
10	7693.15	5823.55	1941	2996	5752.15	2827.549	43.0465	56.5811	0.8479335	1.179286	-0.2379768	0.2379134
11	6019.05	4909.12	1795	2976	4224.05	1933.122	55.676	47.8506	0.9107762	1.097916	-0.1348316	0.1347682
12	6648.77	4621.87	1841	3013	4807.77	1608.868	59.0957	26.58605	1.245562	0.802815	0.3167971	-0.3168605
13	7273.58	4952.98	1879	3056	5394.58	1896.975	72.7954	39.2344	1.185326	0.8436123	0.2452845	-0.2453479
14	6333.67	4784.27	1970.5	3035	4363.17	1749.265	47.5956	37.2441	1.039654	0.9618158	0.0561039	-0.05616733
15	7285.66	5000.89	2021	3056	5264.66	1944.89	107.098	46.685	1.128281	0.8862653	0.174126	-0.1741894
16	5999.42	4248.13	1941.5	3023	4057.92	1225.131	54.1963	26.1871	1.380583	0.7242997	0.465278	-0.4653414
17	6121	4576.04	1977	3086	4144	1490.036	30.35468	21.47816	1.159217	0.8626129	0.2131513	-0.2132147
18	8226	7255.67	1864	3065	6362	4190.67	51.1611	59.7017	0.6327791	1.580261	-0.6602262	0.6601628
19	5173.07	4375.02	1769.5	2997.5	3403.57	1377.524	40.1559	25.32596	1.029859	0.970964	0.04244692	-0.04251036
20	7193.51	5021.6	1732	2983.5	5461.51	2038.103	148.0475	30.70669	1.116936	0.8952669	0.1595468	-0.1596102
!sample_table_end
