^SAMPLE = GSM63348
!Sample_title = HCC2279
!Sample_geo_accession = GSM63348
!Sample_status = Public on Feb 22 2006
!Sample_submission_date = Jul 10 2005
!Sample_last_update_date = Feb 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC2279 Adenocarcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC2279 Adenocarcinoma Cell Line
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_source_name_ch2 = Male Genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cyanine 5
!Sample_description = cyanine 3 = sample
!Sample_description = cyanine 5 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2616
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	6365.87	3651.99	1214	1831	5151.87	1820.989	149.045	60.7014	1.063542	0.9399732	0.08887632	-0.08930843
2	7304.19	3956	1222.5	1844	6081.69	2112	198.6323	63.3623	1.082497	0.9235133	0.1143633	-0.1147954
3	6050.13	3400.94	1206	1835.5	4844.13	1565.438	121.1878	33.6884	1.163259	0.8593965	0.218172	-0.2186041
4	5176.44	3189.28	1192	1791	3984.44	1398.277	35.7082	32.2681	1.0712	0.933253	0.09922762	-0.09965973
5	5276.96	3131.245	1225	1797	4051.96	1334.245	38.7085	29.66202	1.141632	0.8756766	0.1910977	-0.1915298
6	5980.66	3419.8	1240.5	1818.5	4740.16	1601.298	134.8276	60.8255	1.112801	0.898364	0.1541959	-0.154628
7	6381.31	3740.19	1244	1831	5137.31	1909.192	181.4712	59.7208	1.01154	0.9882954	0.01655371	-0.01698582
8	5839.78	3279.4	1269	1828	4570.78	1451.396	120.7652	42.935	1.183863	0.8444396	0.2435016	-0.2439337
9	6619.58	3662.82	1269	1823	5350.58	1839.818	115.2104	64.7845	1.093257	0.9144239	0.1286329	-0.129065
10	5569.61	3469.38	1306	1839	4263.61	1630.379	87.2792	45.8443	0.9830723	1.016914	-0.02463059	0.02419849
11	5302.42	3340.73	1328	1859	3974.42	1481.725	104.2355	43.8759	1.00833	0.9914423	0.01196725	-0.01239936
12	6031.02	3294.49	1312	1851	4719.02	1443.494	107.1925	42.4555	1.228949	0.8134599	0.2974249	-0.297857
13	7137.24	3911.31	1289	1851	5848.24	2060.309	113.2401	72.3347	1.067061	0.9368728	0.09364279	-0.09407489
14	9786.81	3572.96	1244	1838.5	8542.81	1734.458	180.8596	48.2034	1.851543	0.5399284	0.8887278	-0.88916
15	5642.97	3395.68	1220	1826	4422.97	1569.684	148.2127	63.4193	1.05925	0.9437814	0.08304329	-0.0834754
16	5448.71	3606.29	1221	1826	4227.71	1780.295	119.1915	68.0512	0.8927082	1.119851	-0.1637395	0.1633074
17	5152.5	3278.99	1222	1839	3930.5	1439.99	122.1465	48.5133	1.026089	0.9742826	0.0371557	-0.03758781
18	4389.25	2875.189	1222	1846	3167.25	1029.189	108.2464	34.306	1.156869	0.8641434	0.2102252	-0.2106573
19	4874.5	2912.917	1209	1848	3665.5	1064.917	146.04	40.2036	1.29394	0.7726016	0.3717713	-0.3722034
20	4988.93	2729.832	1222	1847	3766.93	882.832	133.2727	34.3019	1.604006	0.6232523	0.6816797	-0.6821118
!sample_table_end
