^SAMPLE = GSM62337
!Sample_title = HCC1195
!Sample_geo_accession = GSM62337
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 28 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC1195 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC1195 adenocarcinoma cell line
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE REFERENCE GENOMIC DNA
!Sample_characteristics_ch2 = 
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample cy 3= reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy3/Cy5
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy3/Cy5) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	13318.49	9768.73	1121.5	2445	12196.99	7323.73	281.1701	182.9588	0.7834421	1.276408	-0.3521014	0.3520899
2	9279.25	7639.51	1148	2450	8131.25	5189.51	273.7751	151.3914	0.737086	1.356683	-0.4400951	0.4400836
3	14877.63	8005.87	1004	2409	13873.63	5596.87	188.8608	127.4662	1.166089	0.8575606	0.2216779	-0.2216895
4	11237.48	8505.45	980	2392	10257.48	6113.45	347.981	206.577	0.7892975	1.266939	-0.341359	0.3413474
5	10961.27	7195.63	1002	2414	9959.27	4781.63	294.2862	146.3783	0.9798008	1.020607	-0.02943956	0.02942799
6	14834.35	7968.6	1022	2498	13812.35	5470.6	490.323	116.8057	1.187735	0.8419318	0.2482132	-0.2482248
7	15534.15	8271.83	1034	2490	14500.15	5781.83	481.89	127.1602	1.17976	0.847623	0.2384938	-0.2385054
8	11221.56	9604.43	1020	2503.5	10201.56	7100.93	343.464	157.0319	0.6758313	1.479647	-0.565265	0.5652534
9	9964.28	7294.3	1020	2498	8944.28	4796.3	347.828	111.6493	0.8772539	1.139912	-0.1889335	0.188922
10	10948.74	11446.1	1012	2472	9936.74	8974.1	365.562	183.1583	0.5208828	1.919802	-0.9409693	0.9409577
11	11276.93	9322.34	1013	2412.5	10263.93	6909.84	364.423	190.6792	0.6987674	1.43108	-0.5171158	0.5171043
12	12055.07	6646.1	1023.5	2425.5	11031.57	4220.6	340.905	108.2314	1.229562	0.8132913	0.2981443	-0.2981559
13	15581.91	12678.31	1022.5	2436.5	14559.41	10241.81	386.49	242.2942	0.6687348	1.495349	-0.5804938	0.5804822
14	11705.57	9258.51	1016	2422	10689.57	6836.51	252.5218	135.5604	0.7355507	1.359515	-0.4431033	0.4430918
15	14361.66	7659.56	1035	2415	13326.66	5244.56	335.294	138.28	1.19536	0.8365611	0.2574455	-0.257457
16	8258.78	6434.07	1025	2407	7233.78	4027.07	169.1707	129.5958	0.8450107	1.183408	-0.2429585	0.2429469
17	11923.02	6421.2	1036	2404	10887.02	4017.2	264.2106	138.1362	1.274891	0.7843747	0.3503735	-0.3503851
18	15816.77	8120.12	1015	2393	14801.77	5727.12	340.874	133.0357	1.215805	0.8224934	0.2819123	-0.2819239
19	9125.9	10642.05	1008	2406	8117.9	8236.05	205.8419	253.3499	0.4636728	2.156676	-1.108821	1.108809
20	13831.54	8192.21	1024	2403	12807.54	5789.21	309.9758	184.7416	1.040719	0.9608663	0.05758084	-0.0575924
!sample_table_end
