^SAMPLE = GSM62332
!Sample_title = H2347
!Sample_geo_accession = GSM62332
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 28 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = H2347 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATTC catalogue number CRL-5942
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE REFERENCE GENOMIC DNA
!Sample_characteristics_ch2 = 
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample cy 3= reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy3/Cy5
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	9185.82	4673.31	1019	2400	8166.82	2273.313	90.1445	57.6434	1.337404	0.7477114	0.4194354	-0.4194466
2	7630.4	4045.9	1031.5	2396.5	6598.9	1649.405	170.099	50.657	1.489408	0.6714026	0.5747389	-0.5747501
3	14839.51	7810.86	1057	2389.5	13782.51	5421.36	344.69	161.5954	0.9464313	1.056592	-0.07943023	0.07941903
4	15214.15	8601.45	1076.5	2426.5	14137.65	6174.95	329.162	190.6311	0.8523395	1.173232	-0.2304999	0.2304887
5	14049.89	7028.25	1064	2425	12985.89	4603.25	237.3544	118.9956	1.050211	0.9521825	0.0706787	-0.0706899
6	17550.13	6487.27	1126	2445	16424.13	4042.27	288.2278	104.0303	1.512608	0.6611046	0.5970381	-0.5970494
7	19026.05	6863.61	1088.5	2415	17937.55	4448.61	331.865	119.9488	1.501095	0.6661754	0.5860149	-0.5860261
8	15237.13	8712.72	1099.5	2444.5	14137.63	6268.22	195.5951	112.6477	0.8396558	1.190955	-0.25213	0.2521188
9	12048.35	7361.1	1086	2438	10962.35	4923.1	370.835	179.9896	0.8289614	1.206319	-0.2706232	0.270612
10	16658.79	9728.68	1057	2408	15601.79	7320.68	648.733	241.0531	0.7933995	1.260389	-0.3338805	0.3338693
11	14503.6	7688.98	1059	2366	13444.6	5322.98	587.42	180.1871	0.9402911	1.063492	-0.08882058	0.08880939
12	15758.73	5965.6	1054	2386	14704.73	3579.6	394.774	94.5665	1.529297	0.65389	0.6128689	-0.6128801
13	22625.9	9410.64	1101.5	2434.5	21524.4	6976.14	309.417	147.062	1.148643	0.8705858	0.1999304	-0.1999416
14	12715.57	6282.77	1184.5	2496	11531.07	3786.77	22.31029	22.50649	1.133627	0.8821178	0.1809456	-0.1809568
15	19495.34	8703.25	1096	2462	18399.34	6241.25	328.02	172.6331	1.097487	0.9111654	0.134204	-0.1342152
16	11883.1	7243.39	1122	2472	10761.1	4771.39	131.7756	98.927	0.8396166	1.191011	-0.2521974	0.2521862
17	17374.93	10140.55	1105	2475	16269.93	7665.55	44.5379	53.5489	0.7901534	1.265567	-0.3397954	0.3397841
18	23480.74	14222.37	1104.5	2459	22376.24	11763.37	491.867	339.411	0.7081486	1.412122	-0.497876	0.4978648
19	12312.93	6567.89	1136	2458	11176.93	4109.89	93.2095	116.0182	1.012421	0.9877233	0.01780998	-0.01782118
20	20979.73	11397.7	1100	2463	19879.73	8934.7	358.23	238.7882	0.8283229	1.207249	-0.2717348	0.2717236
!sample_table_end
