^SAMPLE = GSM62325
!Sample_title = H1155
!Sample_geo_accession = GSM62325
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 27 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = H1155 large cell carcinoma line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATTC catalogue number CRL-5818
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample
!Sample_description = CY3 = reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy3/Cy5
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	19692.72	12880.06	1025.5	2429.5	18667.22	10450.56	449.53	179.4057	1.033038	0.9680099	0.04689329	-0.0469063
2	15286.34	7385.05	1048	2463	14238.34	4922.05	169.6171	8.56694	1.672976	0.5977319	0.7424166	-0.7424296
3	22986.82	14432.05	1065	2473	21921.82	11959.05	324.78	199.2394	1.060123	0.9432786	0.08423136	-0.08424437
4	19357.99	13271.82	1058	2473	18299.99	10798.82	349.652	225.6038	0.9800558	1.020341	-0.02906419	0.02905118
5	14634.39	9636.48	1069	2459	13565.39	7177.48	371.697	143.999	1.093042	0.9148697	0.1283488	-0.1283618
6	21618.74	13581.88	1074	2466	20544.74	11115.88	495.061	286.8576	1.068891	0.935541	0.09611408	-0.09612709
7	21243.05	13447.55	1048	2450	20195.05	10997.55	410.645	233.5903	1.062002	0.9416094	0.08678626	-0.08679926
8	15646.83	11603.5	1076	2448	14570.83	9155.5	329.573	251.8136	0.9204042	1.086469	-0.1196606	0.1196476
9	14666.57	8751.37	1093	2443	13573.57	6308.37	202.3678	156.5945	1.244382	0.8036048	0.3154289	-0.3154418
10	16965.68	13542.6	1075	2440	15890.68	11102.6	398.531	248.8975	0.8277406	1.208097	-0.2727494	0.2727364
11	18632.59	12232.68	1079.5	2479.5	17553.09	9753.18	325.074	143.5421	1.040839	0.9607551	0.05774634	-0.05775935
12	19501.7	11738.46	1087	2512	18414.7	9226.46	331.702	175.9503	1.154266	0.8663436	0.2069757	-0.2069887
13	25537.39	10702.87	1087	2492.5	24450.39	8210.37	529.01	177.2333	1.722263	0.5806261	0.7843057	-0.7843187
14	18048.28	11703.95	1073	2473	16975.28	9230.95	307.1369	190.6792	1.063522	0.9402632	0.08885042	-0.08886343
15	21166.63	13211.15	1080	2494	20086.63	10717.15	385.863	232.4803	1.083938	0.922554	0.1162817	-0.1162947
16	11357.55	9684.28	1076.5	2500	10281.05	7184.28	247.8953	189.6783	0.8276189	1.208275	-0.2729614	0.2729484
17	18015.08	11866.17	1077	2499.5	16938.08	9366.67	365.848	248.6137	1.045816	0.9561824	0.06462936	-0.06464237
18	25309.69	16246.88		2488.5	24214.69	13758.38	444.323	344.281	1.017859	0.982445	0.02553843	-0.02555144
19	13347.95	8411.08	1084	2469	12263.95	5942.08	308.2098	164.5415	1.193625	0.8377767	0.2553494	-0.2553624
20	21484.04	14051.74	1082.5	2472.5	20401.54	11579.24	512.052	303.1761	1.018964	0.9813799	0.02710341	-0.02711642
!sample_table_end
