^SAMPLE = GSM63351
!Sample_title = HCC4066
!Sample_geo_accession = GSM63351
!Sample_status = Public on Feb 22 2006
!Sample_submission_date = Jul 10 2005
!Sample_last_update_date = Feb 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC4066 Adenocarcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC4066 Adenocarcinoma Cell Line
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_source_name_ch2 = Male genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cyanine 5
!Sample_description = cyanine 3 = sample
!Sample_description = cyanine 5 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2616
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	4512.61	3427.54	1143	1743.5	3369.61	1684.043	96.471	47.9661	0.940702	1.062736	-0.08819038	0.08778317
2	5469.06	3569.33	1156	1752	4313.06	1817.33	99.145	33.9875	1.115778	0.8959827	0.15805	-0.1584572
3	4499.53	3115.021	1140	1756	3359.53	1359.021	70.6048	20.94069	1.162193	0.8601993	0.21685	-0.2172572
4	4462.41	3426.81	1148	1773	3314.41	1653.813	78.2477	27.03156	0.9422048	1.061041	-0.08588749	0.08548029
5	4850.41	3292.9	1185	1782.5	3665.41	1510.402	123.0125	34.6861	1.140923	0.8762363	0.1902009	-0.1906081
6	4676.56	3500.43	1176	1776	3500.56	1724.433	101.7467	42.8188	0.9543692	1.047517	-0.06738061	0.0669734
7	5273.52	3742.29	1193.5	1789	4080.02	1953.287	131.4619	66.1199	0.9820241	1.018018	-0.02616971	0.02576251
8	4623.07	3272.99	1205	1787	3418.07	1485.99	139.0825	66.1325	1.081413	0.9244555	0.112917	-0.1133242
9	5006.39	3489.37	1190.5	1784.5	3815.89	1704.869	116.5538	73.6969	1.052278	0.950051	0.07351583	-0.07392304
10	4710.68	3417.46	1200	1792	3510.68	1625.462	130.1181	62.3141	1.015406	0.9845496	0.022057	-0.0224642
11	4059.91	3216.81	1195	1780	2864.905	1436.811	87.824	44.59	0.9374251	1.066451	-0.09322464	0.09281744
12	5410.45	3143.01	1191	1778	4219.45	1365.01	130.5095	42.4353	1.453269	0.6879097	0.5393016	-0.5397088
13	6604.76	3820.96	1189	1768	5415.76	2052.96	149.0129	70.2362	1.240237	0.8060701	0.3106157	-0.3110229
14	4850.46	3343.62	1189	1776	3661.46	1567.623	100.3494	46.9264	1.098091	0.910414	0.1349981	-0.1354053
15	4691.5	3433.69	1174.5	1770.5	3517	1663.193	90.1786	52.6053	0.9941596	1.005591	-0.008450565	0.008043362
16	5786.15	3582.99	1175.5	1775	4610.65	1807.99	145.8749	55.9518	1.198926	0.8338442	0.2617429	-0.2621501
17	4272.04	3132.243	1177.5	1784	3094.539	1348.243	84.8549	44.4691	1.07908	0.9264536	0.1098021	-0.1102093
18	3299.95	2792.215	1174	1794.5	2125.946	997.715	68.2355	29.7833	1.001778	0.9979432	0.002563182	-0.002970384
19	3219.45	2787.948	1190.5	1797.5	2028.948	990.448	71.9212	29.13397	0.9630859	1.038036	-0.05426341	0.05385621
20	3981.38	2651.266	1194	1798	2787.383	853.266	94.0082	24.91571	1.535812	0.6509375	0.6190018	-0.619409
!sample_table_end
