^SAMPLE = GSM62336
!Sample_title = HCC461
!Sample_geo_accession = GSM62336
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 28 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC461 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC461
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE REFERENCE GENOMIC DNA
!Sample_characteristics_ch2 = 
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample cy 3= reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy3/Cy5
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy3/Cy5) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	8458.44	6982.57	983	2423.5	7475.44	4559.07	183.7277	120.6732	0.7596695	1.316335	-0.3965562	0.3965266
2	7627.56	4983.9	1019	2453	6608.56	2530.902	160.2912	62.4738	1.209751	0.8265993	0.2747103	-0.2747399
3	10881.49	8276.78	1032	2457	9849.49	5819.78	255.2807	149.3768	0.7841004	1.275321	-0.3508898	0.3508602
4	10733.25	7274.96	1046	2466	9687.25	4808.96	313.9209	125.1967	0.9332836	1.071464	-0.09961245	0.09958287
5	10051.61	5903.88	1059.5	2463.5	8992.11	3440.38	240.9004	77.2296	1.210933	0.8257929	0.2761185	-0.2761481
6	15222.79	11940.05	1050	2445	14172.79	9495.05	368.447	237.3678	0.6915489	1.446	-0.5320969	0.5320673
7	18282.71	10491.16	1060	2449	17222.71	8042.16	467.071	249.7318	0.9921865	1.007854	-0.01131675	0.01128717
8	12887.2	7365.54	1040	2448	11847.2	4917.54	270.0727	148.9384	1.116176	0.8958982	0.1585639	-0.1585935
9	12275.6	7004.69	1039.5	2456.5	11236.1	4548.19	255.594	102.5045	1.144567	0.8736747	0.1948023	-0.1948319
10	13711.62	14154.5	1055.5	2478	12656.12	11676.5	261.0652	293.1741	0.502172	1.991309	-0.9937465	0.9937169
11	12924.05	10887.86	1055	2482	11869.05	8405.86	241.123	234.0732	0.6541817	1.528596	-0.6122367	0.6122071
12	15000.29	8239.58	1083	2481	13917.29	5758.58	354.961	122.0367	1.119705	0.8930744	0.1631182	-0.1631477
13	20289.9	18521.46	1095	2494	19194.9	16027.46	611.73	404.94	0.5548629	1.80221	-0.8497969	0.8497673
14	11860.28	8552.94	1098	2512	10762.28	6040.94	308.2297	155.8049	0.8253995	1.21151	-0.2768354	0.2768058
15	14537.44	8660.88	1072	2485	13465.44	6175.88	373.256	138.5407	1.010151	0.989931	0.01457062	-0.0146002
16	10048.43	9290.68	1050	2465	8998.43	6825.68	209.8159	196.4101	0.6107803	1.637216	-0.7112746	0.7112449
17	15354.27	8901.88	1078	2481	14276.27	6420.88	178.184	142.4677	1.030113	0.9707476	0.04280236	-0.04283194
18	23385.11	17008.05	1085	2508	22300.11	14500.05	464.124	301.9163	0.7125282	1.403425	-0.488981	0.4889515
19	10672.4	7791.35	1059	2483	9613.4	5308.35	220.994	111.1412	0.8390383	1.191816	-0.2531913	0.2531618
20	16682.72	11748.4	1071	2482	15611.72	9266.4	354.362	213.4503	0.7805565	1.281111	-0.357425	0.3573954
!sample_table_end
