^SAMPLE = GSM63350
!Sample_title = HCC827
!Sample_geo_accession = GSM63350
!Sample_status = Public on Feb 22 2006
!Sample_submission_date = Jul 10 2005
!Sample_last_update_date = Feb 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC827 Adenocarcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC827 Adenocarcinoma Cell Line
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 3
!Sample_source_name_ch2 = Male genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cyanine 5
!Sample_description = cyanine 3 = sample
!Sample_description = cyanine 5 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2616
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	5234.77	3834.15	1251.5	1862	3983.27	1972.149	105.1203	44.0159	1.085828	0.9207878	0.1187955	-0.1190595
2	6111.3	4203.78	1234	1866	4877.3	2337.775	149.1783	55.6164	1.121599	0.8914209	0.1655573	-0.1658213
3	5135.14	3753.27	1349.5	1874	3785.64	1879.272	32.7767	33.7968	1.082957	0.9232287	0.114976	-0.11524
4	5594.13	4001.24	1425	1917.5	4169.13	2083.736	57.5387	47.2705	1.075634	0.9295138	0.1051878	-0.1054518
5	4871.28	3477.32	1372.5	1877.5	3498.78	1599.822	58.6467	31.06302	1.175726	0.8503829	0.2335515	-0.2338155
6	6012.73	4058.36	1372	1885	4640.73	2173.355	21.6699	18.95148	1.147935	0.8709702	0.1990408	-0.1993048
7	5947.11	4431.94	1336	1885	4611.11	2546.937	38.6019	38.1083	0.9733034	1.027241	-0.03903848	0.03877449
8	5857.05	3838.73	1293	1866	4564.05	1972.734	18.05159	36.5802	1.24378	0.8038537	0.3147312	-0.3149952
9	6383.85	4361.66	1307	1877	5076.85	2484.663	20.3876	70.1776	1.098469	0.910191	0.1354947	-0.1357587
10	5899.44	4073.2	1298	1859	4601.44	2214.2	125.7942	61.8536	1.11722	0.894915	0.1599134	-0.1601774
11	5159.85	3861.2	1280	1856	3879.85	2005.202	118.6972	61.712	1.040203	0.9611745	0.05686569	-0.05712968
12	6394.74	3699.62	1276	1864	5118.74	1835.621	162.8417	56.1368	1.499136	0.6669286	0.5841316	-0.5843956
13	6044.67	4676.5	1275	1863	4769.67	2813.495	134.7656	64.9063	0.9113879	1.097027	-0.133863	0.133599
14	5856.16	4534.52	1258	1842	4598.16	2692.521	112.733	57.529	0.9180916	1.089017	-0.12329	0.123026
15	5908.05	4209.8	1288	1875	4620.05	2334.804	44.1152	60.7068	1.063794	0.9398592	0.08921956	-0.08948357
16	7251.5	4592.26	1343	1861.5	5908.5	2730.76	49.0093	84.2794	1.163202	0.8595387	0.2181014	-0.2183654
17	7058.79	4282.62	1672.5	1882	5386.29	2400.615	29.71949	66.8619	1.206226	0.8288804	0.2705001	-0.2707641
18	4865.74	3377.42	1694	1900	3171.74	1477.424	39.5892	42.0932	1.154127	0.8662969	0.2068025	-0.2070665
19	6843.55	3570.96	1606	1895	5237.55	1675.958	69.742	50.9092	1.680067	0.5951055	0.7485186	-0.7487826
20	4820.32	3397.88	1544	1885	3276.32	1512.885	29.04672	38.6863	1.164239	0.8587734	0.2193867	-0.2196507
!sample_table_end
