^SAMPLE = GSM62965
!Sample_title = H226 
!Sample_geo_accession = GSM62965
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jul 04 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = H226 Squamous Cell Carcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATTC catalogue number CRL-5826
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 3
!Sample_description = cyanine 5 = sample
!Sample_description = cyanine 3 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	4574.39	4726.2	1711	3016	2863.39	1710.195	61.6651	22.41865	0.9295186	1.07579	-0.1054442	0.1053959
2	2976.626	3745.51	1682.5	2938.5	1294.126	807.006	27.10528	17.61606	0.890273	1.123213	-0.1676803	0.167632
3	4025.7	4440.7	1663.5	2950	2362.199	1490.699	60.2613	34.5065	0.8797309	1.136673	-0.1848658	0.1848175
4	4232.04	4704.15	1695	2970	2537.036	1734.155	50.3306	31.3066	0.8121982	1.231185	-0.3000963	0.300048
5	3640.91	4181.13	1743	2985	1897.915	1196.134	35.0241	23.7418	0.8808866	1.135182	-0.1829717	0.1829233
6	5640.88	5207.21	1771	2984	3869.88	2223.208	98.5803	57.9512	0.9663636	1.034773	-0.049362	0.04931363
7	6042.61	5442.95	1786.5	2985.5	4256.11	2457.452	120.8639	51.8056	0.9615051	1.040001	-0.05663359	0.05658522
8	4911.91	4717.13	1812	3001	3099.915	1716.134	77.2561	41.2788	1.002817	0.9971574	0.004058605	-0.004106971
9	4560.82	4495.12	1792.5	3008	2768.319	1487.121	57.048	34.8379	1.033459	0.9675917	0.0474813	-0.04752967
10	6655.28	5883.98	1774.5	3045	4880.78	2838.976	101.0822	57.4741	0.954445	1.047694	-0.06726604	0.06721768
11	5101.83	4810.84	1784	3034	3317.83	1776.841	77.4937	33.7423	1.036642	0.9646211	0.05191732	-0.05196569
12	5559.23	5005.37	1817.5	3007	3741.73	1998.374	91.1628	56.2157	1.039487	0.961981	0.05587137	-0.05591974
13	6305.79	5505.98	1832	3005	4473.79	2500.976	98.808	70.2775	0.9930925	1.006922	-0.01000004	0.009951678
14	4789.06	4642.68	1787	2967	3002.061	1675.683	68.241	34.0643	0.9946056	1.00539	-0.007803435	0.007755068
15	5781.6	5084.82	1826	3003	3955.6	2081.819	98.125	56.5939	1.054855	0.9479655	0.07704515	-0.07709351
16	5125.49	4578.24	1829.5	3009.5	3295.99	1568.741	86.3663	43.1539	1.16643	0.8572882	0.2220994	-0.2221477
17	5157.06	4852.5	1858	3040	3299.06	1812.5	85.5143	41.1267	1.010499	0.989577	0.0150677	-0.01511607
18	7728.05	6391.93	1845	3046	5883.05	3345.93	128.2208	67.6183	0.9761334	1.024416	-0.03484982	0.03480145
19	4424.07	4411.09	1815	3003	2609.073	1408.085	54.4019	32.7113	1.028681	0.9720865	0.04079515	-0.04084352
20	6568.09	5843.37	1786	3017	4782.09	2826.366	80.0879	60.2768	0.9393172	1.064567	-0.09031569	0.09026733
!sample_table_end
