^SAMPLE = GSM62333
!Sample_title = HCC78
!Sample_geo_accession = GSM62333
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 28 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC78 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC78 
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE REFERENCE GENOMIC DNA
!Sample_characteristics_ch2 = 
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample cy 3= reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy3/Cy5
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy3/Cy5) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	18396.3	10561.17	1262.5	2495.5	17133.8	8065.67	434.959	137.4549	0.9869791	1.013187	-0.0189085	0.0189005
2	14416.17	8368.43	1311	2523	13105.17	5845.43	247.6247	96.2412	1.041648	0.9600115	0.05886829	-0.05887629
3	22951.26	13808.23	1372.5	2589	21578.76	11219.23	420.59	197.8328	0.893631	1.119024	-0.1622488	0.1622408
4	19709.27	16230.98	1333	2543	18376.27	13687.98	305.6299	225.5782	0.6237531	1.603189	-0.680953	0.680945
5	14283.27	8176.95	1269	2481	13014.27	5695.95	263.2705	154.9807	1.061569	0.9419969	0.08619786	-0.08620586
6	18995.06	9659.16	1266	2480	17729.06	7179.16	282.6361	183.9273	1.147379	0.8715466	0.1983422	-0.1983502
7	21037.45	16818.06	1268	2454	19769.45	14364.06	321.475	236.4741	0.6394582	1.563815	-0.6450781	0.6450701
8	14633.49	8468.16	1240	2379	13393.49	6089.16	225.1445	139.1897	1.021953	0.9785128	0.0313294	-0.0313374
9	16745.21	11037.62	1244	2413	15501.21	8624.62	245.3979	194.982	0.8350646	1.197505	-0.2600402	0.2600322
10	19299.79	12738.93	1279	2447.5	18020.79	10291.43	283.9239	228.7988	0.8135658	1.22915	-0.2976691	0.297661
11	15272.3	9056.01	1325.5	2472	13946.8	6584.01	321.541	189.246	0.9841893	1.016059	-0.02299225	0.02298425
12	17430.94	9428.79	1331	2515	16099.94	6913.79	302.663	140.9489	1.081938	0.9242622	0.1136179	-0.1136259
13	21837.7	12144.31	1393.5	2583	20444.2	9561.31	296.6183	137.6193	0.9934531	1.006585	-0.00947618	0.00946818
14	16425.1	9422.02	1396	2559	15029.1	6863.02	189.9712	88.3812	1.017447	0.9828464	0.02495421	-0.0249622
15	20913.37	10339.45	1331	2504.5	19582.37	7834.95	236.0625	161.6864	1.161244	0.8611407	0.2156712	-0.2156792
16	13188.84	10599.87	1271	2492.5	11917.84	8107.37	168.3374	172.421	0.6829871	1.464148	-0.5500699	0.5500619
17	19360.89	11211.24	1251.5	2488	18109.39	8723.24	415.721	155.1065	0.9645404	1.036757	-0.05208635	0.05207835
18	27827.12	22005.58	1260.5	2465.5	26566.62	19540.08	782.249	503.513	0.6316909	1.583044	-0.6627092	0.6627012
19	13171.44	7786.52	1251.5	2483	11919.94	5303.52	286.6564	140.0319	1.044249	0.9576208	0.06246555	-0.06247355
20	21446.15	13449.38	1254	2483.5	20192.15	10965.88	445.884	239.2062	0.8555267	1.168864	-0.2251152	0.2251072
!sample_table_end
