^SAMPLE = GSM63697
!Sample_title = H2009
!Sample_geo_accession = GSM63697
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jul 11 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = H2009 Adenocarcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATCC catalogue number CRL-5911
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 5
!Sample_source_name_ch2 = Male genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cyanine 3
!Sample_description = Cyanine 5 = sample
!Sample_description = Cyanine 3 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	23927.1	12618.29	1221	2575	22706.1	10043.29	234.6509	111.4247	0.9970238	1.00298	-0.004300218	0.004292875
2	21405.42	10751.93	1349	2664.5	20056.42	8087.43	232.7011	86.6459	1.09366	0.9143566	0.1291638	-0.1291711
3	31555.68	16348.38	1350	2643	30205.68	13705.38	481.856	213.088	0.971934	1.028871	-0.04106973	0.04106238
4	27388.74	14579.83	1372	2644	26016.74	11935.83	865.118	293.5621	0.9612572	1.040299	-0.05700551	0.05699816
5	22227.77	11007.29	1386.5	2632.5	20841.27	8374.79	470.906	167.9211	1.097462	0.9111887	0.1341709	-0.1341783
6	30851.3	29563	1416	2658	29435.3	26905	448.954	480.677	0.4824748	2.072636	-1.051474	1.051467
7	35205.8	17380.57	1459.5	2689.5	33746.3	14691.07	781.685	347.852	1.013007	0.9871551	0.01864387	-0.01865122
8	22435.74	26720.23	1501	2784	20934.74	23936.23	349.746	431.268	0.3857012	2.592667	-1.374444	1.374437
9	23606.66	11829.42	1459.5	2784.5	22147.16	9044.92	461.202	219.4407	1.079823	0.9260734	0.1107942	-0.1108015
10	27444.7	15085.4	1533	2846	25911.7	12239.4	483.975	228.6881	0.9336303	1.071082	-0.09907661	0.09906927
11	26090.55	13425	1512.5	2853	24578.05	10572	446.641	204.2563	1.025249	0.9753678	0.03597452	-0.03598186
12	28634.42	14758.4	1497	2819	27137.42	11939.4	488.286	183.6976	1.002364	0.9976368	0.003406067	-0.00341341
13	34853.9	16521.59	1432	2735	33421.9	13786.59	417.025	162.7635	1.069089	0.9353707	0.0963824	-0.09638974
14	24222.41	15344.71	1608	2785	22614.41	12559.71	311.5665	177.3287	0.7940443	1.259369	-0.3327086	0.3327012
15	28506.04	19147.44	1643	2816	26863.04	16331.44	440.493	188.4539	0.725387	1.378567	-0.4631772	0.4631698
16	17302.76	9824.87	1718	2854	15584.76	6970.87	155.7104	57.8928	0.9859442	1.014251	-0.02042208	0.02041474
17	25675.32	12817.84	1542	2785.5	24133.32	10032.34	287.873	112.9548	1.06085	0.9426359	0.08522012	-0.08522746
18	41852.2	19715.68	1582	2879	40270.2	16836.68	627.94	365.941	1.054792	0.9480494	0.07695844	-0.07696578
19	21080.48	8913.92	1561.5	2870.5	19518.98	6043.42	280.5605	124.9985	1.42434	0.7020758	0.510294	-0.5103014
20	30299.41	15674.99	1511	2836	28788.41	12838.99	534.824	293.055	0.98884	1.011281	-0.01619087	0.01618352
!sample_table_end
