^SAMPLE = GSM62971
!Sample_title = SK-MES-1
!Sample_geo_accession = GSM62971
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jul 04 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = SK-MES-1 Squamous Cell Carcinoma Cell Line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATCC Catalouge Number HTB-58
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cyanine 5
!Sample_source_name_ch2 = Male genomic
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cyanine 3
!Sample_description = cyanine 5 = sample
!Sample_description = cyanine 3 = reference
!Sample_data_processing = N/A
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	12932.13	7263.5	3800	3874.5	9132.13	3389	67.9649	47.7532	1.324387	0.7550408	0.4053244	-0.4053735
2	10633.51	6130.62	3979	3906	6654.51	2224.621	4.90165	14.86144	1.470192	0.6801603	0.5560044	-0.5560534
3	22474.88	8289.67	8303	4582	14171.88	3707.67	0.1764766	0.9866112	1.878626	0.5322857	0.9096781	-0.9097271
4	43693.7	11769.73	37641	8656	6052.7	3113.731	1.088038	2.130419	0.9553924	1.046655	-0.06583466	0.06578563
5	40007.4	10038.43	35450	8279	4557.38	1759.429	0.8774368	0.2268531	1.273087	0.7854658	0.3483306	-0.3483796
6	29106.6	9330.15	33476	7775	-4369.4	1555.146	0.327953	1.024169	0	0	0	0
7	15933.18	8050.65	4591	3995.5	11342.18	4055.15	0.5208535	2.427908	1.374688	0.7274129	0.4591045	-0.4591535
8	10370.23	7133.4	4017	3910.5	6353.23	3222.9	22.89844	57.3343	0.9688614	1.032104	-0.0456378	0.04558878
9	10415.54	6882.34	3972	3866	6443.54	3016.341	44.5098	57.3969	1.049925	0.9524167	0.07028614	-0.07033516
10	14229.21	7916	4143	3906	10086.21	4010	85.5395	61.3146	1.236225	0.8088867	0.3059414	-0.3059905
11	11426.99	6852.11	4178	3953	7248.99	2899.108	74.472	48.0721	1.22893	0.8136885	0.2974025	-0.2974515
12	11540.93	7386.28	4103	3903	7437.93	3483.28	54.3259	48.172	1.049489	0.952812	0.06968747	-0.0697365
13	13603.92	7836.56	3905	3875	9698.92	3961.56	75.4244	89.2275	1.203292	0.8310254	0.2669865	-0.2670355
14	10297.53	7088.59	3590	3850	6707.53	3238.59	52.8265	59.5627	1.017937	0.9823461	0.02564774	-0.02569677
15	11370.68	7266.63	3483.5	3840	7887.18	3426.63	81.545	81.8339	1.131276	0.8839273	0.1779513	-0.1780003
16	9567.89	6107.84	3506	3861	6061.89	2246.839	35.1382	39.6418	1.32602	0.7541108	0.4071024	-0.4071515
17	9687.24	6200.18	3702.5	3878.5	5984.74	2321.681	21.4357	16.0835	1.266943	0.7892748	0.3413514	-0.3414004
18	14171.83	7744.11	3929	3905	10242.83	3839.11	72.2305	64.9761	1.311304	0.7625735	0.3910026	-0.3910517
19	9244.49	5980.67	4058	3926	5186.49	2054.671	46.9992	23.35992	1.240638	0.8060092	0.3110828	-0.3111318
20	12276.46	7481.51	4150	3927.5	8126.46	3554.01	82.5835	46.7964	1.12382	0.8897918	0.1684112	-0.1684603
!sample_table_end
