^SAMPLE = GSM62329
!Sample_title = H2087
!Sample_geo_accession = GSM62329
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 27 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = H2087 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATTC catalogue number CRL-5922
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE REFERENCE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample cy 3= reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy3/Cy5
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	10178.65	4710.59	1184.5	2410	8994.15	2300.588	89.7188	57.2065	1.300848	0.7687187	0.3794524	-0.3794723
2	8221.45	4136.79	1330	2438	6891.45	1698.791	109.3068	47.0005	1.349822	0.7408283	0.4327689	-0.4327888
3	15231.04	6786.88	1275	2414	13956.04	4372.88	174.609	126.852	1.06194	0.9416596	0.08670252	-0.08672241
4	11367.32	5550.39	1165.5	2388	10201.82	3162.39	126.9594	95.0403	1.073415	0.9315935	0.1022076	-0.1022275
5	10124.85	5019.84	1121	2382	9003.85	2637.841	154.5086	75.7851	1.135756	0.8804583	0.1836535	-0.1836734
6	15792.06	6167.84	1124	2399	14668.06	3768.84	308.4397	112.6073	1.295001	0.7721895	0.3729531	-0.372973
7	13091.35	5859.9	1152	2385	11939.35	3474.9	261.5956	103.5417	1.143257	0.8746823	0.1931491	-0.193169
8	10603.4	5806.04	1117	2379.5	9486.4	3426.54	268.5396	104.7071	0.9211948	1.085532	-0.1184219	0.118402
9	10702.98	5296.6	1119.5	2415.5	9583.48	2881.098	302.0628	91.8435	1.106804	0.9034903	0.1463991	-0.146419
10	8130.2	4373.07	1076.5	2394	7053.7	1979.072	177.8684	60.4941	1.185935	0.8432045	0.2460256	-0.2460455
11	13440.12	5382.36	1079	2416.5	12361.12	2965.861	262.5429	78.9749	1.386796	0.7210768	0.4717551	-0.471775
12	13414.22	5384.94	1106	2422.5	12308.22	2962.439	212.2513	68.128	1.382456	0.7233404	0.4672335	-0.4672534
13	19996.88	6935.43	1127	2418	18869.88	4517.43	441.106	97.78	1.389898	0.7194674	0.474979	-0.4749989
14	12811.74	6486.69	1093.5	2415	11718.24	4071.69	207.8195	94.3525	0.9576203	1.044241	-0.06247432	0.06245443
15	16020.58	6518.34	1089	2404.5	14931.58	4113.84	186.2448	97.6492	1.207713	0.8279997	0.272278	-0.2722979
16	10131.52	5083.61	1096	2381	9035.52	2702.61	102.3559	60.0643	1.112437	0.8989148	0.1537238	-0.1537437
17	4946.39	4012.7	1085.5	2412.5	3860.89	1600.195	86.0288	47.0182	0.8028233	1.245587	-0.3168456	0.3168257
18	27500.51	13713.66	1124	2435	26376.51	11278.66	564.255	279.9022	0.7781537	1.285075	-0.361873	0.3618531
19	11316.94	7447.05	1098	2414	10218.94	5033.05	206.692	131.2685	0.6755852	1.480178	-0.5657902	0.5657703
20	20588.7	9062.45	1121	2424	19467.7	6638.45	110.9542	96.99	0.9757841	1.024803	-0.03536624	0.03534636
!sample_table_end
