^SAMPLE = GSM62324
!Sample_title = H1395
!Sample_geo_accession = GSM62324
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 27 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = H1395 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = ATCC catalogue number CRL-5868
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE GENOMIC DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample
!Sample_description = cy 3 = reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy5/Cy3) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	23406.79	12279.42	2720.5	3028.5	20686.29	9250.92	42.5561	10.84476	1.004726	0.9952939	0.006802617	-0.006805511
2	19417.76	10861.08	2816	3120	16601.76	7741.08	60.6383	6.63051	0.9636121	1.03776	-0.05347556	0.05347267
3	28946.17	17164.22	2720	3071	26226.17	14093.22	114.5625	156.0463	0.8361314	1.195982	-0.2581985	0.2581956
4	22896.44	14240.05	1429	2735	21467.44	11505.05	35.1292	67.6098	0.8383814	1.192772	-0.2543215	0.2543186
5	18181.05	10191.82	1247	2642.5	16934.05	7549.32	243.7124	112.0504	1.007866	0.9921933	0.01130396	-0.01130685
6	26465.09	17283.61	1259	2652	25206.09	14631.61	145.8012	58.0566	0.7740395	1.291921	-0.3695209	0.369518
7	32426.9	21333.27	1307	2680.5	31119.92	18652.77	217.151	128.291	0.7496266	1.333995	-0.4157559	0.415753
8	20422.87	15180.36	1279.5	2674	19143.37	12506.36	190.696	188.8801	0.6877607	1.453991	-0.5400214	0.5400185
9	19234.48	8884.93	1250	2636	17984.48	6248.93	250.7342	64.3564	1.29313	0.7733161	0.3708668	-0.3708697
10	23773.12	18924.82	1289	2684	22484.12	16240.82	346.544	236.6955	0.6220394	1.607612	-0.6849222	0.6849193
11	22037.92	12087.69	1315	2684	20722.92	9403.69	149.2457	52.3046	0.9901531	1.009943	-0.01427645	0.01427355
12	21729.63	9526.77	1321	2637.5	20408.63	6889.27	156.6612	45.4434	1.331039	0.7512915	0.4125524	-0.4125553
13	30461.37	16502.16	1316.5	2645	29144.87	13857.16	214.3427	128.3549	0.9450132	1.058184	-0.08159369	0.0815908
14	21428.93	12919.49	1293	2640	20135.93	10279.49	206.7266	175.3796	0.880136	1.136186	-0.1842017	0.1841988
15	26272.64	12204.46	1272.5	2625	25000.14	9579.46	433.848	192.9202	1.172604	0.8528013	0.2297156	-0.2297185
16	15761.35	8019.13	1290	2630	14471.35	5389.13	294.5241	123.9874	1.206535	0.8288179	0.27087	-0.2708729
17	22128.76	11947.06	1248	2595	20880.76	9352.06	334.551	193.2971	1.003203	0.9968053	0.004613457	-0.004616352
18	34874.5	19274.48	1289	2642.5	33585.5	16631.98	707.274	372.279	0.9073156	1.10215	-0.1403237	0.1403208
19	17190.11	8985.35	1382	2679	15808.11	6306.35	62.3606	71.0525	1.126293	0.8878666	0.1715823	-0.1715852
20	26639.95	17920.89	1594	2744	25045.95	15176.89	82.8727	119.2585	0.7414887	1.348636	-0.4315034	0.4315005
!sample_table_end
