^SAMPLE = GSM62335
!Sample_title = HCC366
!Sample_geo_accession = GSM62335
!Sample_status = Public on Feb 21 2006
!Sample_submission_date = Jun 28 2005
!Sample_last_update_date = Feb 21 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = HCC366 adenocarcinoma cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = HCC366
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = cy5
!Sample_source_name_ch2 = normal male 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = NOVAGEN POOLED NORMAL MALE REFERENCE GENOMIC DNA
!Sample_characteristics_ch2 = 
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = cy3
!Sample_description = cy 5 = sample cy 3= reference
!Sample_data_processing = NONE
!Sample_platform_id = GPL2043
!Sample_contact_name = William,Wallace,Lockwood
!Sample_contact_email = william.lockwood@nih.gov
!Sample_contact_institute = National Human Genome Research Institute
!Sample_contact_address = 50 South Drive
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE2922
!Sample_data_row_count = 104544
#ID_REF = 
#Spot Mean Intensity (w595) = Mean Spot Pixel Intensity - Cy3 channel
#Spot Mean Intensity (w685) = Mean Spot Pixel Intensity - Cy5 channel
#Background Median Intensity (w595) = Median Background Pixel Intensity - Cy3 channel
#Background Median Intensity (w685) = Median Background Pixel Intensity - Cy5 channel
#Spot Normalized Intensity (w595) = Spot Mean - Background Median
#Spot Normalized Intensity (w685) = Spot Mean - Background Median
#Spot SNR (w595) = Signal to noise ratio - Cy3
#Spot SNR (w685) = Signal to noise ratio - Cy5
#Spot Ratio (w595) = Cy3/Cy5
#Spot Ratio (w685) = Cy5/Cy3
#Spot Log2 Ratio (w595) = log2(Cy3/Cy5) (global mean set to "0")
#VALUE = log2(Cy3/Cy5) (global mean set to "0")
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	18709.43	11912.78	1051	2485.5	17658.43	9427.28	447.734	203.2671	0.7663138	1.304944	-0.3839928	0.3839874
2	13401.54	5906.58	1091.5	2499	12310.04	3407.58	216.4629	67.5114	1.477934	0.6766179	0.5635815	-0.5635869
3	21192.04	11673.46	1149	2516	20043.04	9157.46	310.4938	166.7021	0.8954253	1.116784	-0.159355	0.1593496
4	16184.48	10070.82	1108	2485	15076.48	7585.82	249.201	146.0846	0.8130894	1.229873	-0.2985142	0.2985087
5	14520.4	9414.17	1138.5	2500	13381.9	6914.17	236.1573	141.5254	0.791806	1.262931	-0.3367811	0.3367757
6	21205.02	18604.13	1140	2512	20065.02	16092.13	395.459	370.061	0.5101138	1.96034	-0.971109	0.9711037
7	25403.53	17087.38	1155.5	2519.5	24248.03	14567.88	455.191	295.9869	0.680959	1.468512	-0.5543601	0.5543547
8	16663.52	8982.73	1131.5	2508	15532.02	6474.73	356.131	132.4398	0.9814029	1.018946	-0.02708264	0.02707724
9	16717.77	11230.4	1118	2489	15599.77	8741.4	384.494	236.2871	0.7300928	1.369684	-0.4538483	0.4538429
10	17526.77	15430.02	1123	2504	16403.77	12926.02	403.256	411.258	0.5191821	1.926099	-0.9456876	0.9456822
11	18109.89	11687.68	1097	2494	17012.89	9193.68	362.193	200.4161	0.7570589	1.320896	-0.4015227	0.4015172
12	17522.38	9168.38	1126	2489	16396.38	6679.38	504.593	152.2414	1.004276	0.9957389	0.006155177	-0.00616058
13	25677.61	8502.8	1141.5	2499	24536.11	6003.8	397.201	154.2773	1.671938	0.598106	0.7415213	-0.7415267
14	18579.71	11943.35	1177	2519.5	17402.71	9423.85	239.5202	221.949	0.7554911	1.323637	-0.4045134	0.404508
15	15727.94	9029.17	1158.5	2492.5	14569.44	6536.67	251.185	139.3719	0.9118584	1.096657	-0.1331183	0.1331129
16	11598.29	8183.67	1182	2502	10416.29	5681.67	210.6529	137.4275	0.7500284	1.333278	-0.4149829	0.4149775
17	19878.87	9974.08	1235	2507	18643.87	7467.08	385.051	196.4559	1.021471	0.978977	0.0306478	-0.0306532
18	28119.48	13998.18	1257.5	2548	26861.98	11450.18	428.426	239.0767	0.9597691	1.041913	-0.05924077	0.05923537
19	13793.23	7437.99	1216	2527	12577.23	4910.99	245.282	117.8866	1.047749	0.9544237	0.06729273	-0.06729814
20	25217.13	14019.23	1224.5	2532.5	23992.63	11486.73	545.375	255.834	0.8545207	1.170242	-0.2268127	0.2268073
!sample_table_end
