^SAMPLE = GSM84274
!Sample_title = CGH_2005051139_Embryo2_cell5
!Sample_geo_accession = GSM84274
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Feb 20 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 5) gDNA (XY)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	668	557	572	433			
2	731	578	539	423	153		
3	1109	607	1177	468	502	709	-0.47457554
4	1097	599	1148	467	498	681	-0.427986333
5	1006	586	1489	520	420	969	-1.182584615
6	951	618	1229	465	333	764	-1.174527738
7	830	591	936	542	239	394	-0.697662289
8	878	649	1068	581	229	487	-1.065051451
9	1796	600	1836	559	1196	1277	-0.071018413
10	1648	607	1566	508	1041	1058	0.000153164
11	1714	652	1193	586	1062	607	0.830538067
12	1591	624	979	495	967	484	1.022031565
13	1905	589	1517	487	1316	1030	0.377037875
14	1668	602	1413	476	1066	937	0.209609208
15	1810	642	1803	531	1168	1272	-0.099535674
16	1491	591	1400	430	900	970	-0.084537023
17	3223	606	2569	522	2617	2047	0.377925545
18	3055	609	2382	489	2446	1893	0.393272716
19	3732	604	2125	441	3128	1684	0.916871097
20	4020	620	2368	481	3400	1887	0.872963046
!sample_table_end
