^SAMPLE = GSM84271
!Sample_title = CGH_2005051163_Embryo2_cell2
!Sample_geo_accession = GSM84271
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Feb 20 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 2) gDNA (XY)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	825	727	357	267	98	90	0.009218061
2	802	727	424	314	75	110	-0.666179709
3	1018	641	726	227	377	499	-0.518113979
4	1004	665	776	262	339	514	-0.714121773
5	1299	662	999	245	637	754	-0.356909837
6	1414	669	1050	246	745	804	-0.223593762
7	1022	653	723	256	369	467	-0.45344042
8	1043	681	732	261	362	471	-0.493376049
9	1209	645	1188	240	564	948	-0.862830583
10	1173	654	1103	236	519	867	-0.853936141
11	798	659	592	229	139	363	-1.498523352
12	789	647	596	245		351	
13	1264	673	1280	278	591	1002	-0.875291159
14	1124	685	1094	272	439	822	-1.018556141
15	1179	614	1006	193	565	813	-0.638643171
16	1112	667	959	253	445	706	-0.779501534
17	1766	651	1877	249	1115	1628	-0.659695676
18	1758	682	1943	257	1076	1686	-0.761565145
19	2472	661	1889	266	1811	1623	0.04448486
20	1925	659	1375	267	1266	1108	0.078680837
!sample_table_end
