^SAMPLE = GSM84275
!Sample_title = CGH_2005051173_Embryo2_cell6
!Sample_geo_accession = GSM84275
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Feb 20 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 6) gDNA (XY)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	769	670	1202	1008	99	194	-1.16341895
2	722	607	915	696		219	
3	851	570	1366	640	281	726	-1.562262146
4	921	611	1440	625	310	815	-1.587394572
5	822	642	2119	819	180	1300	-3.04530554
6	808	685	1802	883	123	919	-3.094269274
7	885	689	1517	945	196	572	-1.738024221
8	920	634	1370	784	286	586	-1.227748246
9	1132	549	1607	514	583	1093	-1.099588341
10	1599	583	2089	645	1016	1444	-0.700033068
11	963	672	1333	877	291	456	-0.8408774
12	892	616	1220	749	276	471	-0.963921521
13	1383	616	2024	674	767	1350	-1.008523653
14	1501	612	1963	534	889	1429	-0.877613321
15	1152	567	1708	658	585	1050	-1.036743526
16	1198	608	1727	702	590	1025	-0.989699778
17	2545	642	3264	817	1903	2447	-0.555601268
18	2904	611	3340	736	2293	2604	-0.376355822
19	1928	603	3060	734	1325	2326	-1.004721465
20	1881	593	2722	695	1288	2027	-0.847076224
!sample_table_end
