^SAMPLE = GSM84258
!Sample_title = CGH_2005051150_45,X_cell3
!Sample_geo_accession = GSM84258
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Nov 21 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (number 3) gDNA (45,X)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	971	799	790	603	172	187	-0.082091319
2	805	668	373	277	137	96	0.551607968
3	889	608	639	283	281	356	-0.302768725
4	916	601	615	259	315	356	-0.137987027
5	734	637	687	308		379	
6	1240	687	1338	497	553	841	-0.566287934
7	841	692	708	356	149	352	-1.201724712
8	812	632	608	317	180	291	-0.654483861
9	900	592	938	247	308	691	-1.127216974
10	948	601	860	269	347	591	-0.729684082
11	1167	680	603	351	487	252	0.989036425
12	1164	604	540	241	560	299	0.943819729
13	1039	583	908	262	456	646	-0.463961954
14	1041	605	820	262	436	558	-0.317398601
15	977	595	810	285	382	525	-0.420206398
16	937	600	763	263	337	500	-0.530641117
17	1042	631	1294	279	411	1015	-1.265731042
18	1099	591	1356	221	508	1135	-1.121253509
19	2023	631	1386	265	1392	1121	0.350911319
20	1907	608	1215	253	1299	962	0.471831018
!sample_table_end
