^SAMPLE = GSM84268
!Sample_title = CGH_2005051147_Embryo3_cell3
!Sample_geo_accession = GSM84268
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Feb 20 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 3) gDNA (XX)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	767	694	224	183		41	
2	2281	882	1252	313	1399	939	0.57932916
3	849	696	375	167	153	208	-0.438921615
4	967	702	422	172	265	250	0.088194525
5	771	676	463	188		275	
6	791	718	536	191		345	
7	823	706	414	184		230	
8	818	711	396	193		203	
9	903	664	511	170	239	341	-0.508630861
10	1025	682	637	166	343	471	-0.453388223
11	853	702	358	180	151	178	-0.233198432
12	838	697	310	168	141	142	-0.006065507
13	984	679	575	181	305	394	-0.365256127
14	975	685	627	152	290	475	-0.707744353
15	960	674	578	152	286	426	-0.570708023
16	946	691	607	150	255	457	-0.837566658
17	1113	658	918	134	455	784	-0.780856849
18	1260	674	1191	143	586	1048	-0.834535887
19	2557	708	1252	185	1849	1067	0.797315309
20	2112	679	1052	161	1433	891	0.689671533
!sample_table_end
