^SAMPLE = GSM84267
!Sample_title = CGH_2005051146_Embryo3_cell2
!Sample_geo_accession = GSM84267
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Feb 20 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 2) gDNA (XX)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	632	554	263	188			
2	685	592	281	196		85	
3	946	682	701	297	264	404	-0.595276449
4	1042	645	720	289	397	431	-0.100007948
5	691	574	830	212		618	
6	799	609	898	228	190	670	-1.799620763
7	833	629	630	229	204	401	-0.95649217
8	770	579	622	198	191	424	-1.131950712
9	905	613	1135	201	292	934	-1.658913266
10	984	656	1111	283	328	828	-1.317394039
11	817	608	451	229	209	222	-0.06851582
12	771	588	465	210	183	255	-0.460112684
13	1566	649	1148	213	917	935	-0.009503717
14	1643	636	1183	230	1007	953	0.098056478
15	996	643	925	256	353	669	-0.903797113
16	1039	660	997	251	379	746	-0.958436868
17	1066	583	1634	173	483	1461	-1.57832017
18	1246	605	1884	182	641	1702	-1.390293861
19	4695	624	1678	236	4071	1442	1.515852971
20	1817	574	829	201	1243	628	1.003530747
!sample_table_end
