^SAMPLE = GSM84270
!Sample_title = CGH_2005051138_Embryo2_cell1
!Sample_geo_accession = GSM84270
!Sample_status = Public on Feb 01 2006
!Sample_submission_date = Nov 18 2005
!Sample_last_update_date = Feb 20 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Amplified single-cell (blastomere number 1) gDNA (XY)
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Single-cell gDNA following Phi29 whole genome amplification
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy5
!Sample_source_name_ch2 = Non-amplified reference gDNA (46,XX)
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Reference genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy3
!Sample_description = Analysis Phi29 amplified single-cell gDNA versus non-amplified gDNA
!Sample_data_processing = Spot intensities were corrected for local background and only spots with signal intensities at least 1.2-fold above background were included in the analysis and log2 values were calculated. For each array, the normalised ratio was obtained by calculating the median of the log2 signal intensities over all the autosomal fragments with measurements from abnormal chromosomes masked out, and substracting this value from all the signal intensities of the spots on the array
!Sample_platform_id = GPL3091
!Sample_contact_name = Joris,R,Vermeesch
!Sample_contact_email = Joris.Vermeesch@uz.kuleuven.ac.be
!Sample_contact_department = Center for Human Genetics
!Sample_contact_institute = Katholic University Leuven
!Sample_contact_address = Herestraat, 49
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = NONE
!Sample_series_id = GSE3642
!Sample_data_row_count = 8228
#ID_REF = 
#Cy5_signal = Mean of Cy5 foreground intensity
#Cy5_bkg = Median of Cy5 background intensity
#Cy3_signal = Mean of Cy3 foreground intensity
#Cy3_bkg = Median of Cy3 background intensity
#Cy5 = Cy5 signal
#Cy3 = Cy3 signal
#VALUE = Normalised log2 ratio defined as Cy5/Cy3
!sample_table_begin
ID_REF	Cy5_signal	Cy5_bkg	Cy3_signal	Cy3_bkg	Cy5	Cy3	VALUE
1	925	650	915	555	275	360	-0.540325891
2	726	633	669	510		159	
3	1022	613	1414	634	409	780	-1.083133884
4	1169	594	1501	476	575	1025	-0.985750652
5	879	615	1580	599	264	981	-2.04547581
6	933	615	1550	532	318	1018	-1.830399494
7	1203	593	1253	570	610	683	-0.314836939
8	1143	607	1155	558	536	597	-0.307258534
9	1404	635	2363	668	769	1695	-1.291990373
10	1556	630	2373	581	926	1792	-1.104247142
11	749	567	968	529	182	439	-1.422043093
12	770	598	908	533	172	375	-1.276242634
13	2429	612	2172	543	1817	1629	0.005811212
14	2688	666	2239	598	2022	1641	0.149447155
15	1731	624	1936	577	1107	1359	-0.447650837
16	1684	597	1837	454	1087	1383	-0.499209819
17	1652	571	2523	538	1081	1985	-1.028533088
18	1729	598	2489	501	1131	1988	-0.965479431
19	2736	616	2498	512	2120	1986	-0.057561961
20	3421	629	3146	557	2792	2589	-0.042856627
!sample_table_end
