^SAMPLE = GSM35692
!Sample_title = array-CGH - O2
!Sample_geo_accession = GSM35692
!Sample_status = Public on May 27 2005
!Sample_submission_date = Nov 19 2004
!Sample_last_update_date = May 29 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = male reference
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = O2
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = Simple annotation: tumor, Brain
!Sample_description = Image: http://genome-www5.stanford.edu/MicroArray/gifs/2004-04/51532.gif; format: GIF
!Sample_description = Label_ch1 = Cy3
!Sample_description = Label_ch2 = Cy5
!Sample_description = Scanning parameters - Channel 1; Parameters for laser scanning of a hybridized array in channel 1.; Protocol Type = Scanning parameters; Parameter Scanner Make = Axon Instruments (V1.00); Parameter Scan Temperature = 34.02; Parameter Scan Time = 17:00:38; Parameter PMT Volts = 510; Parameter Scan Date = 2004-04-07; Parameter Pixel Size = 10; Parameter Laser on time = 83272; Parameter Focus Position = 0; Parameter Scanner Model = GenePix 4000B [84947]; Parameter Laser Power = 4.09; Parameter Scan Power = 100; Parameter Scanning software version = 2.0.2.6; Parameter Scanning software = AxImageIO; Performer: Markus,,Bredel
!Sample_description = Scanning parameters - Channel 2; Parameters for laser scanning of a hybridized array in channel 2.; Protocol Type = Scanning parameters; Parameter Scanner Make = Axon Instruments (V1.00); Parameter Scan Temperature = 34.02; Parameter Scan Time = 17:00:38; Parameter PMT Volts = 700; Parameter Scan Date = 2004-04-07; Parameter Pixel Size = 10; Parameter Laser on time = 152749; Parameter Focus Position = 0; Parameter Scanner Model = GenePix 4000B [84947]; Parameter Laser Power = 3.58; Parameter Scanning software version = 2.0.2.6; Parameter Scan Power = 100; Parameter Scanning software = AxImageIO; Performer: Markus,,Bredel
!Sample_platform_id = GPL1715
!Sample_contact_name = Markus,,Bredel
!Sample_contact_email = mbredel@stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_institute = Stanford University School of Medicine
!Sample_contact_address =  
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE1991
!Sample_data_row_count = 41664
#ID_REF = ID_REF
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#CH2IN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity (CH2I_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale
#CH2DN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEDIAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#RAT2N_MEDIAN = Channel 2/Channel 1 ratio normalized, RAT2_MEDIAN/Normalization factor or Red/Green median ratio normalized.; Type: float; Scale: linear_scale
#VALUE = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
#LOG_RAT2N_MEDIAN = Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEDIAN)].; Type: float; Scale: log_base_2
#CH1I_MEAN = Mean feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEAN = Mean feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEDIAN = The median feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_MEDIAN = The median feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH1D_MEAN = The mean feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = .The mean feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1I_MEDIAN = Median feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEDIAN = Median feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEAN = The mean feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = The mean feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Background
#CH1D_MEDIAN = The median feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH2D_MEDIAN = The median feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH1_PER_SAT = The percentage of feature pixels at wavelength 532 nm that are saturated.; Type: integer; Scale: linear_scale
#CH2_PER_SAT = The percentage of feature pixels at wavelength 635 nm that are saturated.; Type: integer; Scale: linear_scale
#CH1I_SD = The standard deviation of the feature intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_SD = The standard deviation of the feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_SD = The standard deviation of the feature background intensity at wavelength 532 nm.; Type: float; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_SD = The standard deviation of the feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PERGTBCH1I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#SUM_MEAN = The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#SUM_MEDIAN = The sum of the median intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#RAT1_MEAN = Ratio of the arithmetic mean intensities of each spot for each wavelength, with the median background subtracted. Channel 1/Channel 2 ratio, (CH1I_MEAN - CH1B_MEDIAN)/(CH2I_MEAN - CH2B_MEDIAN) or Green/Red ratio.; Type: float; Scale: linear_scale
#RAT2_MEAN = The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_MEDIAN = The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEAN = The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEDIAN = The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_SD = The geometric standard deviation of the pixel intensity ratios.; Type: float; Scale: linear_scale
#TOT_SPIX = The total number of feature pixels.; Type: integer; Scale: linear_scale
#TOT_BPIX = The total number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#DIAMETER = The diameter in um of the feature-indicator.; Type: integer; Scale: linear_scale
#X_COORD = X-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#Y_COORD = Y-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = The type of flag associated with a feature: -100 = user-flagged null spot; -50 = software-flagged null spot; 0 = spot valid.; Type: integer; Scale: linear_scale
!sample_table_begin
ID_REF	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	CH2IN_MEDIAN	CH2DN_MEDIAN	RAT1N_MEAN	RAT2N_MEDIAN	VALUE	LOG_RAT2N_MEDIAN	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1I_MEDIAN	CH2I_MEDIAN	CH1B_MEAN	CH2B_MEAN	CH1D_MEDIAN	CH2D_MEDIAN	CH1_PER_SAT	CH2_PER_SAT	CH1I_SD	CH2I_SD	CH1B_SD	CH2B_SD	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PERGTBCH1I_2SD	PERGTBCH2I_2SD	SUM_MEAN	SUM_MEDIAN	RAT1_MEAN	RAT2_MEAN	RAT2_MEDIAN	PIX_RAT2_MEAN	PIX_RAT2_MEDIAN	RAT2_SD	TOT_SPIX	TOT_BPIX	REGR	CORR	DIAMETER	X_COORD	Y_COORD	TOP	BOT	LEFT	RIGHT	FLAG
1	605	292	312	.614	577	285	1.63	.565	-.705	-.825	619	544	110	263	509	281	614	519	112	263	504	256	0	0	150	129	18	64	100	97	100	90	790	760	1.811	.552	.508	.509	.548	1.649	72	283	.547	.84	90	2140	6050	36	45	29	38	0
2	680	290	390	.422	667	377	2.371	.383	-1.245	-1.386	1036	612	111	261	925	351	1096	600	113	268	985	339	0	0	211	137	21	68	100	100	100	98	1276	1324	2.635	.379	.344	.362	.371	1.445	54	189	.348	.84	80	2290	6050	37	45	45	53	0
3	931	295	637	.69	946	651	1.449	.728	-.535	-.458	1036	838	113	265	923	573	1008	851	113	273	895	586	0	0	287	171	20	66	100	100	100	100	1496	1481	1.611	.621	.655	.624	.604	1.402	80	307	.581	.91	100	2430	6050	36	46	58	68	0
4	517	317	200	.258	505	188	3.873	.239	-1.954	-2.067	887	465	112	285	775	180	899	454	112	283	787	169	0	0	140	116	19	64	100	80	100	63	955	956	4.306	.232	.215	.188	.221	2.482	47	144	.229	.67	70	2570	6050	37	44	73	80	0
5	1148	298	850	.726	1170	873	1.378	.721	-.463	-.472	1284	1033	112	268	1172	765	1322	1053	113	275	1210	785	0	0	255	191	18	66	100	100	100	100	1937	1995	1.532	.653	.649	.649	.642	1.378	92	315	.63	.94	100	2730	6050	36	46	88	98	0
6	602	311	291	.406	611	300	2.465	.406	-1.302	-1.3	830	542	112	280	718	262	851	550	113	287	739	270	0	0	153	117	21	67	100	95	100	81	980	1009	2.74	.365	.365	.329	.366	1.77	44	139	.35	.76	70	2870	6050	37	44	103	110	0
7	1112	308	804	.96	1109	801	1.041	.95	-.059	-.075	952	1000	115	277	837	723	959	998	116	287	844	721	0	0	200	194	19	71	100	100	100	100	1560	1565	1.158	.864	.854	.862	.842	1.378	89	298	.852	.93	110	3020	6050	35	46	116	127	0
8	989	340	649	.783	998	658	1.277	.771	-.353	-.374	944	890	115	306	829	584	968	898	116	302	853	592	0	0	216	157	21	72	100	100	100	100	1413	1445	1.42	.704	.694	.702	.677	1.382	85	232	.691	.9	100	3160	6050	36	46	131	141	0
9	656	345	311	.538	648	303	1.857	.535	-.893	-.902	694	590	116	310	578	280	683	583	117	306	567	273	0	0	135	115	20	69	100	100	100	93	858	840	2.064	.484	.481	.457	.465	1.52	77	246	.506	.79	100	3310	6050	36	46	146	156	0
10	1196	308	888	.667	1194	886	1.499	.636	-.584	-.654	1443	1076	112	277	1331	799	1506	1074	114	285	1394	797	0	0	332	200	18	72	100	100	100	100	2130	2191	1.666	.6	.572	.609	.56	1.376	79	246	.558	.92	100	3460	6050	36	46	161	171	0
11	724	321	402	.823	713	391	1.215	.831	-.281	-.268	601	651	112	289	489	362	583	641	114	291	471	352	0	0	115	134	20	80	100	100	100	93	851	823	1.351	.74	.747	.708	.719	1.524	74	269	.793	.83	100	3600	6050	36	46	175	185	0
12	707	319	388	.584	693	373	1.712	.562	-.775	-.83	777	636	113	287	664	349	777	623	114	291	664	336	0	0	159	130	19	76	100	100	100	95	1013	1000	1.903	.526	.506	.508	.497	1.507	73	284	.521	.83	100	3750	6050	36	46	190	200	0
13	1227	327	900	.926	1218	891	1.08	.942	-.11	-.086	1085	1104	113	294	972	810	1059	1096	113	295	946	802	0	0	224	239	19	72	100	100	100	100	1782	1748	1.2	.833	.848	.819	.791	1.357	86	259	.831	.94	100	3900	6050	36	46	205	215	0
14	1990	325	1665	1.438	1964	1640	.695	1.36	.524	.443	1272	1790	114	292	1158	1498	1320	1767	116	296	1206	1475	0	0	314	383	20	78	100	100	100	100	2656	2681	.773	1.294	1.223	1.319	1.236	1.36	91	255	1.271	.95	100	4040	6050	36	46	219	229	0
15	669	326	343	.742	674	348	1.348	.761	-.431	-.393	578	602	115	293	463	309	572	606	118	302	457	313	0	0	97	106	21	78	100	98	100	93	772	770	1.498	.667	.685	.636	.686	1.568	79	242	.638	.75	100	4190	6050	36	46	234	244	0
16	2859	329	2530	.791	2930	2601	1.265	.766	-.339	-.385	3314	2572	114	296	3200	2276	3510	2636	118	301	3396	2340	0	0	945	588	22	78	100	100	100	100	5476	5736	1.406	.711	.689	.726	.686	1.386	80	255	.678	.96	100	4330	6050	36	46	248	258	0
17	1269	326	944	.931	1262	936	1.074	.929	-.104	-.106	1129	1142	115	293	1014	849	1122	1135	116	295	1007	842	0	0	232	215	20	76	100	100	100	100	1863	1849	1.194	.837	.836	.833	.817	1.272	80	245	.823	.95	100	4480	6050	36	46	263	273	0
18	1384	309	1075	.812	1385	1076	1.232	.804	-.301	-.314	1438	1245	114	278	1324	967	1452	1246	115	286	1338	968	0	0	289	259	19	77	100	100	100	100	2291	2306	1.369	.73	.723	.722	.733	1.279	78	220	.71	.94	100	4620	6050	36	46	277	287	0
19	1802	311	1491	.845	1728	1417	1.183	.794	-.243	-.332	1878	1621	114	280	1764	1341	1898	1555	117	292	1784	1275	0	0	619	569	24	87	100	100	100	98	3105	3059	1.315	.76	.715	.744	.739	1.612	96	255	.754	.93	110	4770	6050	35	46	291	302	0
20	688	305	383	.389	671	367	2.574	.36	-1.364	-1.474	1100	619	113	274	987	345	1132	604	115	289	1019	330	0	0	260	165	24	80	100	96	100	86	1332	1349	2.861	.35	.324	.306	.329	2.128	87	276	.323	.77	110	4910	6050	35	46	305	316	0
!sample_table_end
