^SAMPLE = GSM91930
!Sample_title = PC3vsXY
!Sample_geo_accession = GSM91930
!Sample_status = Public on Jan 12 2006
!Sample_submission_date = Jan 11 2006
!Sample_last_update_date = Sep 22 2006
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = XY genomic DNA
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = XY genomic DNA
!Sample_molecule_ch1 = genomic DNA
!Sample_label_ch1 = Cy3
!Sample_source_name_ch2 = PC3 genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = PC3 genomic DNA
!Sample_molecule_ch2 = genomic DNA
!Sample_label_ch2 = Cy5
!Sample_description = Simple annotation: prostate cancer, aCGH cell line
!Sample_description = Image: http://smd.stanford.edu/MicroArray/gifs/2002-12/35083.gif
!Sample_data_processing = VALUE is Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm)
!Sample_platform_id = GPL3355
!Sample_contact_name = ,,Stanford Microarray Database
!Sample_contact_email = array@genome.stanford.edu
!Sample_contact_phone = 650-498-6012
!Sample_contact_department = Stanford University, School of Medicine
!Sample_contact_institute = Stanford Microarray Database (SMD)
!Sample_contact_address = 300 Pasteur Drive
!Sample_contact_city = Stanford
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94305
!Sample_contact_country = USA
!Sample_contact_web_link = http://genome-www5.stanford.edu/
!Sample_supplementary_file = NONE
!Sample_series_id = GSE4017
!Sample_series_id = GSE4396
!Sample_data_row_count = 43008
#ID_REF = ID_REF
#CH1I_MEAN = Mean feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEAN = Mean feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEDIAN = The median feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_MEDIAN = The median feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH1D_MEAN = The mean feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2D_MEAN = .The mean feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1I_MEDIAN = Median feature pixel intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale
#CH2I_MEDIAN = Median feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale
#CH1B_MEAN = The mean feature background intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Background
#CH2B_MEAN = The mean feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Background
#CH1D_MEDIAN = The median feature pixel intensity at wavelength 532 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH2D_MEDIAN = The median feature pixel intensity at wavelength 635 nm with the median background subtracted.; Type: integer; Scale: linear_scale
#CH1_PER_SAT = The percentage of feature pixels at wavelength 532 nm that are saturated.; Type: integer; Scale: linear_scale
#CH2_PER_SAT = The percentage of feature pixels at wavelength 635 nm that are saturated.; Type: integer; Scale: linear_scale
#CH1I_SD = The standard deviation of the feature intensity at wavelength 532 nm.; Type: integer; Scale: linear_scale; Channel: Cy3 Channel
#CH2I_SD = The standard deviation of the feature pixel intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH1B_SD = The standard deviation of the feature background intensity at wavelength 532 nm.; Type: float; Scale: linear_scale; Channel: Cy3 Channel; Background
#CH2B_SD = The standard deviation of the feature background intensity at wavelength 635 nm.; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#PERGTBCH1I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_1SD = The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.; Type: integer; Scale: linear_scale
#PERGTBCH1I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#PERGTBCH2I_2SD = The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.; Type: integer; Scale: linear_scale
#SUM_MEAN = The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#SUM_MEDIAN = The sum of the median intensities for each wavelength, with the median background subtracted.; Type: integer; Scale: linear_scale
#RAT1_MEAN = Ratio of the arithmetic mean intensities of each spot for each wavelength, with the median background subtracted. Channel 1/Channel 2 ratio, (CH1I_MEAN - CH1B_MEDIAN)/(CH2I_MEAN - CH2B_MEDIAN) or Green/Red ratio.; Type: float; Scale: linear_scale
#RAT2_MEAN = The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_MEDIAN = The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEAN = The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#PIX_RAT2_MEDIAN = The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.; Type: float; Scale: linear_scale
#RAT2_SD = The geometric standard deviation of the pixel intensity ratios.; Type: float; Scale: linear_scale
#TOT_SPIX = The total number of feature pixels.; Type: integer; Scale: linear_scale
#TOT_BPIX = The total number of background pixels.; Type: integer; Scale: linear_scale
#REGR = The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.; Type: float; Scale: linear_scale
#CORR = The correlation between channel1 (Cy3) & Channel 2 (Cy5) pixels within the spot, and is a useful quality control parameter. Generally, high values imply better fit & good spot quality.; Type: float; Scale: linear_scale
#DIAMETER = The diameter in um of the feature-indicator.; Type: integer; Scale: linear_scale
#X_COORD = X-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#Y_COORD = Y-coordinate of the center of the spot-indicator associated with the spot, where (0,0) is the top left of the image.; Type: integer; Scale: linear_scale
#TOP = Box top: int(((centerX - radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#BOT = Box bottom: int(((centerX + radius) - Xoffset) / pixelSize).; Type: integer; Scale: linear_scale
#LEFT = Box left: int(((centerY - radius) - yoffset) / pixelSize).; Type: integer; Scale: linear_scale
#RIGHT = Box right: int(((centerY + radius) - yoffset) / pixelSize); Type: integer; Scale: linear_scale
#FLAG = The type of flag associated with a feature: -100 = user-flagged null spot; -50 = software-flagged null spot; 0 = spot valid.; Type: integer; Scale: linear_scale
#CH2IN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity (CH2I_MEAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#CH2BN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) background (CH2B_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale; Channel: Cy5 channel; Background
#CH2DN_MEAN = Normalized value of mean Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale; Channel: Cy5 channel
#RAT2N_MEAN = Type: float; Scale: linear_scale
#CH2IN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity (CH2I_MEDIAN/Normalization factor).; Type: integer; Scale: linear_scale
#CH2DN_MEDIAN = Normalized value of median Channel 2 (usually 635 nm) intensity with normalized background subtracted (CH2IN_MEDIAN - CH2BN_MEDIAN).; Type: integer; Scale: linear_scale
#RAT1N_MEAN = Ratio of the means of Channel 1 (usually 532 nm) intensity to normalized Channel 2 (usually 635 nm) intensity with median background subtracted (CH1D_MEAN/CH2DN_MEAN). Channel 1/Channel 2 ratio normalized or Green/Red ratio normalized.; Type: float; Scale: linear_scale
#RAT2N_MEDIAN = Channel 2/Channel 1 ratio normalized, RAT2_MEDIAN/Normalization factor or Red/Green median ratio normalized.; Type: float; Scale: linear_scale
#LOG_RAT2N_MEAN = Log (base 2) of the ratio of the mean of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEAN)].; Type: float; Scale: log_base_2
#VALUE = same as UNF_VALUE but with flagged values removed
#UNF_VALUE = Log (base 2) of the ratio of the median of Channel 2 (usually 635 nm) to Channel 1 (usually 532 nm) [log (base 2) (RAT2N_MEDIAN)].; Type: float; Scale: log_base_2
!sample_table_begin
ID_REF	CH1I_MEAN	CH2I_MEAN	CH1B_MEDIAN	CH2B_MEDIAN	CH1D_MEAN	CH2D_MEAN	CH1I_MEDIAN	CH2I_MEDIAN	CH1B_MEAN	CH2B_MEAN	CH1D_MEDIAN	CH2D_MEDIAN	CH1_PER_SAT	CH2_PER_SAT	CH1I_SD	CH2I_SD	CH1B_SD	CH2B_SD	PERGTBCH1I_1SD	PERGTBCH2I_1SD	PERGTBCH1I_2SD	PERGTBCH2I_2SD	SUM_MEAN	SUM_MEDIAN	RAT1_MEAN	RAT2_MEAN	RAT2_MEDIAN	PIX_RAT2_MEAN	PIX_RAT2_MEDIAN	RAT2_SD	TOT_SPIX	TOT_BPIX	REGR	CORR	DIAMETER	X_COORD	Y_COORD	TOP	BOT	LEFT	RIGHT	FLAG	CH2IN_MEAN	CH2BN_MEDIAN	CH2DN_MEAN	RAT2N_MEAN	CH2IN_MEDIAN	CH2DN_MEDIAN	RAT1N_MEAN	RAT2N_MEDIAN	LOG_RAT2N_MEAN	VALUE	UNF_VALUE
1	679	302	319	173	360	129	670	277	332	178	351	104	0	0	150	127	92	58	100	75	83	50	489	455	2.791	.358	.296	.425	.503	2.026	12	104	.341	.59	50	2310	8990	48	53	40	45	0	343	197	147	.407	315	118	2.456	.337	-1.296	-1.57	-1.57
2	858	481	309	166	549	315	855	511	314	174	546	345	0	0	240	155	72	55	96	96	96	84	864	891	1.743	.574	.632	.557	.594	2.095	32	170	.567	.81	60	2460	8990	48	54	55	61	0	547	189	358	.652	581	392	1.534	.718	-.617	-.478	-.478
3	407	201	307	171	100	30	327	182	306	177	20	11	0	0	243	107	67	60	34	26	26	11	130	31	3.333	.3	.55	.575	.579	4.25	52	266	.226	.32	80	2610	8990	47	55	69	77	-50	228	194	34	.341	207	13	2.933	.625	-1.553		-.678
4	439	238	297	179	142	59	301	193	302	180	4	14	0	0	332	139	68	61	34	34	26	26	201	18	2.407	.415	3.5	.539	.521	2.189	52	268	.357	.58	80	2750	8990	47	55	83	91	-50	270	203	67	.472	219	16	2.118	3.977	-1.083		1.992
5	1234	547	300	161	934	386	1334	528	303	165	1034	367	0	0	332	121	73	56	100	100	100	100	1320	1401	2.42	.413	.355	.423	.4	1.404	12	104	.354	.88	50	2890	9000	49	54	98	103	0	622	183	439	.47	600	417	2.129	.403	-1.09	-1.31	-1.31
6	759	703	297	186	462	517	787	658	297	186	490	472	0	0	279	272	69	66	87	100	81	93	979	962	.894	1.119	.963	1.072	.967	1.8	32	230	1.086	.84	70	3040	8990	47	54	112	119	0	799	211	588	1.272	748	536	.786	1.095	.347	.13	.13
7	1068	455	302	164	766	291	1175	471	312	174	873	307	0	0	419	193	78	66	100	91	83	75	1057	1180	2.632	.38	.352	.336	.41	1.789	12	98	.331	.8	50	3190	8980	47	52	128	133	0	517	186	331	.432	535	349	2.316	.4	-1.212	-1.323	-1.323
8	849	705	279	172	570	533	904	762	289	179	625	590	0	0	344	305	79	58	90	90	90	87	1103	1215	1.069	.935	.944	1.005	.935	2.964	32	164	.921	.85	60	3340	8990	48	54	143	149	0	801	195	606	1.063	866	670	.941	1.073	.088	.101	.101
9	779	322	276	175	503	147	784	331	280	179	508	156	0	0	218	88	66	60	96	80	94	65	650	664	3.422	.292	.307	.293	.321	2.626	52	328	.241	.54	90	3480	8990	46	55	155	164	0	366	199	167	.332	376	177	3.011	.349	-1.59	-1.519	-1.519
10	411	221	275	175	136	46	309	197	284	181	34	22	0	0	228	97	68	59	38	36	28	19	182	56	2.957	.338	.647	.763	.695	5.542	52	246	.251	.38	80	3630	8990	47	55	171	179	-50	251	199	52	.384	224	25	2.602	.735	-1.379		-.444
11	737	337	277	179	460	158	735	336	288	186	458	157	0	0	160	96	71	65	100	80	100	59	618	615	2.911	.343	.343	.321	.354	2.079	52	328	.298	.57	90	3770	8980	45	54	184	193	0	383	203	180	.39	382	178	2.562	.39	-1.357	-1.36	-1.36
12	773	401	293	186	480	215	767	388	298	201	474	202	0	0	195	94	74	74	100	96	100	75	695	676	2.233	.448	.426	.444	.451	1.884	32	225	.365	.69	70	3920	8990	47	54	200	207	0	456	211	244	.509	441	230	1.965	.484	-.974	-1.046	-1.046
13	791	492	283	181	508	311	811	488	285	184	528	307	0	0	197	120	73	58	100	100	94	94	819	835	1.633	.612	.581	.62	.635	1.585	52	254	.562	.84	80	4070	8990	47	55	215	223	0	559	206	353	.696	555	349	1.437	.661	-.523	-.598	-.598
14	1346	1026	281	192	1065	834	1375	1031	288	194	1094	839	0	0	330	270	75	66	100	100	100	100	1899	1933	1.277	.783	.767	.786	.776	1.342	80	409	.765	.93	110	4210	8990	45	56	227	238	0	1166	218	948	.89	1172	953	1.124	.871	-.168	-.198	-.198
15	682	414	280	187	402	227	679	410	350	194	399	223	0	0	152	111	1177	67	0	92	0	81	629	622	1.771	.565	.559	.525	.538	1.853	80	338	.006	.06	100	4360	8990	46	56	243	253	0	470	213	258	.642	466	253	1.558	.635	-.64	-.655	-.655
16	1692	1371	280	178	1412	1193	1708	1389	349	185	1428	1211	0	0	368	341	1152	64	70	100	0	100	2605	2639	1.184	.845	.848	.842	.854	1.313	80	353	.823	.94	100	4500	8990	46	56	257	267	0	1558	202	1356	.96	1578	1376	1.042	.964	-.059	-.053	-.053
17	1486	1106	269	180	1217	926	1576	1134	279	186	1307	954	0	0	415	357	74	65	100	100	100	100	2143	2261	1.314	.761	.73	.754	.731	1.347	80	333	.758	.94	100	4650	8990	46	56	272	282	0	1257	205	1052	.865	1289	1084	1.157	.829	-.21	-.27	-.27
18	309	203	270	179	39	24	275	193	272	184	5	14	0	0	128	73	66	63	28	23	13	13	63	19	1.625	.615	2.8	1.064	.858	4.741	52	234	.262	.16	80	4790	8990	47	55	287	295	-50	231	203	27	.699	219	16	1.43	3.182	-.516		1.67
19	1618	1410	272	178	1346	1232	1613	1446	273	185	1341	1268	0	0	340	390	74	60	100	100	100	100	2578	2609	1.093	.915	.946	.88	.933	1.482	52	326	.904	.94	90	4940	8980	45	54	301	310	0	1602	202	1400	1.04	1643	1441	.961	1.075	.057	.104	.104
20	889	543	258	182	631	361	851	552	265	188	593	370	0	0	222	140	72	65	100	100	100	100	992	963	1.748	.572	.624	.565	.574	1.614	52	304	.522	.81	90	5090	8990	46	55	316	325	0	617	207	410	.65	627	420	1.538	.709	-.621	-.496	-.496
!sample_table_end
