^SAMPLE = GSM282642
!Sample_title = 2270_Dualchip
!Sample_geo_accession = GSM282642
!Sample_status = Public on Apr 22 2008
!Sample_submission_date = Apr 18 2008
!Sample_last_update_date = Apr 22 2008
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = normal female DNA 
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Female genomic DNA 
!Sample_biomaterial_provider_ch1 = Promega, Madison, WI
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Commercial DNA
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Two Âµg of reference DNA were digested with AluI/RsaI restriction enzyme (5 U each) mix (Promega, Madison, WI) at 37Â°C for 2 hours in a ThermoStat heating block (Eppendorf). Two Âµl of digested genomic DNA were run on a 0.8% agarose gel stained with SYBR SafeTM (Invitrogen Life Technologies, Carlsbad, CA) to assess the completeness of digestion. The average size of fragments was between 200 and 500 bp. Digested DNA was concentrated to a final volume of 21 Âµl in a Concentrator 5301 (Eppendorf) at 30Â°C. DNA was labeled with Cy3-dCTP (Perkin Elmer, Wellesley, MA) using the Random-Primed Bioprime DNA Labeling kit (Invitrogen Life Technologies). Briefly, 50 ul reaction contained dATP, dGTP and dTTP (120 uM each), dCTP (60 uM) and Cy3-dCTP (60 uM). After incubation with Klenow Fragment (40 U) at 37Â°C for 2 hours, the enzyme was inactivate by heating at 65Â°C for 20 minutes. Unincorporated nucleotides were removed on Microcon YM-30 filters (Millipore, Billerica, MA) by using 1X TE (pH 8.0) buffer, according to manufacturerâs protocol. 
!Sample_source_name_ch2 = #2270 tumor DNA 
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Human primary neuroblastoma tumor sample (frozen).
!Sample_characteristics_ch2 = The surgically resected tumor was handled according to guidelines by the International Neuroblastoma Pathology Committee (Shimada H, Umehara S, Monobe Y, Hachitanda Y, Nakagawa A, Goto S, Gerbing RB, Stram DO, Lukens JN, Matthay KK. International neuroblastoma pathology classification for prognostic evaluation of patients with peripheral neuroblastic tumors: a report from the Children's Cancer Group. Cancer 2001;92:2451-61) and tumor cell content was evaluated. The sample was classified as "Neuroblastoma Schwannian stroma poor tumor" containing more than 80% malignant neuroblasts and having diploid DNA. According to the criteria of the International Neuroblastoma Staging System, the tumor was classified as stage 4S neuroblastoma. 
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Total genomic DNA was extracted from the tumor sample according to Sambrook et al. (Sambrook J, Fritsch EF and Maniatis T: Molecular Cloning. A Laboratory Manual. Second edition. Cold Spring Harbor Laboratory Press, 1989)
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Two Âµg of test DNA were digested with AluI/RsaI restriction enzyme (5 U each) mix (Promega, Madison, WI) at 37Â°C for 2 hours in a ThermoStat heating block (Eppendorf). Two Âµl of digested genomic DNA were run on a 0.8% agarose gel stained with SYBR SafeTM (Invitrogen Life Technologies, Carlsbad, CA) to assess the completeness of digestion. The average size of fragments was between 200 and 500 bp. Digested DNA was concentrated to a final volume of 21 Âµl in a Concentrator 5301 (Eppendorf) at 30Â°C. DNA was labeled with Cy5-dCTP (Perkin Elmer, Wellesley, MA) using the Random-Primed Bioprime DNA Labeling kit (Invitrogen Life Technologies). Briefly, 50 ul reaction contained dATP, dGTP and dTTP (120 uM each), dCTP (60 uM) and Cy5-dCTP (60 uM). After incubation with Klenow Fragment (40 U) at 37Â°C for 2 hours, the enzyme was inactivate by heating at 65Â°C for 20 minutes. Unincorporated nucleotides were removed on Microcon YM-30 filters (Millipore, Billerica, MA) by using 1X TE (pH 8.0) buffer, according to manufacturerâs protocol. 
!Sample_hyb_protocol = One ÂµL of labeled DNA was quantified using ND-1000 spectrophotometer (NanoDrop Technologies, Wilmington, DE) and the specific activity of the labeled DNA was calculated. One Âµg of each cyanine 5- and cyanine 3-labeled samples were mixed with 50 ug of human Cot-1 DNA and 100 ug of yeast tRNA (Invitrogen Life Technologies) and ethanol-precipitated. The solution was rinsed twice in cold 70% ethanol and air-dried. Ten ul of HybriBuffer A and 40 Âµl of HybriBuffer B (both supplied with the Eppendorf DualChipÂ® kit) were added to the dried labeled sample mixture, 50 Âµg of salmon sperm DNA (Eppendorf) and 100 Âµg of BSA (Promega). An appropriate volume of RNase-free water was added to bring a final volume of 100 Âµl. After denaturation at 95Â°C for 3 minutes, samples were pre-annealed at 37Â°C for 2 hours. Hybridization mixes were injected into hybridization frames according to the DualChipÂ® manual and slides (DualChipÂ® human cancer 1.1) were hybridized at 60Â°C for 12-16 hours in a ThermoMixer Plus (Eppendorf) with a mixing frequency of 1400 rpm. Washing steps were performed in glass dishes and with agitation according to the DualChipÂ® manual.
!Sample_scan_protocol = Spot fluorescences were measured by using a G2565BA scanner (Agilent Technologies, Santa Clara, CA) checking "flipping the tif-image", with 5 Âµm scan resolution, and both Red and Green PMTs set to 100%. 
!Sample_description = Images were processed by Adaptive method of QuantArrayÂ® 3.0 Analysis software (Perkin-Elmer) and mean signal and background intensities were calculated. 
!Sample_description = Probes for âinternal standardsâ, âpositive hybridization/orientation controlâ probes and âpositive biotin detection controlâ spots were excluded from the following analysis because they do not represent any genomic sequence. 
!Sample_data_processing = Spots with a Signal-to-Noise-Ratio (SNR) value < 2 on both channels were considered unreliable and were filtered out. Whenever a spot did not pass this criterion for only one channel, the spot was included in the analysis. The log-intensity of each spot was written as M = log2R - log2G (R and G: background-corrected red and green intensities for each spot). Log-intensity of each spot was written as A = Â½ (log2R + log2G), a measure of the overall brightness of the spot. Background-subtracted fluorescence log-ratios were normalized within each array by using loess normalization (Smyth, G.K. and T.P. Speed. 2003. Normalization of cDNA microarray data. Methods. 31(4): 265-273) available in Bioconductor Limma package (http://www.bioconductor.org; Smyth, G.K., Michaud, J., and H.S. Scott. 2005. Use of within-array replicate spots for assessing differential expression in microarray experiments. Bioinformatics. 21(9): 2067-2075), in order to correct the log-ratios for both spatial variation and intensity-based trends. The loess curve was constructed by a series of local regressions, one for each point in the MA-plot (Dudoit, S. Yang, Y.H., Callow, M.J., and T.P. Speed. 2002. Statistical methods for identifying differentially expressed genes in replicated cDNA microarray experiments. Statistica Sinica. 12: 111-140), for 120 invariant genes known to be not gained not lost in the tumor sample.
!Sample_data_processing = A threshold method was then applied to automatically classify gene gains or losses (Scaruffi, P. Moretti, S., Coco, S., Mazzocco, K., Defferrari, R., Albino, D., Bonassi, S., and G.P. Tonini. 2006. Oligonucleotide array Comparative Genomic Hybridization profiling of neuroblastoma tumours. Cancer Genomics & Proteomics. 3: 245-252). In each array, the normalized ratios corresponding to the 120 reference genes were plotted to a normal quantile-quantile (QQ) plot to establish the threshold bounds for gain/loss assessment. Based on the proportion of ratios which lay on the line passing through the first and third quartiles in all QQ plots, for each array j, the two thresholds, c+j and câj, were computed, such that c+j = Meanj + StDevj and c-j = Meanj - StDevj where Meanj and StDevj were the mean and the standard deviation of ratio distribution of spots corresponding to the 120 control genes on the j-th array, respectively. Then, those probes whose ratio on each array j was greater than c+j were scored as gain. Conversely, those probes whose ratio on the array j was lower than the câj were scored as loss. Each gene was classified as lost or gained when at least 2 out of the 3 corresponding replicated probes were scored as loss or gain, respectively. 
!Sample_platform_id = GPL6745
!Sample_contact_name = PAOLA,,SCARUFFI
!Sample_contact_email = paola.scaruffi@hsanmartino.it
!Sample_contact_laboratory = Center of Physiopathology of Human Reproduction
!Sample_contact_institute = "San Martino" Hospital
!Sample_contact_address = LARGO R. BENZI, 10
!Sample_contact_city = Genova
!Sample_contact_state = GE
!Sample_contact_zip/postal_code = 16132
!Sample_contact_country = Italy
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM282nnn/GSM282642/suppl/GSM282642.txt.gz
!Sample_series_id = GSE11225
!Sample_data_row_count = 293
#ID_REF = 
#ch1_sig_mean = signal count for channel 1 (mean of 3 replicated spot)
#ch1_bck_mean = background count for channel 1 (mean of 3 replicated spot)
#c2_sig_mean = signal count for channel 1 (mean of 3 replicated spot)
#c2_bkg_mean = background count for channel 1 (mean of 3 replicated spot)
#VALUE = normalized log2 ratio data (test/reference)
!sample_table_begin
ID_REF	ch1_sig_mean	ch1_bck_mean	c2_sig_mean	c2_bkg_mean	VALUE
A2M	46561	26200.38151	43640.33333	20650.23242	0.953041536
ABCC1	41477	26116.16016	36493	20668.11719	1.171498432
ABI2	45507	26142.48633	39049	20571.05208	0.913070667
ACTB	59419.59115	24752.36263	62674.20182	22662.18424	1.015908889
ACVRL1	63733.14974	26461.15039	59966.50651	20974.1276	0.927726718
ADAM17	55819.66667	25415.56901	48751.4987	20613.41081	0.806346556
ADAM9	44019	25814.14714	37984	20555.00586	0.965179348
AKT1	55940.0612	24247.64714	59992.29688	22565.09701	1.031602681
ALDOA	57223.66667	25481.26042	55044.11068	21924.00911	0.932967886
ANGPT1	45507	26127.00846	42315	20722.71419	0.98301509
AREG	42779	26168.19466	48364.66667	20687.36784	1.420162138
ARHGAP1	58182.1263	25764.09896	59841.36198	22839.27018	0.993931512
ARHGDIA	64433.42318	25487.96419	64770.26432	22688.5931	0.983569878
ATM	51955	26028.62044	47006.5	20697.85872	0.896553405
AXL	61008.91406	25344.91992	58482.36849	20567.47591	0.929471392
BAD	58827.0026	26030.98438	54197.80469	20601.99219	0.904393383
BAK1	57137.85547	26238.32617	51556.64583	20725.53776	0.880488296
BARD1	52327	26051.2513	49092.01042	20976.43034	0.888873124
BAX	48917	26014.88542	47616.16016	20650.26367	0.926225586
BCL2	47181	25921.69596	42457	20604.38737	0.866260607
!sample_table_end
