^SAMPLE = GSM812
!Sample_title = CGH_Albertson_MDA-MB-231
!Sample_geo_accession = GSM812
!Sample_status = Public on Feb 12 2002
!Sample_submission_date = Jan 17 2002
!Sample_last_update_date = May 27 2005
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Cell line MDA-MB-231
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = genomic DNA
!Sample_source_name_ch2 = normal male reference genomic DNA
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = genomic DNA
!Sample_description = ATCC cell line <a href="http://www.atcc.org/SearchCatalogs/longview.cfm?view=ce,4910459,HTB-26&text=HTB%2D26">HTB-26</a>.
!Sample_description = Breast adenocarcinoma derived from pleural effusion in a 51 year old female.
!Sample_description = The cell line is aneuploid female, with chromosome counts in the near-triploid range. Normal chromosomes N8 and N15 were absent. Eleven stable rearranged marker chromosomes are noted as well as unassignable chromosomes in addition to the majority of autosomes that are trisomic. Many of the marker chromosomes are identical to those shown in the karyotype reported by K.L. Satya-Prakash, et al.
!Sample_platform_id = GPL28
!Sample_contact_name = Donna,G,Albertson
!Sample_contact_email = albertson@cc.ucsf.edu
!Sample_contact_phone = 415 502-8463
!Sample_contact_department = Comprehensive Cancer Center
!Sample_contact_institute = University of California San Francisco
!Sample_contact_address =  
!Sample_contact_city = San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94143
!Sample_contact_country = USA
!Sample_supplementary_file = NONE
!Sample_series_id = GSE16
!Sample_data_row_count = 2463
#ID_REF = Unique row identifier, genome position order
#VALUE = aka LOG2RATIO, mean of log base 2 of LINEAR_RATIO
#LINEAR_RATIO = Mean of replicate Cy3/Cy5 ratios
#LOG2STDDEV = Standard deviation of VALUE
#NO_REPLICATES = Number of replicate spot measurements
!sample_table_begin
ID_REF	VALUE	LINEAR_RATIO	LOG2STDDEV	NO_REPLICATES
1	-0.531156	0.692	0.008186	3
2				0
3	0.014983	1.010439	0.020834	3
4	0.043509	1.030617	0.022214	3
5	-0.121819	0.919028	0.003021	3
6	0.13793	1.100325	0.0113	3
7	0.015925	1.011099	0.002442	3
8	0.042648	1.030002	0.019782	3
9	0.10912	1.07857	0.017698	3
10	0.114804	1.082828	0.006084	3
11	-0.016648	0.988527	0.007786	3
12				0
13	-0.007754	0.99464	0.022295	3
14	0.067413	1.047836	0.00725	3
15	0.060716	1.042983	0.035449	3
16	0.05966	1.04222	0.013185	3
17	0.097127	1.069641	0.019934	2
18	0.30131	1.232263	0.047627	3
19	0.078308	1.055779	0.023895	3
20	-0.060923	0.95865	0.008043	3
!sample_table_end
