^SAMPLE = GSM489362
!Sample_title = SF7030 p53 WT pten WT Map250kNsp
!Sample_geo_accession = GSM489362
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 23 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107461,PRBID:PRB16749,SRCNAME:7030,RAWFILE:16749_7030_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = sample id: SF7030
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: wt
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: wt
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107461,PRBID:PRB16749,SRCNAME:7030,RAWFILE:16749_7030_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3718
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM489nnn/GSM489362/suppl/GSM489362.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 262338
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780619	1.94884049892426	2.01060271263123	1.44896960258484	2.02883577346802
SNP_A-1780618	1.92200350761414	2.02309203147888	2.62412643432617	2.02214479446411
SNP_A-1780617	2.39156174659729	2.01456451416016	2.37357568740845	2.01912403106689
SNP_A-1780778	1.24284124374390	2.01811456680298	1.13587415218353	2.0344557762146
SNP_A-1780616	1.67888450622559	2.01144599914551	1.31264770030975	2.01439714431763
SNP_A-1780613	1.60510873794556	2.01144599914551	1.57070577144623	2.02896904945374
SNP_A-1780419	1.99537932872772	2.01060271263123	2.31788444519043	2.02883577346802
SNP_A-1780612	1.75082147121429	2.01060271263123	1.9869145154953	2.02883577346802
SNP_A-1780418	2.49673366546631	2.01811456680298	2.25594520568848	2.03357219696045
SNP_A-1780611	2.30655241012573	2.02309203147888	2.37791061401367	2.02214479446411
SNP_A-1780610	2.16204428672791	2.02178835868835	2.07347869873047	1.99362337589264
SNP_A-1780415	2.4591965675354	2.01811456680298	3.27378439903259	2.03357219696045
SNP_A-1780576	1.75341069698334	2.01060271263123	1.7911593914032	2.02883577346802
SNP_A-1780413	2.51837825775146	2.21498656272888	2.62021923065186	2.30146718025208
SNP_A-1780412	2.65324139595032	2.01811456680298	2.31750011444092	2.03357219696045
SNP_A-1780574	3.02473139762878	2.02587056159973	2.82391834259033	2.04514026641846
SNP_A-1780379	1.87873291969299	2.02576875686646	1.58729135990143	2.03954195976257
SNP_A-1780572	2.23335552215576	2.01827669143677	2.22047686576843	2.02769947052002
SNP_A-1780378	1.69190311431885	2.01827669143677	1.33324444293976	2.02769947052002
SNP_A-1780377	1.51210570335388	2.21498656272888	1.20877861976624	2.30146718025208
!sample_table_end
