^SAMPLE = GSM489363
!Sample_title = SF7034 p53 WT pten WT Map250kNsp
!Sample_geo_accession = GSM489363
!Sample_status = Public on Apr 22 2010
!Sample_submission_date = Dec 23 2009
!Sample_last_update_date = Apr 22 2010
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = SRCID:SRC107462,PRBID:PRB16751,SRCNAME:7034,RAWFILE:16751_7034_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = sample id: SF7034
!Sample_characteristics_ch1 = source: UCSF
!Sample_characteristics_ch1 = genome/variation: p53 exon 4-8 mutation status: wt
!Sample_characteristics_ch1 = genome/variation: pten exon 5-6 mutation status: wt
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Qiagen's  AllPrep DNA/RNA extraction kit (Catalog #80204) was used to extract DNA and RNA according to manufacturer's protocol
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix 500K Human Mapping 500K array manual
!Sample_hyb_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_scan_protocol = According to manufacturer's protocol (Affymetrix)
!Sample_description = SRCID:SRC107462,PRBID:PRB16751,SRCNAME:7034,RAWFILE:16751_7034_GBMTumors_SPR460_Map250kNsp.CEL
!Sample_data_processing = The genotyping copy number data were generated with Affymetrix's CNAT algorithm, version 4.  Nsp and Sty copy number data were also estimated using the dChip algorithm (2006 version, build Dec 22, 2005), normalized against normal hapmap samples (downloaded from affymetrix). Segmentation of copy number data was performed with GLAD, version: 1.16.0.
!Sample_platform_id = GPL3718
!Sample_contact_name = Anthony,Steve,Guerrero
!Sample_contact_department = Bioinformatics
!Sample_contact_institute = Genentech
!Sample_contact_address = 1 DNA Way
!Sample_contact_city = South San Francisco
!Sample_contact_state = CA
!Sample_contact_zip/postal_code = 94080
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM489nnn/GSM489363/suppl/GSM489363.CEL.gz
!Sample_series_id = GSE19612
!Sample_data_row_count = 262338
#ID_REF = Probe
#CNAT4 = Affy CNAT4 normalized copy number
#CNAT4_GLAD = Affy CNAT4 normalized copy number following GLAD segmentation
#dCHIP = dChip normalized copy number
#VALUE = dChip normalized copy number following GLAD segmentation
!sample_table_begin
ID_REF	CNAT4	CNAT4_GLAD	dCHIP	VALUE
SNP_A-1780619	2.3626172542572	2.28249073028564	1.91112565994263	2.39458441734314
SNP_A-1780618	1.91117382049561	1.96924340724945	2.38710165023804	1.94883632659912
SNP_A-1780617	2.24940752983093	1.96076202392578	2.29853701591492	1.96103668212891
SNP_A-1780778	1.54181861877441	1.96374893188477	1.63840007781982	1.95565640926361
SNP_A-1780616	1.66580557823181	1.95987546443939	1.67044746875763	1.95860397815704
SNP_A-1780613	1.76805603504181	1.95571887493134	1.87339234352112	1.96103644371033
SNP_A-1780419	2.57198810577393	2.28249073028564	2.91889023780823	2.39458441734314
SNP_A-1780612	2.14044976234436	2.28249073028564	2.67125248908997	2.39458441734314
SNP_A-1780418	2.33704566955566	1.96374893188477	2.24905467033386	1.97675812244415
SNP_A-1780611	2.52402806282043	1.96924340724945	2.5125412940979	1.94883632659912
SNP_A-1780610	2.04724526405334	1.98089575767517	1.78010690212250	1.96622252464294
SNP_A-1780415	2.83739304542542	1.96374893188477	3.60949397087097	1.97675812244415
SNP_A-1780576	1.86591339111328	2.28249073028564	1.74851858615875	2.39458441734314
SNP_A-1780413	1.75098407268524	1.97556316852570	1.55765128135681	1.97772431373596
SNP_A-1780412	2.11708331108093	1.96374893188477	1.76952290534973	1.94640207290649
SNP_A-1780574	2.48330760002136	1.96627831459045	2.30920839309692	1.96561682224274
SNP_A-1780379	1.65117156505585	1.97432637214661	1.38489687442780	1.96022868156433
SNP_A-1780572	2.33186459541321	1.97226440906525	2.10072135925293	1.96382510662079
SNP_A-1780378	1.83292663097382	1.97226440906525	1.72890794277191	1.96382510662079
SNP_A-1780377	1.60808765888214	1.97556316852570	1.43953680992126	1.97772431373596
!sample_table_end
