^SAMPLE = GSM909215
!Sample_title = IMPC_MP44_tumoral sample
!Sample_geo_accession = GSM909215
!Sample_status = Public on Apr 01 2014
!Sample_submission_date = Apr 04 2012
!Sample_last_update_date = Apr 01 2014
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = IMPC tumoral sample
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: breast cancer
!Sample_characteristics_ch1 = tissue subtype: Invasive Micropapillary Carcinoma (IMPC)
!Sample_characteristics_ch1 = tumor grade: 3
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from tumor fragments using a standard phenol/chloroform procedure. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = As per manufacturer (Affymetrix)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The arrays were then washed using Affymetrix fluidics stations, and scanned using the Gene Chip Scanner 3000 to generate .CEL files for downstream analysis.
!Sample_description = Hybridized to SNP6.0
!Sample_data_processing = CEL files and TXT files (generated by Affymetrix Genotyping Console 3.0.1) were processed by GAP (Popova T et al, Genome Biol, 2009) and PartekÂ® GS software version 6.5 build 6.10.1020
!Sample_platform_id = GPL6801
!Sample_contact_name = Jaydutt,D,Bhalshankar
!Sample_contact_email = jaydutt.bhalshankar@curie.fr
!Sample_contact_phone = 0330156246517
!Sample_contact_laboratory = Genetics and Biology of Cancer
!Sample_contact_department = INSERM UNIT 830
!Sample_contact_institute = Institut CURIE
!Sample_contact_address = 26 rue d'Ulm
!Sample_contact_city = Paris
!Sample_contact_zip/postal_code = 75248
!Sample_contact_country = France
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM909nnn/GSM909215/suppl/GSM909215_BC25_ADN0038_s1h1_snp6.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM909nnn/GSM909215/suppl/GSM909215_BC25_ADN0038_s1h1_snp6.birdseed-v2.chp.gz
!Sample_series_id = GSE37035
!Sample_data_row_count = 909622
#ID_REF = PROBE SET NAME
#VALUE = CALL
#CONFIDENCE = 
#FORCED CALL = 
#SIGNAL A = 
#SIGNAL B = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	SIGNAL A	SIGNAL B
SNP_A-2131660	BB	0.002335	BB	539.615845	2798.097168
SNP_A-1967418	BB	0.038520	BB	423.056030	829.157349
SNP_A-1969580	BB	0.004825	BB	962.375793	2816.855225
SNP_A-4263484	BB	0.005521	BB	771.246277	1726.839966
SNP_A-1978185	AA	0.001952	AA	1633.599731	413.012115
SNP_A-4264431	AB	0.003684	AB	1379.085938	1018.052368
SNP_A-1980898	AB	0.001842	AB	858.600647	686.332153
SNP_A-1983139	AA	0.004747	AA	2704.857422	922.343262
SNP_A-4265735	AB	0.002889	AB	1471.111816	1540.767822
SNP_A-1995832	BB	0.001950	BB	634.378601	2162.125244
SNP_A-1995893	BB	0.001836	BB	607.835815	2545.530518
SNP_A-1997689	BB	0.007252	BB	635.711792	2560.090088
SNP_A-1997709	AA	0.004018	AA	1438.638306	374.431732
SNP_A-1997896	AB	0.003853	AB	1058.951172	1620.008179
SNP_A-1997922	AB	0.001339	AB	840.219666	854.435547
SNP_A-2000230	AA	0.024029	AA	1703.891724	662.797852
SNP_A-2000332	AA	0.001173	AA	3322.474365	875.662964
SNP_A-2000337	AA	0.005691	AA	1048.885132	482.599487
SNP_A-2000342	AA	0.006827	AA	3053.148926	832.137451
SNP_A-4268173	AA	0.000085	AA	1635.146606	347.555969
!sample_table_end
