^SAMPLE = GSM911517
!Sample_title = Chronic lymphocytic leukemia 135
!Sample_geo_accession = GSM911517
!Sample_status = Public on Oct 11 2012
!Sample_submission_date = Apr 09 2012
!Sample_last_update_date = Oct 11 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = peripherel blood
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: mononuclear cells CD19+
!Sample_characteristics_ch1 = disease state: Chronic lymphocytic leukemia
!Sample_characteristics_ch1 = pair: 135
!Sample_treatment_protocol_ch1 = None
!Sample_growth_protocol_ch1 = None
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = Genomic DNA was extracted from mononuclear cell preparations from peripheral blood (CD19 positive and negative fraction after immunomagnetic tumor cell enrichment by Midi MACS, Miltenyi BiotecÂ®; Bergisch Gladbach, Germany) using the Qiagen DNA Blood Mini Kit. DNA quality and quantity was assessed using a Nanodrop Spectrophotometer and agarose gel electrophoresis.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As per manufacturer (AffymetrixÂ®)
!Sample_hyb_protocol = DNA was restriction digested, PCR amplified, fragmented, labeled and hybridized to each array according to the manufacturer's instructions.
!Sample_scan_protocol = The Arrays were then washed using AffymetrixÂ® fluidics stations, and scanned using the Gene Chip Scanner 3000.
!Sample_description = Hybridized to GenomeWide SNP 6.0 array
!Sample_data_processing = CEL-files were generated using Affymetrix Command console software
!Sample_data_processing = CHP-files were generated using Affymetrix Genotyping console (BRLMM2)
!Sample_platform_id = GPL6801
!Sample_contact_name = Karlheinz,,Holzmann
!Sample_contact_email = karlheinz.holzmann@uni-ulm.de
!Sample_contact_laboratory = Genomics Core Facility
!Sample_contact_department = Medical Faculty
!Sample_contact_institute = Ulm University
!Sample_contact_address = Helmholtzstreet 8/1
!Sample_contact_city = Ulm
!Sample_contact_zip/postal_code = D-89081
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM911nnn/GSM911517/suppl/GSM911517_CLL135.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM911nnn/GSM911517/suppl/GSM911517_CLL135.chp.gz
!Sample_series_id = GSE36908
!Sample_data_row_count = 909622
#ID_REF = PROBE SET NAME
#VALUE = genotype call
#CONFIDENCE = 
#FORCED CALL = 
#SIGNAL A = 
#SIGNAL B = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	SIGNAL A	SIGNAL B
SNP_A-2131660	BB	0.003183	BB	667.921997	2183.306396
SNP_A-1967418	BB	0.010137	BB	323.190094	595.900146
SNP_A-1969580	BB	0.041280	BB	1702.463501	3813.041748
SNP_A-4263484	AB	0.004562	AB	1748.071777	1200.028809
SNP_A-1978185	AA	0.006070	AA	1380.773804	297.097626
SNP_A-4264431	AB	0.004439	AB	1045.994507	930.282898
SNP_A-1980898	AA	0.002399	AA	1278.616943	225.046204
SNP_A-1983139	AA	0.001851	AA	2268.695801	733.344482
SNP_A-4265735	BB	0.021782	BB	449.389557	1119.635010
SNP_A-1995832	AB	0.012205	AB	1754.674072	1348.326050
SNP_A-1995893	AB	0.004234	AB	1393.804932	1534.727051
SNP_A-1997689	BB	0.012029	BB	644.100708	2288.158691
SNP_A-1997709	AA	0.002994	AA	1580.528320	294.932770
SNP_A-1997896	AA	0.003765	AA	1415.466797	493.770966
SNP_A-1997922	AB	0.012283	AB	673.566040	519.989136
SNP_A-2000230	AA	0.009270	AA	2043.400635	925.086060
SNP_A-2000332	AA	0.008725	AA	2715.324463	594.775146
SNP_A-2000337	AA	0.003847	AA	1545.533813	301.448151
SNP_A-2000342	AA	0.002473	AA	3318.548340	1052.460083
SNP_A-4268173	AA	0.002850	AA	1334.125854	303.699615
!sample_table_end
