^SAMPLE = GSM917299
!Sample_title = Primary medulloblastoma sample_MDT-MB-4 [SNP]
!Sample_geo_accession = GSM917299
!Sample_status = Public on Jul 27 2012
!Sample_submission_date = Apr 18 2012
!Sample_last_update_date = Jul 27 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Primary medulloblastoma
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: Primary medulloblastoma
!Sample_characteristics_ch1 = age: 6.6
!Sample_characteristics_ch1 = gender: F
!Sample_characteristics_ch1 = histological subtype: Classic
!Sample_characteristics_ch1 = subgroup: Group 4
!Sample_treatment_protocol_ch1 = N/A
!Sample_growth_protocol_ch1 = N/A
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = High molecular weight genomic DNA was extracted from primary tissue and cell lines using either the standard SDS/Proteinase K method or Qiagen DNEasy Blood and Tissue Kits.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As directed by the manufacturer (Affymetrix)
!Sample_hyb_protocol = As directed by the manufacturer (Affymetrix)
!Sample_scan_protocol = As directed by the manufacturer (Affymetrix)
!Sample_description = MDT-MB-4
!Sample_data_processing = SNP genotyping was performed using the birdseed algorithm (v2) available in Affymetrix Genotyping Console 4.0.  For copy number analysis, CEL files were quantile normalized and signal intensities estimated using the MBEI method in dChip.
!Sample_platform_id = GPL6801
!Sample_contact_name = Paul,A.,Northcott
!Sample_contact_email = panorthcott@gmail.com
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address = Im Neuenheimer Feld 280
!Sample_contact_city = HEIDELBERG
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM917nnn/GSM917299/suppl/GSM917299_MT631_MDT-MB-4.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM917nnn/GSM917299/suppl/GSM917299_MT631_MDT-MB-4.birdseed.chp.gz
!Sample_series_id = GSE37384
!Sample_series_id = GSE37385
!Sample_data_row_count = 934968
#ID_REF = PROBE SET NAME
#VALUE = CALL
#CONFIDENCE = 
#FORCED CALL = 
#SIGNAL A = 
#SIGNAL B = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	SIGNAL A	SIGNAL B
SNP_A-2131660	BB	0.010808	BB	726.180359	1951.049927
SNP_A-1967418	BB	0.003046	BB	318.016388	797.569397
SNP_A-1969580	BB	0.005147	BB	1834.016968	5243.456543
SNP_A-4263484	BB	0.002395	BB	454.306152	1566.220093
SNP_A-1978185	AA	0.004851	AA	949.174255	259.349792
SNP_A-4264431	AA	0.002871	AA	2699.858154	470.326080
SNP_A-1980898	BB	0.003255	BB	356.732452	1738.652954
SNP_A-1983139	AA	0.000673	AA	1741.735229	513.199707
SNP_A-4265735	AA	0.006307	AA	2082.016602	466.029327
SNP_A-1995832	BB	0.007528	BB	487.410645	2131.762939
SNP_A-1995893	BB	0.001867	BB	470.326080	2096.773438
SNP_A-1997689	BB	0.003579	BB	565.663513	2624.342285
SNP_A-1997709	AA	0.009834	AA	1498.513550	330.901611
SNP_A-1997896	AA	0.029507	AA	3173.024170	514.241089
SNP_A-1997922	BB	0.004368	BB	512.136475	1646.947876
SNP_A-2000230	AA	0.004956	AA	2147.759766	847.610962
SNP_A-2000332	BB	0.000633	BB	1167.432495	3773.669922
SNP_A-2000337	AA	0.002791	AA	1498.513550	315.871277
SNP_A-2000342	AA	0.009330	AA	3037.499268	1052.518799
SNP_A-4268172	AA	0.001302	AA	844.255615	303.444641
!sample_table_end
