^SAMPLE = GSM918842
!Sample_title = Primary medulloblastoma sample_MDT-MB-875 [SNP]
!Sample_geo_accession = GSM918842
!Sample_status = Public on Jul 27 2012
!Sample_submission_date = Apr 19 2012
!Sample_last_update_date = Jul 27 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Primary medulloblastoma
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: Primary medulloblastoma
!Sample_characteristics_ch1 = age: 6.4
!Sample_characteristics_ch1 = gender: F
!Sample_characteristics_ch1 = histological subtype: Classic
!Sample_characteristics_ch1 = subgroup: SHH
!Sample_treatment_protocol_ch1 = N/A
!Sample_growth_protocol_ch1 = N/A
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = High molecular weight genomic DNA was extracted from primary tissue and cell lines using either the standard SDS/Proteinase K method or Qiagen DNEasy Blood and Tissue Kits.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As directed by the manufacturer (Affymetrix)
!Sample_hyb_protocol = As directed by the manufacturer (Affymetrix)
!Sample_scan_protocol = As directed by the manufacturer (Affymetrix)
!Sample_description = MDT-MB-875
!Sample_data_processing = SNP genotyping was performed using the birdseed algorithm (v2) available in Affymetrix Genotyping Console 4.0.  For copy number analysis, CEL files were quantile normalized and signal intensities estimated using the MBEI method in dChip.
!Sample_platform_id = GPL6801
!Sample_contact_name = Paul,A.,Northcott
!Sample_contact_email = panorthcott@gmail.com
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address = Im Neuenheimer Feld 280
!Sample_contact_city = HEIDELBERG
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM918nnn/GSM918842/suppl/GSM918842_MT770_MDT-MB-874.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM918nnn/GSM918842/suppl/GSM918842_MT770_MDT-MB-874.birdseed.chp.gz
!Sample_series_id = GSE37384
!Sample_series_id = GSE37385
!Sample_data_row_count = 934968
#ID_REF = PROBE SET NAME
#VALUE = CALL
#CONFIDENCE = 
#FORCED CALL = 
#SIGNAL A = 
#SIGNAL B = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	SIGNAL A	SIGNAL B
SNP_A-2131660	BB	0.002054	BB	691.020264	2773.526611
SNP_A-1967418	BB	0.002062	BB	245.239304	688.693481
SNP_A-1969580	BB	0.007676	BB	1210.046021	5039.094727
SNP_A-4263484	AB	0.002574	AB	1811.673218	1088.801636
SNP_A-1978185	AA	0.000578	AA	1194.127075	326.595917
SNP_A-4264431	AB	0.002011	AB	1495.761475	1246.965820
SNP_A-1980898	BB	0.012096	BB	348.368866	1008.939880
SNP_A-1983139	AA	0.005023	AA	1696.458618	382.278839
SNP_A-4265735	BB	0.038462	BB	485.918854	2398.405273
SNP_A-1995832	AB	0.007368	AB	1012.643127	945.008545
SNP_A-1995893	AB	0.006452	AB	1137.549683	1522.379639
SNP_A-1997689	BB	0.003009	BB	671.396179	2768.581787
SNP_A-1997709	AA	0.007902	AA	1505.321045	203.770920
SNP_A-1997896	AA	0.001007	AA	2028.924438	484.718536
SNP_A-1997922	AB	0.003827	AB	1079.015869	1033.578247
SNP_A-2000230	AA	0.001165	AA	2499.444092	1070.020630
SNP_A-2000332	AA	0.003912	AA	3841.368652	866.471375
SNP_A-2000337	AA	0.002557	AA	1492.137451	312.510071
SNP_A-2000342	AA	0.000850	AA	3476.903564	859.028137
SNP_A-4268172	AB	0.009312	AB	535.693848	612.443237
!sample_table_end
