^SAMPLE = GSM919110
!Sample_title = Primary medulloblastoma sample_MDT-MB-1127 [SNP]
!Sample_geo_accession = GSM919110
!Sample_status = Public on Jul 27 2012
!Sample_submission_date = Apr 19 2012
!Sample_last_update_date = Jul 27 2012
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Primary medulloblastoma
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: Primary medulloblastoma
!Sample_characteristics_ch1 = age: 11.0
!Sample_characteristics_ch1 = gender: M
!Sample_characteristics_ch1 = histological subtype: Large Cell/Anaplastic
!Sample_characteristics_ch1 = subgroup: Group 4
!Sample_treatment_protocol_ch1 = N/A
!Sample_growth_protocol_ch1 = N/A
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = High molecular weight genomic DNA was extracted from primary tissue and cell lines using either the standard SDS/Proteinase K method or Qiagen DNEasy Blood and Tissue Kits.
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = As directed by the manufacturer (Affymetrix)
!Sample_hyb_protocol = As directed by the manufacturer (Affymetrix)
!Sample_scan_protocol = As directed by the manufacturer (Affymetrix)
!Sample_description = MDT-MB-1127
!Sample_data_processing = SNP genotyping was performed using the birdseed algorithm (v2) available in Affymetrix Genotyping Console 4.0.  For copy number analysis, CEL files were quantile normalized and signal intensities estimated using the MBEI method in dChip.
!Sample_platform_id = GPL6801
!Sample_contact_name = Paul,A.,Northcott
!Sample_contact_email = panorthcott@gmail.com
!Sample_contact_institute = German Cancer Research Center (DKFZ)
!Sample_contact_address = Im Neuenheimer Feld 280
!Sample_contact_city = HEIDELBERG
!Sample_contact_zip/postal_code = 69120
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM919nnn/GSM919110/suppl/GSM919110_MT1018_MDT-MB-1127.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM919nnn/GSM919110/suppl/GSM919110_MT1018_MDT-MB-1127.birdseed.chp.gz
!Sample_series_id = GSE37384
!Sample_series_id = GSE37385
!Sample_data_row_count = 934968
#ID_REF = PROBE SET NAME
#VALUE = CALL
#CONFIDENCE = 
#FORCED CALL = 
#SIGNAL A = 
#SIGNAL B = 
!sample_table_begin
ID_REF	VALUE	CONFIDENCE	FORCED CALL	SIGNAL A	SIGNAL B
SNP_A-2131660	BB	0.002128	BB	700.718323	2779.193115
SNP_A-1967418	AB	0.006747	AB	596.790039	428.360199
SNP_A-1969580	BB	0.003023	BB	1487.000122	4452.408691
SNP_A-4263484	AA	0.001443	AA	2376.527832	408.944092
SNP_A-1978185	AA	0.010594	AA	1688.124390	360.350861
SNP_A-4264431	AB	0.004063	AB	1367.306885	1140.350830
SNP_A-1980898	BB	0.000646	BB	280.127258	1438.260010
SNP_A-1983139	AA	0.002724	AA	1356.768799	431.928497
SNP_A-4265735	AA	0.009805	AA	1117.855225	347.054932
SNP_A-1995832	BB	0.003010	BB	522.657227	1512.354492
SNP_A-1995893	BB	0.001468	BB	375.206818	2120.339600
SNP_A-1997689	BB	0.006919	BB	853.378235	3647.068848
SNP_A-1997709	AA	0.001531	AA	1636.621094	289.951111
SNP_A-1997896	BB	0.003568	BB	816.529602	3121.317871
SNP_A-1997922	AA	0.004029	AA	1134.253418	310.140076
SNP_A-2000230	AA	0.006046	AA	2177.962891	1108.774536
SNP_A-2000332	AA	0.001665	AA	3272.789795	866.890198
SNP_A-2000337	AA	0.002761	AA	1758.508423	262.183777
SNP_A-2000342	AA	0.006078	AA	3319.008301	1060.865967
SNP_A-4268172	AA	0.001912	AA	677.306458	273.633942
!sample_table_end
