^SAMPLE = GSM284818
!Sample_title = Oral107
!Sample_geo_accession = GSM284818
!Sample_status = Public on Jul 01 2009
!Sample_submission_date = Apr 26 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Oral_Specimen_107
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Formalin-fixed paraffin-embedded oral specimen.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = All lesions were microdissected, and the dissected tissues were places in sodium dodecyl sulfate/proteinase K at 55Â°C and spiked twice a day for 72 hours with fresh proteinase K. Genomic DNA was extracted with phenol/chloroform and  with ethanol.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each).  Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_source_name_ch2 = normal male
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Novagen pooled normal male genomic DNA.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Purchased genomic DNA.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each). Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_hyb_protocol = Probes were combined, denatured and annealed in a solution containing 100 ug human Cot-1 DNA (Invitrogen) and 48 ul DIG Easy hybridization solution (Roche) containing sheared herring sperm DNA (Sigma-Aldrich) and yeast tRNA (Calbiochem). Probe was denautred at 85Â°C for 5 minutes, and repetitive sequences were blocked at 45Â°C for 1 hour prior to hybridization. The probe mixture was applied to the slide surface and hybridized for 36 hrs at 45Â°C. The arrays were washed 5 times in 0.1X SSC, 0.1% SDS at room temperature with agitation. Each array was then rinsed repeatedly in 0.1X SSC and dried by centrifugation.
!Sample_scan_protocol = A charge-coupled device (CCD) scanner system (ARrayworx eAuto, API, Issaquah, WA) was used to determine the signal intensities of the Cyanine 5/Cyanine3 channels. Arrays were scanned at a 9.75um resolution; exposure times for each image wavelength were usually between 0.2 to 2 sec. Images were analyzed by SoftWoRx Tracker analysis software (Applied Precision, Issaquah, WA, USA).
!Sample_description = N/A
!Sample_data_processing = A three-step normalization procedure [Khojasteh et al. BMC Bioinformatics 6:274, 2005] was performed to each raw data.
!Sample_platform_id = GPL2616
!Sample_contact_name = T,,Buys
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics and Developmental Biology
!Sample_contact_institute = British Columbia Cancer Research Centre
!Sample_contact_address = 675 W.10th Avenue
!Sample_contact_city = Vancouver
!Sample_contact_state = BC
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM284nnn/GSM284818/suppl/GSM284818.txt.gz
!Sample_series_id = GSE11275
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean intensity of spot for Cy3 channel
#Spot Mean Intensity (w685) = Mean intensity of spot for Cy5 channel
#Background Median Intensity (w595) = Median signal intensity from area around spot for Cy3 channel
#Background Median Intensity (w685) = Median signal intensity from area around spot for Cy5 channel
#Spot Normalized Intensity (w595) = Locally normalized value for mean intensity of spot for Cy3 channel
#Spot Normalized Intensity (w685) = Locally normalized value for mean intensity of spot for Cy5 channel
#Spot SNR (w595) = Column "Spot Mean Intensity (w595)" divided by column "Background Median Intensity (w595)"
#Spot SNR (w685) = Column "Spot Mean Intensity (w685)" divided by column "Background Median Intensity (w685)"
#Spot Ratio (w595) = Column "Spot Normalized Intensity (w595)" divided by column "Spot Normalized Intensity (w685)"
#Spot Ratio (w685) = Column "Spot Normalized Intensity (w685)" divided by column "Spot Normalized Intensity (w595)"
#Spot Log2 Ratio (w595) = log2 for column labeled "Spot Ratio (595)"
#VALUE = log 2 ratio test/reference (Spot log2 ratio (w595) column following spatial bias normalization)
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	2894.118	1264.627	366	364	2528.118	900.627	179.9143	69.809	1.340991	0.7456599	0.4233	0.03764
2	3036.539	1149.085	365	367	2671.539	782.085	196.9889	108.3762	1.631854	0.612753	0.7065125	0.317306
3	1929.457	910.403	360	359.5	1569.457	550.903	186.8013	39.0823	1.360969	0.7347145	0.4446342	0.051334
4	1785.301	811.434	364	360	1421.301	451.434	47.8993	26.78259	1.504063	0.6648151	0.5888649	0.196578
5	2401.809	969.478	363.5	361.5	2038.309	607.978	120.4498	70.6812	1.601607	0.6243251	0.6795205	0.287424
6	1631.865	834.054	367.5	356.5	1264.365	477.554	75.8324	42.1709	1.264806	0.790575	0.3389156	-0.053944
7	1882.582	928.369	368.5	360.5	1514.082	567.869	75.4863	41.8938	1.273724	0.7850397	0.3490524	-0.039357
8	1038.227	605.691	364	362	674.227	243.6907	40.6119	20.27066	1.321724	0.7565296	0.4024214	0.001639
9	1612.735	850.379	351	358	1261.735	492.379	93.4654	37.9433	1.224173	0.8168159	0.2918071	-0.091971
10	2926.558	1303.221	358	357	2568.558	946.221	174.5043	68.0569	1.296793	0.7710742	0.3749481	0.014761
11	2794.577	1248.68	358	357	2436.577	891.68	177.164	61.6157	1.305404	0.765988	0.3844962	0.028936
12	2178.179	1019.726	361	359	1817.179	660.726	144.1078	45.0258	1.313863	0.7610564	0.3938146	0.035589
13	3290.64	1474.381	359.5	358.5	2931.139	1115.881	224.8085	90.4943	1.254851	0.7968463	0.3275164	-0.021423
14	2866.853	1250.8	357	356	2509.853	894.8	149.4645	76.3584	1.339973	0.7462266	0.4222041	0.072005
15	2280.143	942.949	353	354	1927.143	588.949	129.296	38.9046	1.563184	0.639671	0.6444877	0.292349
16	3461.05	1337.621	349	358	3112.049	979.621	249.4489	66.233	1.517617	0.6588777	0.6018072	0.259438
17	3224.88	1453.268	355	352.5	2869.876	1100.768	188.869	98.8811	1.245493	0.8028337	0.3167168	-0.018934
18	2319.167	1081.255	350.5	353	1968.667	728.255	146.6892	60.7392	1.291406	0.7742909	0.3689424	-0.002646
19	3093.562	1398.305	350	360	2743.562	1038.305	68.0281	82.8674	1.262304	0.792142	0.336059	0.013305
20	2679.87	1270.24	353	351.5	2326.87	918.74	182.293	79.0478	1.209911	0.826444	0.2749009	-0.047567
!sample_table_end
