^SAMPLE = GSM284816
!Sample_title = Oral116
!Sample_geo_accession = GSM284816
!Sample_status = Public on Jul 01 2009
!Sample_submission_date = Apr 26 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Oral_Specimen_116
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Formalin-fixed paraffin-embedded oral specimen.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = All lesions were microdissected, and the dissected tissues were places in sodium dodecyl sulfate/proteinase K at 55Â°C and spiked twice a day for 72 hours with fresh proteinase K. Genomic DNA was extracted with phenol/chloroform and  with ethanol.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each).  Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_source_name_ch2 = Normal male
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Novagen pooled normal male genomic DNA.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Purchased genomic DNA.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each). Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_hyb_protocol = Probes were combined, denatured and annealed in a solution containing 100 ug human Cot-1 DNA (Invitrogen) and 48 ul DIG Easy hybridization solution (Roche) containing sheared herring sperm DNA (Sigma-Aldrich) and yeast tRNA (Calbiochem). Probe was denautred at 85Â°C for 5 minutes, and repetitive sequences were blocked at 45Â°C for 1 hour prior to hybridization. The probe mixture was applied to the slide surface and hybridized for 36 hrs at 45Â°C. The arrays were washed 5 times in 0.1X SSC, 0.1% SDS at room temperature with agitation. Each array was then rinsed repeatedly in 0.1X SSC and dried by centrifugation.
!Sample_scan_protocol = A charge-coupled device (CCD) scanner system (ARrayworx eAuto, API, Issaquah, WA) was used to determine the signal intensities of the Cyanine 5/Cyanine3 channels. Arrays were scanned at a 9.75um resolution; exposure times for each image wavelength were usually between 0.2 to 2 sec. Images were analyzed by SoftWoRx Tracker analysis software (Applied Precision, Issaquah, WA, USA).
!Sample_description = N/A
!Sample_data_processing = A three-step normalization procedure [Khojasteh et al. BMC Bioinformatics 6:274, 2005] was performed to each raw data.
!Sample_platform_id = GPL2616
!Sample_contact_name = T,,Buys
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics and Developmental Biology
!Sample_contact_institute = British Columbia Cancer Research Centre
!Sample_contact_address = 675 W.10th Avenue
!Sample_contact_city = Vancouver
!Sample_contact_state = BC
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM284nnn/GSM284816/suppl/GSM284816.txt.gz
!Sample_series_id = GSE11275
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean intensity of spot for Cy3 channel
#Spot Mean Intensity (w685) = Mean intensity of spot for Cy5 channel
#Background Median Intensity (w595) = Median signal intensity from area around spot for Cy3 channel
#Background Median Intensity (w685) = Median signal intensity from area around spot for Cy5 channel
#Spot Normalized Intensity (w595) = Locally normalized value for mean intensity of spot for Cy3 channel
#Spot Normalized Intensity (w685) = Locally normalized value for mean intensity of spot for Cy5 channel
#Spot SNR (w595) = Column "Spot Mean Intensity (w595)" divided by column "Background Median Intensity (w595)"
#Spot SNR (w685) = Column "Spot Mean Intensity (w685)" divided by column "Background Median Intensity (w685)"
#Spot Ratio (w595) = Column "Spot Normalized Intensity (w595)" divided by column "Spot Normalized Intensity (w685)"
#Spot Ratio (w685) = Column "Spot Normalized Intensity (w685)" divided by column "Spot Normalized Intensity (w595)"
#Spot Log2 Ratio (w595) = log2 for column labeled "Spot Ratio (595)"
#VALUE = log 2 ratio test/reference (Spot log2 ratio (w595) column following spatial bias normalization)
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	3146.717	1319.566	351	332	2795.717	987.566	83.6423	68.6589	0.9121858	1.096227	-0.1326003	-0.100471
2	3836.1	1302.561	380	331	3456.1	971.561	80.9556	46.2698	1.146233	0.8723902	0.1969004	0.099022
3	2722.437	1010.699	365.5	322.5	2356.937	688.199	139.6762	64.7976	1.103545	0.9061363	0.1421459	0.038914
4	3372.36	1147.85	373	322.5	2999.363	825.35	230.8938	59.3681	1.170974	0.8539578	0.2277093	0.125645
5	3679.59	1141.484	358	333	3321.59	808.484	159.6507	71.7284	1.323824	0.7553594	0.4047109	0.30272
6	3849.49	1568.527	355.5	329	3493.99	1239.527	149.7336	137.8031	0.9082846	1.100935	-0.1387836	-0.246806
7	3873.51	1382.535	350	328	3523.51	1054.535	183.6319	84.2258	1.07664	0.9287805	0.1065363	0.006286
8	3064.239	1017.743	351.5	334	2712.739	683.743	122.1717	50.8083	1.278413	0.7821904	0.3543541	0.243609
9	3092.576	1197.017	346	328	2746.576	869.017	110.2078	89.9331	1.018403	0.9818928	0.02630853	-0.08686
10	4532.48	1777.39	344	321	4188.48	1456.39	177.2096	149.7958	0.9266925	1.079066	-0.1098375	-0.196759
11	4882.56	1622.222	353	316	4529.56	1306.222	24.52601	53.3076	1.117364	0.8949296	0.1600997	0.068586
12	4539.68	1516.299	349	317	4190.68	1199.299	19.4734	42.7589	1.125935	0.8881174	0.1711236	0.082748
13	7288.96	2376.242	352	313	6936.96	2063.242	310.2378	157.3135	1.083366	0.9230146	0.1155205	0.005223
14	8561.26	2126.573	358	312	8203.26	1814.573	478.359	127.145	1.456694	0.6864603	0.5426978	0.431186
15	5119.35	1681.866	353	316	4766.35	1365.866	318.861	102.3238	1.124434	0.8893026	0.1691996	0.073482
16	5395.98	1761.423	352	317	5043.98	1444.423	319.957	101.595	1.125214	0.8886862	0.1701999	0.073658
17	4427.34	1703.371	369	319	4058.34	1384.371	227.6443	119.5008	0.9446092	1.058599	-0.08221042	-0.171508
18	3068.02	1208.137	397	314	2671.02	894.137	112.2637	88.0989	0.962563	1.038854	-0.05504716	-0.041828
19	2759.03	1061.869	420.5	311.5	2338.53	750.369	89.7594	62.8924	1.00421	0.9957702	0.006061074	-0.063503
20	3273.32	1233.131	448	316	2825.323	917.131	110.9333	66.082	0.9926425	1.007374	-0.01065386	-0.079738
!sample_table_end
