^SAMPLE = GSM284814
!Sample_title = Oral114
!Sample_geo_accession = GSM284814
!Sample_status = Public on Jul 01 2009
!Sample_submission_date = Apr 26 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Oral_Specimen_114
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Formalin-fixed paraffin-embedded oral specimen.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = All lesions were microdissected, and the dissected tissues were places in sodium dodecyl sulfate/proteinase K at 55Â°C and spiked twice a day for 72 hours with fresh proteinase K. Genomic DNA was extracted with phenol/chloroform and  with ethanol.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each).  Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_source_name_ch2 = Normal male
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Novagen pooled normal male genomic DNA.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Purchased genomic DNA.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each). Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_hyb_protocol = Probes were combined, denatured and annealed in a solution containing 100 ug human Cot-1 DNA (Invitrogen) and 48 ul DIG Easy hybridization solution (Roche) containing sheared herring sperm DNA (Sigma-Aldrich) and yeast tRNA (Calbiochem). Probe was denautred at 85Â°C for 5 minutes, and repetitive sequences were blocked at 45Â°C for 1 hour prior to hybridization. The probe mixture was applied to the slide surface and hybridized for 36 hrs at 45Â°C. The arrays were washed 5 times in 0.1X SSC, 0.1% SDS at room temperature with agitation. Each array was then rinsed repeatedly in 0.1X SSC and dried by centrifugation.
!Sample_scan_protocol = A charge-coupled device (CCD) scanner system (ARrayworx eAuto, API, Issaquah, WA) was used to determine the signal intensities of the Cyanine 5/Cyanine3 channels. Arrays were scanned at a 9.75um resolution; exposure times for each image wavelength were usually between 0.2 to 2 sec. Images were analyzed by SoftWoRx Tracker analysis software (Applied Precision, Issaquah, WA, USA).
!Sample_description = N/A
!Sample_data_processing = A three-step normalization procedure [Khojasteh et al. BMC Bioinformatics 6:274, 2005] was performed to each raw data.
!Sample_platform_id = GPL2616
!Sample_contact_name = T,,Buys
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics and Developmental Biology
!Sample_contact_institute = British Columbia Cancer Research Centre
!Sample_contact_address = 675 W.10th Avenue
!Sample_contact_city = Vancouver
!Sample_contact_state = BC
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM284nnn/GSM284814/suppl/GSM284814.txt.gz
!Sample_series_id = GSE11275
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean intensity of spot for Cy3 channel
#Spot Mean Intensity (w685) = Mean intensity of spot for Cy5 channel
#Background Median Intensity (w595) = Median signal intensity from area around spot for Cy3 channel
#Background Median Intensity (w685) = Median signal intensity from area around spot for Cy5 channel
#Spot Normalized Intensity (w595) = Locally normalized value for mean intensity of spot for Cy3 channel
#Spot Normalized Intensity (w685) = Locally normalized value for mean intensity of spot for Cy5 channel
#Spot SNR (w595) = Column "Spot Mean Intensity (w595)" divided by column "Background Median Intensity (w595)"
#Spot SNR (w685) = Column "Spot Mean Intensity (w685)" divided by column "Background Median Intensity (w685)"
#Spot Ratio (w595) = Column "Spot Normalized Intensity (w595)" divided by column "Spot Normalized Intensity (w685)"
#Spot Ratio (w685) = Column "Spot Normalized Intensity (w685)" divided by column "Spot Normalized Intensity (w595)"
#Spot Log2 Ratio (w595) = log2 for column labeled "Spot Ratio (595)"
#VALUE = log 2 ratio test/reference (Spot log2 ratio (w595) column following spatial bias normalization)
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	2897.264	463.792	1118	325	1779.264	138.7924	23.98803	11.7486	2.364426	0.4228865	1.24149	0.524669
2	2489.39	446.468	955	329	1534.39	117.4675	10.51892	9.61028	2.409178	0.415031	1.268541	0.460986
3	2354.442	416.558	896	329.5	1458.442	87.0584	11.27852	7.44739	3.089792	0.3236087	1.62751	0.799847
4	2287.702	431.464	867	331	1420.702	100.4643	10.97167	7.16366	2.60821	0.3833602	1.38306	0.547524
5	3497.22	535.24	810	342	2687.22	193.24	29.67413	20.15993	2.564823	0.3898452	1.358859	0.558612
6	2772.867	572.344	779	342	1993.867	230.3444	31.7778	19.61376	1.596502	0.6262965	0.6749148	-0.139141
7	2797.431	617.559	777.5	337.5	2019.931	280.0588	54.8158	22.55321	1.330266	0.751642	0.4117147	-0.396542
8	2258.96	481.768	785.5	330	1473.46	151.7677	40.7841	12.8203	1.790648	0.5583922	0.8404815	0.000658
9	2355.419	505.933	788	321.5	1567.419	184.4333	47.9063	14.81465	1.567461	0.6379001	0.64843	-0.18361
10	3243.51	677.517	763	322	2480.506	355.517	69.2427	27.61926	1.28686	0.7769952	0.3638548	-0.33774
11	2715.881	602.226	771	323	1944.881	279.2262	53.7987	21.77156	1.284659	0.778326	0.361386	-0.34188
12	2790.182	585.662	801	323	1989.182	262.6624	36.9889	22.34	1.396779	0.7158495	0.4821042	-0.211291
13	3258.3	678.975	783	322	2475.3	356.975	47.1472	27.64544	1.278914	0.7818227	0.3549189	-0.315406
14	3392.19	684.217	788	320	2604.193	364.217	53.5959	30.42666	1.318756	0.7582027	0.399177	-0.269671
15	3016.025	608	797	320	2219.025	288	39.2654	31.00294	1.421087	0.7036047	0.5069954	-0.153967
16	3039.667	631.705	859	323	2180.667	308.7051	39.5474	26.62981	1.302857	0.767455	0.3816783	-0.273493
17	3092.976	629.143	858.5	322	2234.476	307.1429	49.9355	27.41673	1.341796	0.7451833	0.4241652	-0.227774
18	1510.183	392.622	819	323	691.183	69.6219	18.43935	6.40235	1.831041	0.546074	0.8726639	0.010052
19	1817.082	425.397	870	321	947.082	104.3972	9.26027	7.39163	1.673207	0.5975851	0.7426164	-0.019478
20	2062.814	468.471	928	323	1134.814	145.4714	9.28562	9.29756	1.438793	0.6949465	0.5248587	-0.21298
!sample_table_end
