^SAMPLE = GSM284815
!Sample_title = Oral115
!Sample_geo_accession = GSM284815
!Sample_status = Public on Jul 01 2009
!Sample_submission_date = Apr 26 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Oral_Specimen_115
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Formalin-fixed paraffin-embedded oral specimen.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = All lesions were microdissected, and the dissected tissues were places in sodium dodecyl sulfate/proteinase K at 55Â°C and spiked twice a day for 72 hours with fresh proteinase K. Genomic DNA was extracted with phenol/chloroform and  with ethanol.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each).  Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_source_name_ch2 = Normal male
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Novagen pooled normal male genomic DNA.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Purchased genomic DNA.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each). Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_hyb_protocol = Probes were combined, denatured and annealed in a solution containing 100 ug human Cot-1 DNA (Invitrogen) and 48 ul DIG Easy hybridization solution (Roche) containing sheared herring sperm DNA (Sigma-Aldrich) and yeast tRNA (Calbiochem). Probe was denautred at 85Â°C for 5 minutes, and repetitive sequences were blocked at 45Â°C for 1 hour prior to hybridization. The probe mixture was applied to the slide surface and hybridized for 36 hrs at 45Â°C. The arrays were washed 5 times in 0.1X SSC, 0.1% SDS at room temperature with agitation. Each array was then rinsed repeatedly in 0.1X SSC and dried by centrifugation.
!Sample_scan_protocol = A charge-coupled device (CCD) scanner system (ARrayworx eAuto, API, Issaquah, WA) was used to determine the signal intensities of the Cyanine 5/Cyanine3 channels. Arrays were scanned at a 9.75um resolution; exposure times for each image wavelength were usually between 0.2 to 2 sec. Images were analyzed by SoftWoRx Tracker analysis software (Applied Precision, Issaquah, WA, USA).
!Sample_description = N/A
!Sample_data_processing = A three-step normalization procedure [Khojasteh et al. BMC Bioinformatics 6:274, 2005] was performed to each raw data.
!Sample_platform_id = GPL2616
!Sample_contact_name = T,,Buys
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics and Developmental Biology
!Sample_contact_institute = British Columbia Cancer Research Centre
!Sample_contact_address = 675 W.10th Avenue
!Sample_contact_city = Vancouver
!Sample_contact_state = BC
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM284nnn/GSM284815/suppl/GSM284815.txt.gz
!Sample_series_id = GSE11275
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean intensity of spot for Cy3 channel
#Spot Mean Intensity (w685) = Mean intensity of spot for Cy5 channel
#Background Median Intensity (w595) = Median signal intensity from area around spot for Cy3 channel
#Background Median Intensity (w685) = Median signal intensity from area around spot for Cy5 channel
#Spot Normalized Intensity (w595) = Locally normalized value for mean intensity of spot for Cy3 channel
#Spot Normalized Intensity (w685) = Locally normalized value for mean intensity of spot for Cy5 channel
#Spot SNR (w595) = Column "Spot Mean Intensity (w595)" divided by column "Background Median Intensity (w595)"
#Spot SNR (w685) = Column "Spot Mean Intensity (w685)" divided by column "Background Median Intensity (w685)"
#Spot Ratio (w595) = Column "Spot Normalized Intensity (w595)" divided by column "Spot Normalized Intensity (w685)"
#Spot Ratio (w685) = Column "Spot Normalized Intensity (w685)" divided by column "Spot Normalized Intensity (w595)"
#Spot Log2 Ratio (w595) = log2 for column labeled "Spot Ratio (595)"
#VALUE = log 2 ratio test/reference (Spot log2 ratio (w595) column following spatial bias normalization)
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	3858.93	740.048	1075	330	2783.928	410.048	1.145904	1.774926	1.632132	0.6126421	0.7067576	0.195194
2	3203.26	740.561	709	325	2494.255	415.561	36.851	33.544	1.442903	0.6929864	0.5289748	0.030961
3	2456.464	595.794	677	326	1779.464	269.7938	49.1229	25.06231	1.585582	0.6306283	0.6650122	0.14953
4	2600.408	612.68	724.5	332	1875.908	280.6796	30.78517	17.729	1.60669	0.6223433	0.6840914	0.171448
5	3316.22	719.957	813	335.5	2503.216	384.457	13.5001	20.30785	1.565244	0.6388222	0.6463874	0.147792
6	4203.5	940.2	887	332	3316.5	608.2	18.38478	44.7224	1.310886	0.762776	0.3905424	-0.10097
7	4828.26	939.85	1345.5	334	3482.76	605.85	10.63588	24.57634	1.381942	0.7235561	0.4666971	-0.02086
8	2876.184	615.918	1073.5	332.5	1802.684	283.4184	3.81811	10.30388	1.529054	0.6539419	0.6126395	0.1146
9	3217.13	789.913	836.5	322	2380.626	467.913	24.18122	14.09148	1.223089	0.8175309	0.2905289	-0.181469
10	4529.42	1064.812	739	319	3790.42	745.812	49.2398	24.59775	1.221771	0.8184123	0.2889741	-0.166245
11	3884.54	955.635	701	319.5	3183.54	636.135	44.098	56.1687	1.203074	0.8311313	0.2667256	-0.182755
12	4053.74	914.5	740	321	3313.74	593.5	9.15578	49.4456	1.342238	0.744959	0.424641	-0.014132
13	5634.64	1277.784	718	324	4916.64	953.784	48.5123	97.3265	1.239223	0.8068868	0.3094357	-0.122569
14	6350.21	1228.651	697	318	5653.21	910.651	74.9303	78.4811	1.492363	0.6700197	0.5775984	0.161334
15	5734.78	1063.622	655	312.5	5079.78	751.122	74.9785	76.6354	1.625794	0.6150302	0.7011445	0.298781
16	4750.85	1014.64	598.5	313.5	4152.35	701.14	65.2797	70.5265	1.423707	0.7023301	0.5096527	0.116965
17	4283.83	1025.232	563.5	313	3720.33	712.232	105.9592	56.5329	1.255716	0.7962887	0.3285104	-0.058914
18	2370.125	637.068	554	311	1816.125	326.068	63.2504	24.72073	1.338964	0.7467811	0.4211167	-0.005581
19	2086.15	543.083	578	314	1508.15	229.0833	40.1134	18.27633	1.582641	0.6317999	0.6623343	0.290156
20	1824.909	525.764	575	313	1249.909	212.7636	17.05055	10.07283	1.412253	0.7080265	0.4979986	0.132695
!sample_table_end
