^SAMPLE = GSM284810
!Sample_title = Oral99
!Sample_geo_accession = GSM284810
!Sample_status = Public on Jul 01 2009
!Sample_submission_date = Apr 26 2008
!Sample_last_update_date = Feb 20 2009
!Sample_type = genomic
!Sample_channel_count = 2
!Sample_source_name_ch1 = Oral_specimen_99
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Formalin-fixed paraffin-embedded oral specimen.
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = All lesions were microdissected, and the dissected tissues were places in sodium dodecyl sulfate/proteinase K at 55Â°C and spiked twice a day for 72 hours with fresh proteinase K. Genomic DNA was extracted with phenol/chloroform and  with ethanol.
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each).  Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_source_name_ch2 = Normal male
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_characteristics_ch2 = Novagen pooled normal male genomic DNA.
!Sample_molecule_ch2 = genomic DNA
!Sample_extract_protocol_ch2 = Purchased genomic DNA.
!Sample_label_ch2 = Cy5
!Sample_label_protocol_ch2 = Random prime probe labeling was performed to label sample and reference genomic DNA (250ng each). Each reaction was labeled with either 2 nmol of cyanine-3 or cyanine-5 dCTP.
!Sample_hyb_protocol = Probes were combined, denatured and annealed in a solution containing 100 ug human Cot-1 DNA (Invitrogen) and 48 ul DIG Easy hybridization solution (Roche) containing sheared herring sperm DNA (Sigma-Aldrich) and yeast tRNA (Calbiochem). Probe was denautred at 85Â°C for 5 minutes, and repetitive sequences were blocked at 45Â°C for 1 hour prior to hybridization. The probe mixture was applied to the slide surface and hybridized for 36 hrs at 45Â°C. The arrays were washed 5 times in 0.1X SSC, 0.1% SDS at room temperature with agitation. Each array was then rinsed repeatedly in 0.1X SSC and dried by centrifugation.
!Sample_scan_protocol = A charge-coupled device (CCD) scanner system (ARrayworx eAuto, API, Issaquah, WA) was used to determine the signal intensities of the Cyanine 5/Cyanine3 channels. Arrays were scanned at a 9.75um resolution; exposure times for each image wavelength were usually between 0.2 to 2 sec. Images were analyzed by SoftWoRx Tracker analysis software (Applied Precision, Issaquah, WA, USA).
!Sample_description = N/A
!Sample_data_processing = A three-step normalization procedure [Khojasteh et al. BMC Bioinformatics 6:274, 2005] was performed to each raw data.
!Sample_platform_id = GPL2616
!Sample_contact_name = T,,Buys
!Sample_contact_laboratory = Wan Lam Lab
!Sample_contact_department = Cancer Genetics and Developmental Biology
!Sample_contact_institute = British Columbia Cancer Research Centre
!Sample_contact_address = 675 W.10th Avenue
!Sample_contact_city = Vancouver
!Sample_contact_state = BC
!Sample_contact_zip/postal_code = V5Z 1L3
!Sample_contact_country = Canada
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM284nnn/GSM284810/suppl/GSM284810.txt.gz
!Sample_series_id = GSE11275
!Sample_data_row_count = 53856
#ID_REF = 
#Spot Mean Intensity (w595) = Mean intensity of spot for Cy3 channel
#Spot Mean Intensity (w685) = Mean intensity of spot for Cy5 channel
#Background Median Intensity (w595) = Median signal intensity from area around spot for Cy3 channel
#Background Median Intensity (w685) = Median signal intensity from area around spot for Cy5 channel
#Spot Normalized Intensity (w595) = Locally normalized value for mean intensity of spot for Cy3 channel
#Spot Normalized Intensity (w685) = Locally normalized value for mean intensity of spot for Cy5 channel
#Spot SNR (w595) = Column "Spot Mean Intensity (w595)" divided by column "Background Median Intensity (w595)"
#Spot SNR (w685) = Column "Spot Mean Intensity (w685)" divided by column "Background Median Intensity (w685)"
#Spot Ratio (w595) = Column "Spot Normalized Intensity (w595)" divided by column "Spot Normalized Intensity (w685)"
#Spot Ratio (w685) = Column "Spot Normalized Intensity (w685)" divided by column "Spot Normalized Intensity (w595)"
#Spot Log2 Ratio (w595) = log2 for column labeled "Spot Ratio (595)"
#VALUE = log 2 ratio test/reference (Spot log2 ratio (w595) column following spatial bias normalization)
!sample_table_begin
ID_REF	Spot Mean Intensity (w595)	Spot Mean Intensity (w685)	Background Median Intensity (w595)	Background Median Intensity (w685)	Spot Normalized Intensity (w595)	Spot Normalized Intensity (w685)	Spot SNR (w595)	Spot SNR (w685)	Spot Ratio (w595)	Spot Ratio (w685)	Spot Log2 Ratio (w595)	VALUE
1	7793.75	6475.3	55	71	7738.75	6404.3	205.1361	167.1441	1.022305	0.9778388	0.03182503	0.104482
2	18136.54	16279.55	41	93	18095.54	16186.55	424.8	327.271	0.9457983	1.056937	-0.08039558	-0.016383
3	11045.88	9113.22	38	83	11007.88	9030.22	282.5863	206.1689	1.031304	0.9693061	0.04446923	0.089169
4	12331.1	11634.25	23.5	55.5	12307.6	11578.75	514.912	251.2738	0.8992763	1.111615	-0.1531638	-0.109611
5	40.7684	54.7368	39	52	1.768421	2.736843	0.0663213	-0.06680199	0.5466596	1.82865	-0.8712851	-0.526921
6	18481.02	16417.48	49	65	18432.02	16352.48	445.81	420.101	0.9536097	1.048279	-0.06852926	-0.006322
7	16339.52	16399.14	51	78	16288.52	16321.14	439.472	399.826	0.8443305	1.183955	-0.2441202	-0.190442
8	10344.09	9173.84	28	63	10316.09	9110.84	362.821	229.0119	0.9579392	1.043541	-0.06199398	-0.026147
9	15361.86	12614.69	22.5	47	15339.36	12567.69	553.708	378.662	1.032602	0.968087	0.04628497	0.093874
10	8923.1	8326.03	18	33	8905.1	8293.03	285.0504	244.501	0.9084629	1.100374	-0.1385006	-0.044412
11	12168.15	9989.28	13	29.5	12155.15	9959.78	490.367	331.751	1.032504	0.968179	0.0461477	0.143123
12	8092.54	7198.74	12.5	26.5	8080.04	7172.24	306.3455	241.4781	0.9531026	1.048837	-0.0692966	0.021089
13	14500.86	11741.99	15.5	24.5	14485.36	11717.49	510.905	451.551	1.045866	0.9558101	0.06469765	0.165364
14	11806.05	11015.81	2.5	32	11803.55	10983.81	366.906	302.711	0.9091608	1.099529	-0.1373926	-0.040933
15	13134.75	10871.38	1	31.5	13133.75	10839.88	506.18	295.0623	1.025051	0.9752188	0.03569567	0.129053
16	10221.17	9860.38	2	26.5	10219.17	9833.88	373.01	307.6661	0.8791682	1.13704	-0.1857889	-0.097966
17	12583.59	12174.6	2	25	12581.59	12149.6	442.962	436.015	0.8761021	1.141019	-0.190829	-0.104001
18	13584.1	12346.29	1	34	13583.1	12312.29	485.853	432.639	0.9333433	1.071041	-0.09952037	0.003978
19	9945.84	9876.27	10.5	26.5	9935.34	9849.77	454.072	394.511	0.8533714	1.171411	-0.2287544	-0.138224
20	9874.27	9336.43	3.5	11.5	9870.77	9324.93	442.952	300.989	0.895543	1.116249	-0.1591653	-0.071272
!sample_table_end
